County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Arapahoe County  6,2217,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,398.3 
Morgan County  6,123,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,394.8 
Teller County  6,136,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.6 
Douglas County  6,1193,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,391.1 
Baca County  6,22,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.9 
Montrose County  6,232,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.7 
Chaffee County  6,115,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.5 
Boulder County  6,1267,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,388.7 
Broomfield County  6,255,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,388.5 
Delta County  6,181,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,384.7 
Moffat County  6,56,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,380.9 
Yuma County  6,47,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,377.4 
Ouray County  6,29,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,376.2 
Jackson County  6,7,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,374.5 
Alamosa County  6,55,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,370.2 
Logan County  6,97,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,369.9 
Elbert County  6,114,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,367.6 
Las Animas County  6,74,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,366.8 
Washington County  6,26,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,364.1 
Mineral County  6,4,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,363.3 
Kit Carson County  6,34,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,355.9 
Otero County  6,86,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,351.2 
Rio Blanco County  6,26,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,350.2 
Clear Creek County  6,49,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,347.7 
Sedgwick County  6,13,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,346.1 
Gunnison County  6,57,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,341.7 
Routt County  6,95,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,338.8 
Pitkin County  6,82,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,337.7 
La Plata County  6,219,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,335.9 
Huerfano County  6,42,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,330.8 
San Miguel County  6,26,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,330.6 
Eagle County  6,165,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,326.0 
Hinsdale County  6,4,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,325.1 
Saguache County  6,30,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,317.0 
Park County  6,76,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,316.0 
Rio Grande County  6,48,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,314.8 
Montezuma County  6,108,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,313.1 
Crowley County  6,18,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,312.2 
Bent County  6,22,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,311.9 
Grand County  6,57,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,311.5 
Custer County  6,31,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,311.5 
Archuleta County  6,60,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,305.0 
Lake County  6,21,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,275.5 
Dolores County  6,7,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,275.1 
Gilpin County  6,21,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,271.5 
Costilla County  6,16,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,268.3 
Conejos County  6,27,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,265.9 
Summit County  6,79,Colorado,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,244.4 
Teller County  6,4,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,453.2 
Yuma County  6,4,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,442.6 
Larimer County  6,83,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,405.8 
Park County  6,4,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,401.7 
Montrose County  6,22,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,400.6 
Las Animas County  6,27,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,392.6 
Pueblo County  6,249,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,391.6 
Otero County  6,28,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,385.7 
Douglas County  6,57,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,382.1 
Fremont County  6,16,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,381.0 
Jefferson County  6,219,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,376.3 
Moffat County  6,5,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,374.9 
Weld County  6,183,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,373.7 
Denver County  6,486,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,370.8 
Huerfano County  6,11,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,365.4 
Boulder County  6,87,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,360.9 
Mesa County  6,49,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,360.7 
El Paso County  6,209,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,353.1 
La Plata County  6,15,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,345.4 
Chaffee County  6,5,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,328.4 
Alamosa County  6,18,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,323.9 
Adams County  6,353,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,323.6 
Garfield County  6,21,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,314.9 
Broomfield County  6,13,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,311.6 
Morgan County  6,19,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,302.3 
Arapahoe County  6,188,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,301.7 
Logan County  6,7,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,300.4 
Montezuma County  6,7,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,288.2 
Saguache County  6,6,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,286.4 
Prowers County  6,9,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,285.5 
Rio Grande County  6,13,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,273.9 
Costilla County  6,9,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,271.4 
Lake County  6,5,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,261.5 
Archuleta County  6,5,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,259.7 
Eagle County  6,20,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,256.3 
Conejos County  6,13,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,249.1 
Delta County  6,8,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,233.6 
Bent County  6,4,Colorado,All Cancer Sites,  White Hispanic,All Sexes,All Ages,225.0 
Kiowa County  6,10,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,520.6 
Cheyenne County  6,10,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,481.8 
Prowers County  6,50,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.2 
Garfield County  6,226,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,433.7 
Adams County  6,1251,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,427.2 
Mesa County  6,751,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,426.1 
Lincoln County  6,26,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,425.8 
El Paso County  6,2375,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,424.4 
Phillips County  6,22,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,422.3 
Pueblo County  6,575,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,422.3 
Morgan County  6,104,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,421.8 
Larimer County  6,1447,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,419.0 
Denver County  6,1741,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,415.9 
Fremont County  6,256,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.3 
Weld County  6,950,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.2 
Arapahoe County  6,2029,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,409.1 
Baca County  6,21,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,402.9 
Jefferson County  6,2444,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,402.9 
Delta County  6,173,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,398.8 
Broomfield County  6,242,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,396.0 
Chaffee County  6,110,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,395.2 
Teller County  6,132,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,392.6 
Douglas County  6,1135,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,392.4 
Alamosa County  6,37,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.6 
Boulder County  6,1180,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.5 
Montrose County  6,210,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,385.7 
Yuma County  6,43,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,384.0 
Ouray County  6,28,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,381.4 
Mineral County  6,4,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,380.8 
Moffat County  6,51,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,378.3 
Logan County  6,91,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,376.3 
Sedgwick County  6,13,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,372.3 
Elbert County  6,111,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,370.9 
Kit Carson County  6,33,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,367.8 
Washington County  6,25,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 
Las Animas County  6,47,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,362.4 
Jackson County  6,7,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,355.6 
Rio Blanco County  6,25,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,351.5 
Clear Creek County  6,47,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,347.5 
Gunnison County  6,55,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,347.0 
Hinsdale County  6,4,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,343.0 
Pitkin County  6,79,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,338.8 
Routt County  6,92,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,338.7 
Eagle County  6,145,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,338.3 
La Plata County  6,204,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,336.2 
Otero County  6,58,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,334.5 
Crowley County  6,15,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,331.3 
Rio Grande County  6,35,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,328.5 
San Miguel County  6,25,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,327.7 
Bent County  6,18,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,327.6 
Saguache County  6,24,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,322.4 
Montezuma County  6,100,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,318.5 
Huerfano County  6,31,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,318.1 
Custer County  6,30,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,315.9 
Archuleta County  6,55,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,311.5 
Grand County  6,55,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,310.3 
Park County  6,72,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,310.1 
Conejos County  6,14,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,288.9 
Costilla County  6,6,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,285.0 
Lake County  6,16,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,277.9 
Gilpin County  6,21,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,275.9 
Dolores County  6,7,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,264.4 
Summit County  6,76,Colorado,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,249.0 
Mesa County  6,6,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,528.7 
Denver County  6,298,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,399.0 
Pueblo County  6,15,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,389.1 
Jefferson County  6,22,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,389.0 
El Paso County  6,144,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,386.4 
Boulder County  6,11,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,379.3 
Fremont County  6,3,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,365.1 
Adams County  6,51,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,363.5 
Arapahoe County  6,210,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,358.3 
Larimer County  6,9,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,320.7 
Douglas County  6,12,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,282.7 
Weld County  6,6,Colorado,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,222.0 
Jefferson County  6,22,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,463.8 
Douglas County  6,5,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,368.1 
Arapahoe County  6,15,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,278.3 
Pueblo County  6,14,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,263.0 
Adams County  6,16,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,244.6 
Larimer County  6,6,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,242.4 
El Paso County  6,17,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,238.4 
Montezuma County  6,6,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,224.0 
La Plata County  6,7,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,221.7 
Boulder County  6,5,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,206.9 
Denver County  6,19,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,201.7 
Weld County  6,6,Colorado,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,169.5 
Pueblo County  6,11,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,554.8 
Mesa County  6,6,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,359.2 
Denver County  6,74,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,296.6 
Jefferson County  6,48,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,277.1 
Arapahoe County  6,103,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,276.1 
El Paso County  6,68,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,273.8 
Douglas County  6,33,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,266.6 
Adams County  6,49,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,263.6 
Weld County  6,10,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,242.6 
Broomfield County  6,8,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,202.3 
Larimer County  6,12,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,193.4 
Boulder County  6,23,Colorado,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,173.0 
Yuma County  6,5,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,444.9 
Teller County  6,4,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,438.4 
Larimer County  6,88,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,400.3 
Las Animas County  6,29,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,392.9 
Douglas County  6,61,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,386.4 
Jefferson County  6,238,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,386.1 
Pueblo County  6,263,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,385.4 
Montrose County  6,23,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,382.2 
Weld County  6,197,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,381.4 
El Paso County  6,244,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,376.8 
Denver County  6,530,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,374.6 
Elbert County  6,4,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,373.3 
Otero County  6,30,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,371.0 
Fremont County  6,17,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,370.0 
Boulder County  6,94,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,365.2 
La Plata County  6,19,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,365.1 
Park County  6,4,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,364.9 
Montezuma County  6,10,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,363.4 
Moffat County  6,5,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,351.5 
Mesa County  6,52,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,346.6 
Adams County  6,390,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,333.0 
Chaffee County  6,5,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,329.0 
Huerfano County  6,11,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,327.8 
Alamosa County  6,20,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,325.2 
Morgan County  6,22,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,317.7 
Arapahoe County  6,215,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,313.6 
Broomfield County  6,14,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,306.4 
Logan County  6,7,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,298.6 
Garfield County  6,22,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,291.4 
Rio Grande County  6,15,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,289.3 
Saguache County  6,6,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,280.6 
Prowers County  6,10,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,274.2 
Pitkin County  6,3,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,274.0 
Costilla County  6,10,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,262.2 
Eagle County  6,20,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,252.1 
Lake County  6,5,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,249.7 
Archuleta County  6,5,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,249.1 
Conejos County  6,14,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,247.0 
Delta County  6,9,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,225.4 
Bent County  6,4,Colorado,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,215.1 
Windham County  7,687,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,488.5 
Middlesex County  7,1028,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.1 
New London County  7,1486,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.7 
Litchfield County  7,1212,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,466.6 
New Haven County  7,4351,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,463.8 
Fairfield County  7,4501,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.6 
Tolland County  7,783,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.1 
Hartford County  7,4394,Connecticut,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,461.9 
Tolland County  7,20,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,637.9 
Litchfield County  7,31,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,570.4 
New London County  7,57,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,456.6 
Hartford County  7,372,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,407.3 
New Haven County  7,330,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,401.0 
Middlesex County  7,21,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,378.4 
Windham County  7,24,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,375.2 
Fairfield County  7,415,Connecticut,All Cancer Sites,  White Hispanic,All Sexes,All Ages,367.9 
Windham County  7,663,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,495.0 
Fairfield County  7,4086,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,476.8 
Middlesex County  7,1007,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,474.2 
New Haven County  7,4021,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,471.5 
New London County  7,1429,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,470.3 
Hartford County  7,4022,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.7 
Litchfield County  7,1181,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.9 
Tolland County  7,763,Connecticut,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.9 
Fairfield County  7,487,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,428.2 
New Haven County  7,496,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,426.6 
Hartford County  7,545,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,414.3 
Middlesex County  7,36,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,389.0 
New London County  7,65,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,377.9 
Litchfield County  7,15,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,373.2 
Windham County  7,8,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,306.8 
Tolland County  7,11,Connecticut,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,287.4 
New London County  7,7,Connecticut,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,194.3 
New Haven County  7,5,Connecticut,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,118.9 
Fairfield County  7,4,Connecticut,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,87.5 
Hartford County  7,4,Connecticut,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,87.4 
Litchfield County  7,10,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,290.9 
New Haven County  7,84,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,260.4 
Fairfield County  7,119,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,253.8 
Middlesex County  7,11,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,228.2 
Tolland County  7,8,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,224.2 
Hartford County  7,82,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,213.7 
New London County  7,26,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,203.3 
Windham County  7,3,Connecticut,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,202.4 
Tolland County  7,22,Connecticut,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,640.9 
