County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Nacogdoches County  6,13,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,207.4 
Titus County  6,13,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,185.5 
Culberson County  6,3,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,163.6 
Shelby County  6,4,Texas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,159.3 
Beaver County  7,33,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.3 
Duchesne County  7,85,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.7 
Daggett County  7,8,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,455.6 
Tooele County  7,227,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.3 
Summit County  7,183,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.2 
Iron County  7,196,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,442.1 
Piute County  7,10,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.4 
Kane County  7,45,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.3 
Emery County  7,49,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.9 
Cache County  7,369,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,418.8 
Davis County  7,1128,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.1 
Morgan County  7,43,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,414.8 
Wasatch County  7,112,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,414.5 
Salt Lake County  7,3834,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.4 
Grand County  7,49,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,405.3 
Weber County  7,897,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,403.5 
Carbon County  7,96,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,403.2 
Uintah County  7,116,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,401.8 
Washington County  7,827,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,400.0 
Millard County  7,58,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,398.0 
Box Elder County  7,201,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,396.2 
Sevier County  7,94,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.6 
Utah County  7,1464,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.2 
Garfield County  7,25,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.3 
Juab County  7,36,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,364.9 
San Juan County  7,28,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,325.6 
Wayne County  7,10,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,297.5 
Sanpete County  7,85,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,294.5 
Rich County  7,9,Utah,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,293.3 
Grand County  7,3,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,648.8 
Iron County  7,10,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,541.8 
Carbon County  7,11,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,470.0 
Washington County  7,38,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,448.4 
Summit County  7,8,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,426.6 
Davis County  7,65,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,407.8 
Box Elder County  7,10,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,394.3 
Uintah County  7,4,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,385.2 
Salt Lake County  7,377,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,383.6 
Weber County  7,80,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,380.9 
Tooele County  7,17,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,370.5 
Cache County  7,19,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,364.7 
Utah County  7,106,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,346.0 
Wasatch County  7,5,Utah,All Cancer Sites,  White Hispanic,All Sexes,All Ages,328.1 
Beaver County  7,31,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,501.2 
Duchesne County  7,82,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.6 
Piute County  7,10,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,457.1 
Tooele County  7,210,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.4 
Summit County  7,175,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.2 
Daggett County  7,8,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.7 
Iron County  7,186,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.0 
Cache County  7,350,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,422.1 
Emery County  7,48,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,419.7 
Wasatch County  7,107,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.5 
Salt Lake County  7,3457,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,417.7 
Davis County  7,1063,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,415.6 
Morgan County  7,42,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.7 
Kane County  7,42,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,412.7 
Weber County  7,817,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,408.5 
Uintah County  7,111,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.0 
Millard County  7,55,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,399.6 
Washington County  7,789,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,399.0 
Box Elder County  7,192,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,398.0 
Carbon County  7,85,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,395.7 
Grand County  7,45,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.2 
Sevier County  7,91,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,390.5 
Utah County  7,1358,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,389.4 
Garfield County  7,25,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,381.4 
Juab County  7,35,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,365.5 
San Juan County  7,27,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,329.4 
Wayne County  7,10,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,298.7 
Sanpete County  7,83,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,297.6 
Rich County  7,9,Utah,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,292.0 
Davis County  7,12,Utah,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,399.9 
Salt Lake County  7,48,Utah,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,384.7 
Weber County  7,11,Utah,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,362.7 
Utah County  7,5,Utah,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,250.7 
Duchesne County  7,4,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,671.7 
Davis County  7,4,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,522.2 
Washington County  7,4,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,376.3 
Utah County  7,5,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,368.1 
Uintah County  7,7,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,318.9 
Weber County  7,6,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,284.4 
Salt Lake County  7,20,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,222.2 
San Juan County  7,11,Utah,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,164.1 
Washington County  7,9,Utah,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,345.4 
Utah County  7,31,Utah,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,338.3 
Weber County  7,16,Utah,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,327.1 
Salt Lake County  7,161,Utah,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,321.6 
Cache County  7,6,Utah,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,306.5 
Davis County  7,24,Utah,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,280.9 
Grand County  7,3,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,601.4 
Iron County  7,10,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,520.9 
Sevier County  7,3,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,500.5 
Carbon County  7,11,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,442.7 
Washington County  7,40,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,439.9 
Davis County  7,69,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,406.9 
Summit County  7,8,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,398.2 
Weber County  7,85,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,380.1 
Salt Lake County  7,394,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,374.8 
Box Elder County  7,10,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,373.0 
Tooele County  7,18,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,358.1 
Cache County  7,20,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,353.0 
Utah County  7,113,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,347.5 
Wasatch County  7,5,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,313.8 
Uintah County  7,4,Utah,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,308.4 
Grand Isle County  6,50,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,524.1 
Bennington County  6,256,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.4 
Rutland County  6,417,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.8 
Orleans County  6,189,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,475.1 
Essex County  6,46,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.0 
Franklin County  6,270,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,463.7 
Windsor County  6,387,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.7 
Orange County  6,186,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,457.3 
Lamoille County  6,142,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.1 
Washington County  6,353,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.3 
Chittenden County  6,787,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,449.1 
Windham County  6,276,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,442.8 
Caledonia County  6,180,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,428.6 
Addison County  6,205,Vermont,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.3 
Grand Isle County  6,50,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,530.9 
Bennington County  6,255,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,485.7 
Rutland County  6,416,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,480.2 
Orleans County  6,188,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.4 
Essex County  6,46,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.9 
Franklin County  6,270,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.3 
Windsor County  6,385,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,464.3 
Orange County  6,185,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.3 
Lamoille County  6,142,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.6 
Washington County  6,352,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.8 
Chittenden County  6,783,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,451.3 
Windham County  6,274,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,444.2 
Caledonia County  6,180,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,431.1 
Addison County  6,203,Vermont,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,416.5 
Petersburg City  6,61,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,746.8 
Lexington City  6,46,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,742.7 
Richmond County  6,59,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,635.8 
Covington City  6,42,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,628.7 
Galax City  6,52,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,614.0 
Waynesboro City  6,155,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,608.3 
Franklin City  6,34,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,603.4 
Staunton City  6,183,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,589.9 
Martinsville City  6,61,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,565.7 
Hopewell City  6,98,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,558.7 
Sussex County  6,37,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,557.0 
Colonial Heights City  6,112,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,532.9 
Highland County  6,22,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,529.4 
Surry County  6,28,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,523.7 
Essex County  6,59,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,521.8 
Fredericksburg City  6,99,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,520.4 
Gloucester County  6,236,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,515.9 
Northampton County  6,69,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,515.4 
Williamsburg City  6,68,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,513.3 
Bath County  6,36,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,511.8 
Roanoke City  6,445,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,510.5 
Salem City  6,157,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,507.3 
Danville City  6,164,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,502.5 
Prince Edward County  6,80,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.2 
Amelia County  6,66,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.9 
Greensville County  6,31,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,491.9 
Portsmouth City  6,254,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,491.5 
Buena Vista City  6,39,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.8 
New Kent County  6,114,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,487.8 
King William County  6,75,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.9 
Lynchburg City  6,280,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.7 
Nottoway County  6,63,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,480.6 
Mecklenburg County  6,159,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,478.3 
Goochland County  6,130,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,478.0 
Virginia Beach City  6,1745,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.5 
Mathews County  6,70,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.3 
Brunswick County  6,56,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.8 
Caroline County  6,117,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.4 
Charlottesville City  6,145,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.3 
Norfolk City  6,558,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,469.7 
Chesapeake City  6,798,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,469.0 
Louisa County  6,188,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.8 
Southampton County  6,77,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.3 
Nelson County  6,101,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.7 
Charles City County  6,22,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.8 
Accomack County  6,176,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,463.2 
Hampton City  6,345,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,461.6 
Suffolk City  6,273,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,459.6 
Orange County  6,203,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,459.1 
Charlotte County  6,58,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,457.7 
Fluvanna County  6,141,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.4 
Middlesex County  6,77,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.3 
Prince George County  6,133,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.1 
Giles County  6,107,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,450.1 
Westmoreland County  6,96,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.2 
Hanover County  6,533,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,447.6 
Halifax County with South Boston City  6,159,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.2 
Henrico County  6,1136,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.0 
Radford City  6,51,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.2 
Newport News City  6,473,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,439.1 
James City County  6,451,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.3 
Poquoson City  6,70,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.1 
Page County  6,148,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.4 
King and Queen County  6,32,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.2 
Amherst County  6,161,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 
Harrisonburg City  6,154,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.4 
Spotsylvania County  6,507,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.9 
Chesterfield County  6,1289,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.8 
Augusta County  6,450,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,432.6 
Rockingham County  6,444,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.8 
Bedford City and County  6,454,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.4 
Roanoke County  6,540,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,429.9 
Wythe County  6,176,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.6 
Culpeper County  6,212,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.2 
Dinwiddie County  6,104,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,426.7 
Stafford County  6,450,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,426.2 
Warren County  6,192,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.0 
Madison County  6,74,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.1 
Shenandoah County  6,260,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,420.4 
Isle of Wight County  6,158,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.6 
King George County  6,90,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.2 
Pulaski County  6,204,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,414.2 
Emporia City  6,13,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.9 
Winchester City  6,116,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.8 
Lancaster County  6,78,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.8 
Craig County  6,32,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.5 
Appomattox County  6,72,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,410.6 
Greene County  6,90,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,408.0 
Lunenburg County  6,49,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,407.6 
Falls Church City  6,51,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,406.0 
Franklin County  6,315,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,404.2 
Albemarle County  6,479,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,401.8 
Buckingham County  6,62,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,401.6 
Northumberland County  6,89,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,401.6 
Botetourt County  6,193,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,400.3 
Alleghany County and Clifton Forge City  6,94,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,398.4 
Campbell County  6,262,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,397.6 
Fauquier County  6,306,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,396.3 
Powhatan County  6,136,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,395.1 
Henry County  6,248,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,392.3 
Floyd County  6,86,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,392.2 
Rockbridge County  6,139,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.1 
Frederick County  6,394,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,388.0 
York County  6,255,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,385.7 
Manassas City  6,104,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,377.2 
Montgomery County  6,317,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,374.0 
Clarke County  6,72,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,369.8 
Norton City  6,18,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,367.6 
Grayson County  6,87,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,364.6 
Richmond City  6,388,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,363.0 
Cumberland County  6,35,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,356.6 
Pittsylvania County  6,254,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,350.5 
Loudoun County  6,883,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,350.4 
Washington County  6,277,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,345.5 
Rappahannock County  6,41,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,343.9 
Bland County  6,33,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,342.0 
Prince William County  6,936,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,340.6 
Carroll County  6,156,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,339.2 
Fairfax City  6,73,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,339.0 
Patrick County  6,94,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,338.9 
Wise County  6,158,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,331.9 
Fairfax County  6,2920,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,331.1 
Arlington County  6,534,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,325.7 
Dickenson County  6,68,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,323.9 
Alexandria City  6,337,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,307.9 
Manassas Park City  6,27,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,307.2 
Tazewell County  6,172,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,294.9 
Smyth County  6,125,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,284.2 
Buchanan County  6,83,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,258.6 
Lee County  6,77,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,230.4 
Russell County  6,90,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,230.3 
Scott County  6,76,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,228.3 
Bristol City  6,48,Virginia,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,218.0 
Lynchburg City  6,4,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,478.8 
Accomack County  6,4,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,478.5 
Shenandoah County  6,4,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,364.1 
Norfolk City  6,17,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,356.4 
Bedford City and County  6,4,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,328.3 
Winchester City  6,4,Virginia,All Cancer Sites,  White Hispanic,All Sexes,All Ages,298.1 
