average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
157,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.8 ,"Gordon County, GA",59.0,56324,56933,57164,57628,57963,GA,44580,45705,46868,49101,53373
153,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.4 ,"Gordon County, GA",59.0,56324,56933,57164,57628,57963,GA,44580,45705,46868,49101,53373
104,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.5 ,"Ware County, GA",58.0,35327,35648,35668,35587,35734,GA,35270,34643,38412,38357,37642
101,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.4 ,"Ware County, GA",58.0,35327,35648,35668,35587,35734,GA,35270,34643,38412,38357,37642
18,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.6 ,"Stewart County, GA",50.0,5973,6122,6314,6435,6621,GA,28977,24945,31800,33053,34566
14,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.0 ,"Stewart County, GA",50.0,5973,6122,6314,6435,6621,GA,28977,24945,31800,33053,34566
76,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.7 ,"Meriwether County, GA",50.0,21173,21074,21021,21094,21167,GA,37866,34508,38442,38886,43571
67,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.2 ,"Meriwether County, GA",50.0,21173,21074,21021,21094,21167,GA,37866,34508,38442,38886,43571
48,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.9 ,"Cook County, GA",52.0,17070,17162,17213,17171,17270,GA,34505,35518,36463,38827,40670
50,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.6 ,"Cook County, GA",52.0,17070,17162,17213,17171,17270,GA,34505,35518,36463,38827,40670
48,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.7 ,"Oglethorpe County, GA",43.0,14732,14712,14874,15080,15259,GA,43428,45319,44718,51105,54346
49,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.5 ,"Oglethorpe County, GA",43.0,14732,14712,14874,15080,15259,GA,43428,45319,44718,51105,54346
114,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.7 ,"Harris County, GA",45.0,33155,33633,33943,34560,35236,GA,65887,70724,72811,74686,74052
91,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.3 ,"Harris County, GA",45.0,33155,33633,33943,34560,35236,GA,65887,70724,72811,74686,74052
281,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.5 ,"Floyd County, GA",61.0,96186,96698,97500,97964,98498,GA,41130,46634,45979,44906,50520
268,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.7 ,"Floyd County, GA",61.0,96186,96698,97500,97964,98498,GA,41130,46634,45979,44906,50520
78,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.9 ,"Greene County, GA",56.0,16617,16869,17203,17733,18324,GA,43326,47194,50736,54016,60973
66,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.9 ,"Greene County, GA",56.0,16617,16869,17203,17733,18324,GA,43326,47194,50736,54016,60973
34,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.7 ,"Candler County, GA",55.0,10873,10849,10706,10827,10803,GA,32806,32970,33846,35841,41665
27,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.0 ,"Candler County, GA",55.0,10873,10849,10706,10827,10803,GA,32806,32970,33846,35841,41665
31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.2 ,"Wilcox County, GA",56.0,9024,8841,8791,8827,8635,GA,32480,33858,35015,35961,38261
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.8 ,"Wilcox County, GA",56.0,9024,8841,8791,8827,8635,GA,32480,33858,35015,35961,38261
1729,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.0 ,"Cobb County, GA",62.0,739052,748178,752649,756070,760141,GA,70097,70950,75485,78603,79622
1753,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.5 ,"Cobb County, GA",62.0,739052,748178,752649,756070,760141,GA,70097,70950,75485,78603,79622
247,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,514.6 ,"Lowndes County, GA",59.5,113342,114360,115404,116309,117406,GA,37699,41331,42019,41820,46450
233,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.0 ,"Lowndes County, GA",59.5,113342,114360,115404,116309,117406,GA,37699,41331,42019,41820,46450
365,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,514.4 ,"Coweta County, GA",58.0,138145,140497,143153,145998,148509,GA,67268,71114,73296,70974,79232
367,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.3 ,"Coweta County, GA",58.0,138145,140497,143153,145998,148509,GA,67268,71114,73296,70974,79232
1640,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,514.0 ,"DeKalb County, GA",58.5,734434,746802,751176,754906,759297,GA,53994,56053,61496,63477,63606
1702,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.4 ,"DeKalb County, GA",58.5,734434,746802,751176,754906,759297,GA,53994,56053,61496,63477,63606
36,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.1 ,"Heard County, GA",45.0,11556,11579,11751,11871,11923,GA,41514,41994,44575,46218,48984
36,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.6 ,"Heard County, GA",45.0,11556,11579,11751,11871,11923,GA,41514,41994,44575,46218,48984
740,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.7 ,"Chatham County, GA",46.5,285959,288615,289309,289166,289430,GA,48885,52746,54667,54165,57122
691,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.8 ,"Chatham County, GA",46.5,285959,288615,289309,289166,289430,GA,48885,52746,54667,54165,57122
55,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.2 ,"Pierce County, GA",59.0,19094,19104,19197,19388,19465,GA,39648,42908,42140,44389,46701
50,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.4 ,"Pierce County, GA",59.0,19094,19104,19197,19388,19465,GA,39648,42908,42140,44389,46701
70,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.1 ,"Rabun County, GA",61.0,16223,16465,16545,16857,17137,GA,40834,41913,43042,44213,46639
55,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.7 ,"Rabun County, GA",61.0,16223,16465,16545,16857,17137,GA,40834,41913,43042,44213,46639
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.5 ,"Echols County, GA",55.0,4030,3956,3914,4000,4006,GA,34414,35892,36559,38667,40408
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.4 ,"Echols County, GA",55.0,4030,3956,3914,4000,4006,GA,34414,35892,36559,38667,40408
65,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.1 ,"Dodge County, GA",44.0,21142,20854,20749,20793,20605,GA,34611,35779,36067,35636,41118
49,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,351.3 ,"Dodge County, GA",44.0,21142,20854,20749,20793,20605,GA,34611,35779,36067,35636,41118
1800,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.8 ,"Gwinnett County, GA",0.0,888494,904962,918186,927337,936250,GA,61797,67197,68957,72008,72225
1824,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.7 ,"Gwinnett County, GA",0.0,888494,904962,918186,927337,936250,GA,61797,67197,68957,72008,72225
24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.0 ,"Randolph County, GA",44.0,7150,7155,6969,6812,6778,GA,30505,31662,30847,28298,33505
21,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,398.4 ,"Randolph County, GA",44.0,7150,7155,6969,6812,6778,GA,30505,31662,30847,28298,33505
26,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.6 ,"Montgomery County, GA",58.0,8942,8985,9024,9168,9172,GA,36821,39074,41858,41834,43657
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.9 ,"Montgomery County, GA",58.0,8942,8985,9024,9168,9172,GA,36821,39074,41858,41834,43657
120,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.7 ,"Colquitt County, GA",46.0,45466,45429,45480,45455,45600,GA,34151,34931,36651,38633,41899
111,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.8 ,"Colquitt County, GA",46.0,45466,45429,45480,45455,45600,GA,34151,34931,36651,38633,41899
36,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.4 ,"Wilkes County, GA",49.0,9911,9809,9860,9864,9777,GA,34031,33735,34897,39361,39716
34,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.1 ,"Wilkes County, GA",49.0,9911,9809,9860,9864,9777,GA,34031,33735,34897,39361,39716
263,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.6 ,"Glynn County, GA",60.0,83311,84099,84675,84975,85292,GA,46377,48691,50740,53906,58017
245,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.0 ,"Glynn County, GA",60.0,83311,84099,84675,84975,85292,GA,46377,48691,50740,53906,58017
32,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.7 ,"Early County, GA",56.0,10462,10306,10317,10286,10190,GA,31935,26934,32490,34984,40011
28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.2 ,"Early County, GA",56.0,10462,10306,10317,10286,10190,GA,31935,26934,32490,34984,40011
55,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.7 ,"Brantley County, GA",59.0,18437,18415,18832,18985,19109,GA,37709,37675,40906,41874,44680
46,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.5 ,"Brantley County, GA",59.0,18437,18415,18832,18985,19109,GA,37709,37675,40906,41874,44680
106,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.9 ,"Liberty County, GA",39.0,61611,61473,61619,60606,61435,GA,39612,44154,45655,47685,51410
106,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.9 ,"Liberty County, GA",39.0,61611,61473,61619,60606,61435,GA,39612,44154,45655,47685,51410
219,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.1 ,"Clarke County, GA",60.0,123561,124905,126815,127268,128331,GA,33302,36692,39901,42112,41036
245,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.4 ,"Clarke County, GA",60.0,123561,124905,126815,127268,128331,GA,33302,36692,39901,42112,41036
128,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.0 ,"Baldwin County, GA",61.0,45549,45259,44963,44893,44890,GA,38015,40683,40358,42727,44429
121,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,471.2 ,"Baldwin County, GA",61.0,45549,45259,44963,44893,44890,GA,38015,40683,40358,42727,44429
36,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.6 ,"Pulaski County, GA",58.0,11395,11288,11181,11080,11137,GA,39209,36611,39743,40582,42274
29,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,331.9 ,"Pulaski County, GA",58.0,11395,11288,11181,11080,11137,GA,39209,36611,39743,40582,42274
58,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.7 ,"Berrien County, GA",59.0,18991,18996,19108,19266,19397,GA,35518,39174,38239,39412,42058
51,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.3 ,"Berrien County, GA",59.0,18991,18996,19108,19266,19397,GA,35518,39174,38239,39412,42058
53,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.8 ,"Appling County, GA",45.0,18423,18428,18438,18526,18386,GA,39588,37954,40862,42781,43821
45,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.5 ,"Appling County, GA",45.0,18423,18428,18438,18526,18386,GA,39588,37954,40862,42781,43821
29,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,482.2 ,"Seminole County, GA",58.0,8565,8427,8253,8270,8090,GA,31615,34986,35527,36869,38618
21,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,319.3 ,"Seminole County, GA",58.0,8565,8427,8253,8270,8090,GA,31615,34986,35527,36869,38618
7,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.0 ,"Taliaferro County, GA",49.0,1642,1611,1613,1612,1537,GA,28952,30133,30586,34090,37046
6,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,384.2 ,"Taliaferro County, GA",49.0,1642,1611,1613,1612,1537,GA,28952,30133,30586,34090,37046
85,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.2 ,"Hart County, GA",53.0,25410,25471,25710,26071,26205,GA,39567,41247,44603,47171,50647
81,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.3 ,"Hart County, GA",53.0,25410,25471,25710,26071,26205,GA,39567,41247,44603,47171,50647
244,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.5 ,"Whitfield County, GA",,103669,104406,104234,104249,104628,GA,45921,46796,42568,47074,53115
223,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.7 ,"Whitfield County, GA",,103669,104406,104234,104249,104628,GA,45921,46796,42568,47074,53115
96,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.3 ,"Oconee County, GA",53.0,35853,36929,38122,39478,40280,GA,76371,88570,92216,99497,100878
98,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.8 ,"Oconee County, GA",53.0,35853,36929,38122,39478,40280,GA,76371,88570,92216,99497,100878
64,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.5 ,"Crisp County, GA",56.0,22959,22905,22710,22617,22372,GA,31095,34211,34754,36096,40482
61,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,386.6 ,"Crisp County, GA",56.0,22959,22905,22710,22617,22372,GA,31095,34211,34754,36096,40482
38,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.2 ,"Jeff Davis County, GA",51.0,15013,14965,15039,15048,15115,GA,36186,35538,36786,37211,40603
32,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,367.8 ,"Jeff Davis County, GA",51.0,15013,14965,15039,15048,15115,GA,36186,35538,36786,37211,40603
68,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.1 ,"Grady County, GA",59.0,25089,24869,24773,24774,24633,GA,36486,40234,41095,41002,42603
66,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.2 ,"Grady County, GA",59.0,25089,24869,24773,24774,24633,GA,36486,40234,41095,41002,42603
65,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.2 ,"Tattnall County, GA",40.0,25387,25342,25409,25485,25286,GA,37163,35567,38672,41440,41457
50,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.0 ,"Tattnall County, GA",40.0,25387,25342,25409,25485,25286,GA,37163,35567,38672,41440,41457
145,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.4 ,"Bulloch County, GA",38.0,73116,74642,75991,77242,79608,GA,36544,42083,42068,43766,48788
137,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.0 ,"Bulloch County, GA",38.0,73116,74642,75991,77242,79608,GA,36544,42083,42068,43766,48788
77,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.5 ,"Dawson County, GA",,23369,23668,24406,25127,26108,GA,60195,61229,64930,68835,69155
69,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.2 ,"Dawson County, GA",,23369,23668,24406,25127,26108,GA,60195,61229,64930,68835,69155
18,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.1 ,"Treutlen County, GA",51.0,6803,6710,6746,6813,6901,GA,32086,32100,34473,35069,37478
18,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.9 ,"Treutlen County, GA",51.0,6803,6710,6746,6813,6901,GA,32086,32100,34473,35069,37478
39,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.3 ,"Macon County, GA",53.0,13688,13478,13254,13160,12947,GA,30696,31358,32974,32868,34634
36,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.4 ,"Macon County, GA",53.0,13688,13478,13254,13160,12947,GA,30696,31358,32974,32868,34634
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.9 ,"Atkinson County, GA",57.0,8340,8244,8182,8262,8165,GA,32398,33318,34821,36779,38581
17,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.7 ,"Atkinson County, GA",57.0,8340,8244,8182,8262,8165,GA,32398,33318,34821,36779,38581
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.0 ,"Glascock County, GA",56.0,3020,2978,3032,2977,2971,GA,40732,41412,43529,42820,49350
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.8 ,"Glascock County, GA",56.0,3020,2978,3032,2977,2971,GA,40732,41412,43529,42820,49350
13,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,448.6 ,"Schley County, GA",44.0,5209,5173,5235,5230,5257,GA,41737,43396,43568,45378,51129
11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,329.1 ,"Schley County, GA",44.0,5209,5173,5235,5230,5257,GA,41737,43396,43568,45378,51129
22,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.3 ,"Jenkins County, GA",56.0,8899,8812,8813,8765,8676,GA,29924,30611,32472,31419,32808
24,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.1 ,"Jenkins County, GA",56.0,8899,8812,8813,8765,8676,GA,29924,30611,32472,31419,32808
54,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.0 ,"McIntosh County, GA",58.0,14031,14057,14080,14322,14378,GA,38770,40788,40832,42513,46682
42,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,381.2 ,"McIntosh County, GA",58.0,14031,14057,14080,14322,14378,GA,38770,40788,40832,42513,46682
34,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.8 ,"Charlton County, GA",58.0,13239,12842,12810,12919,13392,GA,37037,38948,40636,40499,42891
33,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.9 ,"Charlton County, GA",58.0,13239,12842,12810,12919,13392,GA,37037,38948,40636,40499,42891
317,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.1 ,"Columbia County, GA",54.0,143837,147370,151529,154077,156714,GA,75232,74908,75832,82184,88285
324,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.0 ,"Columbia County, GA",54.0,143837,147370,151529,154077,156714,GA,75232,74908,75832,82184,88285
29,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.7 ,"Hancock County, GA",29.0,8578,8633,8539,8368,8457,GA,28328,30616,31247,31716,31715
26,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.0 ,"Hancock County, GA",29.0,8578,8633,8539,8368,8457,GA,28328,30616,31247,31716,31715
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,428.8 ,"Wheeler County, GA",35.0,7911,8015,7960,7898,7855,GA,30926,29532,31001,32691,35927
10,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,250.4 ,"Wheeler County, GA",35.0,7911,8015,7960,7898,7855,GA,30926,29532,31001,32691,35927
164,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.8 ,"Catoosa County, GA",57.5,65778,66265,66495,67380,67580,GA,50979,53740,53833,55807,60753
164,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.3 ,"Catoosa County, GA",57.5,65778,66265,66495,67380,67580,GA,50979,53740,53833,55807,60753
10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.7 ,"Baker County, GA",40.0,3194,3183,3159,3086,3038,GA,34455,35452,37286,38288,39515
10,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,358.9 ,"Baker County, GA",40.0,3194,3183,3159,3086,3038,GA,34455,35452,37286,38288,39515
25,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,417.1 ,"Evans County, GA",58.0,10690,10648,10741,10702,10654,GA,34085,34689,34464,37319,41425
29,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,"Evans County, GA",58.0,10690,10648,10741,10702,10654,GA,34085,34689,34464,37319,41425
178,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,414.9 ,"Walker County, GA",61.0,68537,68455,68999,69443,69761,GA,42249,40814,44176,43767,47548
172,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.4 ,"Walker County, GA",61.0,68537,68455,68999,69443,69761,GA,42249,40814,44176,43767,47548
42,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,414.5 ,"Dade County, GA",62.0,16162,16224,16254,16227,16116,GA,43632,36213,45053,48779,45986
43,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.2 ,"Dade County, GA",62.0,16162,16224,16254,16227,16116,GA,43632,36213,45053,48779,45986
16,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,410.1 ,"Calhoun County, GA",29.0,6534,6359,6389,6353,6189,GA,30972,33478,33889,33393,34960
15,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.6 ,"Calhoun County, GA",29.0,6534,6359,6389,6353,6189,GA,30972,33478,33889,33393,34960
27,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,401.4 ,"Johnson County, GA",60.0,9708,9660,9737,9706,9643,GA,30794,32201,35243,34849,37771
22,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,351.4 ,"Johnson County, GA",60.0,9708,9660,9737,9706,9643,GA,30794,32201,35243,34849,37771
38,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,400.4 ,"Dooly County, GA",31.0,14034,13853,13691,13709,13390,GA,32323,40591,35781,37278,37109
28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,310.1 ,"Dooly County, GA",31.0,14034,13853,13691,13709,13390,GA,32323,40591,35781,37278,37109
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,391.5 ,"Webster County, GA",59.0,2631,2616,2589,2606,2607,GA,35770,36329,39266,38187,41547
7,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,323.8 ,"Webster County, GA",59.0,2631,2616,2589,2606,2607,GA,35770,36329,39266,38187,41547
38,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,370.7 ,"Telfair County, GA",60.0,16451,15962,15929,15974,15860,GA,31149,32327,31354,34297,36264
29,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,299.1 ,"Telfair County, GA",60.0,16451,15962,15929,15974,15860,GA,31149,32327,31354,34297,36264
22,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,356.0 ,"Marion County, GA",59.0,8558,8468,8403,8373,8359,GA,35265,38734,39408,39114,41190
21,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,332.4 ,"Marion County, GA",59.0,8558,8468,8403,8373,8359,GA,35265,38734,39408,39114,41190
25,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,342.9 ,"Long County, GA",61.0,17658,18372,18780,19091,19559,GA,42542,44542,48328,46428,52051
25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,319.6 ,"Long County, GA",61.0,17658,18372,18780,19091,19559,GA,42542,44542,48328,46428,52051
2565,Hawaii,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.1 ,"Honolulu County, HI",33.42857143,991064,992268,986353,979858,974563,HI,76544,80012,80947,83695,86946
2548,Hawaii,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.0 ,"Honolulu County, HI",33.42857143,991064,992268,986353,979858,974563,HI,76544,80012,80947,83695,86946
427,Hawaii,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.4 ,"Maui County, HI",44.25,163904,165350,166146,166972,167417,HI,68684,69699,76376,78503,77375
431,Hawaii,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.2 ,"Maui County, HI",44.25,163904,165350,166146,166972,167417,HI,68684,69699,76376,78503,77375
563,Hawaii,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,403.7 ,"Hawaii County, HI",61.0,195975,198316,199981,201509,201513,HI,54914,54684,56540,56383,64929
505,Hawaii,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.7 ,"Hawaii County, HI",61.0,195975,198316,199981,201509,201513,HI,54914,54684,56540,56383,64929
189,Hawaii,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,401.2 ,"Kauai County, HI",0.0,71021,71537,71827,72168,72293,HI,70122,63164,74881,73981,73029
164,Hawaii,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.8 ,"Kauai County, HI",0.0,71021,71537,71827,72168,72293,HI,70122,63164,74881,73981,73029
54,Idaho,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.0 ,"Shoshone County, ID",58.0,12440,12416,12519,12790,12882,ID,37497,39285,46793,36085,39239
42,Idaho,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.9 ,"Shoshone County, ID",58.0,12440,12416,12519,12790,12882,ID,37497,39285,46793,36085,39239
44,Idaho,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.1 ,"Washington County, ID",54.0,9891,10032,10051,10115,10194,ID,38592,41647,41757,43402,45813
32,Idaho,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.1 ,"Washington County, ID",54.0,9891,10032,10051,10115,10194,ID,38592,41647,41757,43402,45813
70,Idaho,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 ,"Gem County, ID",53.0,16685,16959,17311,17587,18112,ID,44017,42027,47481,49857,53733
56,Idaho,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.8 ,"Gem County, ID",53.0,16685,16959,17311,17587,18112,ID,44017,42027,47481,49857,53733
69,Idaho,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.4 ,"Elmore County, ID",45.0,25826,26137,26881,27362,27511,ID,44509,45003,45708,49344,47796
58,Idaho,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.3 ,"Elmore County, ID",45.0,25826,26137,26881,27362,27511,ID,44509,45003,45708,49344,47796
76,Idaho,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.6 ,"Payette County, ID",54.0,22790,22888,23163,23507,23951,ID,44499,46595,50817,51835,53643
