average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
357,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,346.4 ",-0.9 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
162,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.6 ,-0.2 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
235,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,936.4 ",-1.2 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
10,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.3 ,1.7 ,"Rush County, IN",75.0,16708,16639,16643,16635,16581,IN,48970,50412,51113,53271,54371
97,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,469.6 ",-0.4 ,"Rush County, IN",75.0,16708,16639,16643,16635,16581,IN,48970,50412,51113,53271,54371
44,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.3 ,0.5 ,"Rush County, IN",75.0,16708,16639,16643,16635,16581,IN,48970,50412,51113,53271,54371
64,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,176.0 ",-0.7 ,"Rush County, IN",75.0,16708,16639,16643,16635,16581,IN,48970,50412,51113,53271,54371
19,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.9 ,1.4 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
145,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,274.5 ",-0.5 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
67,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.5 ,-0.3 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
98,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,927.9 ",-0.2 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
14,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.5 ,-0.2 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
102,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,294.8 ",-1.6 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
52,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.5 ,-0.5 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
63,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,804.4 ",-2.1 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
22,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.9 ,0.7 ,"Montgomery County, IN",58.0,38243,38238,38343,38274,38338,IN,49425,51527,53720,53700,54366
188,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,280.4 ",-1.3 ,"Montgomery County, IN",58.0,38243,38238,38343,38274,38338,IN,49425,51527,53720,53700,54366
88,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.7 ,0.2 ,"Montgomery County, IN",58.0,38243,38238,38343,38274,38338,IN,49425,51527,53720,53700,54366
122,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,872.0 ",-1.8 ,"Montgomery County, IN",58.0,38243,38238,38343,38274,38338,IN,49425,51527,53720,53700,54366
108,rising,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.5 ,1.2 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
893,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,358.6 ",-0.3 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
436,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.0 ,0.5 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
566,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,981.3 ",-7.3 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
7,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.1 ,-1.0 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389,IN,47324,49578,49844,54265,52378
71,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,344.0 ",0.7 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389,IN,47324,49578,49844,54265,52378
32,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.9 ,0.6 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389,IN,47324,49578,49844,54265,52378
47,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,956.3 ",0.5 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389,IN,47324,49578,49844,54265,52378
12,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.5 ,11.3 ,"Owen County, IN",52.0,20826,20898,20791,20862,20799,IN,43731,46069,49044,49731,53387
130,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,481.6 ",-0.4 ,"Owen County, IN",52.0,20826,20898,20791,20862,20799,IN,43731,46069,49044,49731,53387
58,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.5 ,1.2 ,"Owen County, IN",52.0,20826,20898,20791,20862,20799,IN,43731,46069,49044,49731,53387
84,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,221.8 ",-0.9 ,"Owen County, IN",52.0,20826,20898,20791,20862,20799,IN,43731,46069,49044,49731,53387
51,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.4 ,-0.7 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779,IN,55580,59765,61943,63067,71181
386,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,379.9 ",-0.2 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779,IN,55580,59765,61943,63067,71181
189,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.7 ,-0.1 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779,IN,55580,59765,61943,63067,71181
248,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,996.1 ",-0.5 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779,IN,55580,59765,61943,63067,71181
19,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.4 ,0.4 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
158,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,369.7 ",-0.6 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
77,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.7 ,0.3 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
99,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,969.4 ",-1.1 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
5,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.9 ,-1.0 ,"Benton County, IN",,8693,8658,8631,8653,8748,IN,50754,47218,52841,51649,55016
49,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,467.1 ",-0.9 ,"Benton County, IN",,8693,8658,8631,8653,8748,IN,50754,47218,52841,51649,55016
24,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.8 ,-1.0 ,"Benton County, IN",,8693,8658,8631,8653,8748,IN,50754,47218,52841,51649,55016
29,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,999.7 ",-0.8 ,"Benton County, IN",,8693,8658,8631,8653,8748,IN,50754,47218,52841,51649,55016
223,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.1 ,0.3 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
1563,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,331.1 ",-0.2 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
807,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.1 ,-0.3 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
980,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,962.0 ",-1.4 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
155,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.0 ,-0.7 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
1211,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,325.8 ",-1.4 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
597,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.8 ,-0.8 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
771,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,943.4 ",-1.7 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
19,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.9 ,1.5 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
171,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,280.5 ",-0.6 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
80,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,218.4 ,-0.1 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
110,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,845.8 ",-0.4 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
7,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.8 ,-1.1 ,"Blackford County, IN",56.0,12242,12115,12028,11924,11758,IN,39611,42588,42636,45161,46811
80,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,529.1 ",-0.7 ,"Blackford County, IN",56.0,12242,12115,12028,11924,11758,IN,39611,42588,42636,45161,46811
34,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.3 ,-0.8 ,"Blackford County, IN",56.0,12242,12115,12028,11924,11758,IN,39611,42588,42636,45161,46811
53,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,175.5 ",-0.7 ,"Blackford County, IN",56.0,12242,12115,12028,11924,11758,IN,39611,42588,42636,45161,46811
14,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.5 ,-0.6 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
129,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,496.5 ",-1.3 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
63,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.2 ,-0.7 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
81,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,185.8 ",-1.5 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
20,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.8 ,1.3 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
188,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,386.9 ",-0.5 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
89,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.0 ,0.2 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
120,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,052.2 ",-0.6 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
21,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.7 ,-3.6 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
134,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,189.8 ",-0.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
62,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,185.6 ,-0.4 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
93,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,870.8 ",-0.7 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
21,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.5 ,0.3 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
208,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,561.0 ",-0.2 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
92,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.8 ,-0.1 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
138,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,351.1 ",-0.2 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
25,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.4 ,0.5 ,"DeKalb County, IN",,42496,42652,42806,43208,43475,,,,,,
216,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,416.3 ",-0.5 ,"DeKalb County, IN",,42496,42652,42806,43208,43475,,,,,,
107,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.1 ,0.7 ,"DeKalb County, IN",,42496,42652,42806,43208,43475,,,,,,
134,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,071.8 ",-1.2 ,"DeKalb County, IN",,42496,42652,42806,43208,43475,,,,,,
15,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.2 ,-0.4 ,"Wells County, IN",,27851,27865,27958,28083,28296,IN,55987,56054,55221,60010,61636
144,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,318.9 ",-0.9 ,"Wells County, IN",,27851,27865,27958,28083,28296,IN,55987,56054,55221,60010,61636
63,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.7 ,-0.3 ,"Wells County, IN",,27851,27865,27958,28083,28296,IN,55987,56054,55221,60010,61636
96,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,986.9 ",-1.3 ,"Wells County, IN",,27851,27865,27958,28083,28296,IN,55987,56054,55221,60010,61636
19,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.1 ,1.2 ,"Whitley County, IN",,33444,33475,33722,34047,33964,IN,56142,54873,60126,67758,67347
173,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,349.2 ",-0.5 ,"Whitley County, IN",,33444,33475,33722,34047,33964,IN,56142,54873,60126,67758,67347
82,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,215.7 ,0.4 ,"Whitley County, IN",,33444,33475,33722,34047,33964,IN,56142,54873,60126,67758,67347
111,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,010.3 ",-0.7 ,"Whitley County, IN",,33444,33475,33722,34047,33964,IN,56142,54873,60126,67758,67347
18,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.0 ,-0.3 ,"Steuben County, IN",,34469,34329,34384,34487,34594,IN,53191,54071,55184,58295,59444
168,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,189.2 ",-1.5 ,"Steuben County, IN",,34469,34329,34384,34487,34594,IN,53191,54071,55184,58295,59444
77,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,204.0 ,-0.4 ,"Steuben County, IN",,34469,34329,34384,34487,34594,IN,53191,54071,55184,58295,59444
109,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,741.0 ",-2.0 ,"Steuben County, IN",,34469,34329,34384,34487,34594,IN,53191,54071,55184,58295,59444
118,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.7 ,-0.3 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341,IN,50117,54582,58781,59251,55782
850,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,321.6 ",-0.4 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341,IN,50117,54582,58781,59251,55782
435,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.7 ,0.0 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341,IN,50117,54582,58781,59251,55782
533,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,908.8 ",-0.7 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341,IN,50117,54582,58781,59251,55782
19,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.0 ,-0.2 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
169,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,331.3 ",0.4 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
77,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.1 ,0.6 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
112,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,995.1 ",-8.5 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
36,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.4 ,1.5 ,"Warrick County, IN",,61522,62005,62401,62474,62998,IN,66461,65809,75727,75534,79644
299,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.9 ",-0.4 ,"Warrick County, IN",,61522,62005,62401,62474,62998,IN,66461,65809,75727,75534,79644
134,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.0 ,-0.2 ,"Warrick County, IN",,61522,62005,62401,62474,62998,IN,66461,65809,75727,75534,79644
200,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,003.3 ",-0.2 ,"Warrick County, IN",,61522,62005,62401,62474,62998,IN,66461,65809,75727,75534,79644
8,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.8 ,-1.7 ,"Newton County, IN",72.0,13971,13992,14027,13986,13984,IN,48316,51183,58384,53060,61457
73,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,259.5 ",-1.8 ,"Newton County, IN",72.0,13971,13992,14027,13986,13984,IN,48316,51183,58384,53060,61457
36,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.7 ,-1.5 ,"Newton County, IN",72.0,13971,13992,14027,13986,13984,IN,48316,51183,58384,53060,61457
45,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,767.7 ",-2.2 ,"Newton County, IN",72.0,13971,13992,14027,13986,13984,IN,48316,51183,58384,53060,61457
10,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.8 ,-1.1 ,"Orange County, IN",59.0,19634,19473,19423,19548,19646,IN,40918,41077,43061,44968,47931
114,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,435.5 ",0.2 ,"Orange County, IN",59.0,19634,19473,19423,19548,19646,IN,40918,41077,43061,44968,47931
49,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.3 ,-0.8 ,"Orange County, IN",59.0,19634,19473,19423,19548,19646,IN,40918,41077,43061,44968,47931
75,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,093.0 ",0.6 ,"Orange County, IN",59.0,19634,19473,19423,19548,19646,IN,40918,41077,43061,44968,47931
11,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.7 ,0.7 ,"Spencer County, IN",60.0,20640,20491,20440,20385,20277,IN,56451,58217,56646,56862,59183
101,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,199.7 ",-1.3 ,"Spencer County, IN",60.0,20640,20491,20440,20385,20277,IN,56451,58217,56646,56862,59183
48,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.2 ,-0.2 ,"Spencer County, IN",60.0,20640,20491,20440,20385,20277,IN,56451,58217,56646,56862,59183
65,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,751.0 ",-1.7 ,"Spencer County, IN",60.0,20640,20491,20440,20385,20277,IN,56451,58217,56646,56862,59183
13,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.6 ,-0.9 ,"Randolph County, IN",60.0,25138,25112,24907,24806,24665,IN,41315,46750,46016,46441,50496
139,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,328.0 ",-1.1 ,"Randolph County, IN",60.0,25138,25112,24907,24806,24665,IN,41315,46750,46016,46441,50496
60,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.7 ,-0.3 ,"Randolph County, IN",60.0,25138,25112,24907,24806,24665,IN,41315,46750,46016,46441,50496
92,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,905.1 ",-1.8 ,"Randolph County, IN",60.0,25138,25112,24907,24806,24665,IN,41315,46750,46016,46441,50496
92,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.6 ,-2.9 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732,IN,50170,51385,52858,52269,51228
615,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,304.0 ",-1.3 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732,IN,50170,51385,52858,52269,51228
320,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.5 ,-0.7 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732,IN,50170,51385,52858,52269,51228
387,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,908.3 ",-1.7 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732,IN,50170,51385,52858,52269,51228
12,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.1 ,-1.2 ,"Fayette County, IN",29.0,23388,23252,23154,23076,23102,IN,42538,44673,44970,47737,48499
128,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,351.0 ",-0.9 ,"Fayette County, IN",29.0,23388,23252,23154,23076,23102,IN,42538,44673,44970,47737,48499
56,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,220.3 ,-0.9 ,"Fayette County, IN",29.0,23388,23252,23154,23076,23102,IN,42538,44673,44970,47737,48499
84,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,937.4 ",-0.9 ,"Fayette County, IN",29.0,23388,23252,23154,23076,23102,IN,42538,44673,44970,47737,48499
9,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.6 ,3.5 ,"Parke County, IN",57.0,16970,16938,16907,16978,16937,IN,43637,47599,48537,49639,51554
79,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,170.2 ",-1.1 ,"Parke County, IN",57.0,16970,16938,16907,16978,16937,IN,43637,47599,48537,49639,51554
39,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.1 ,1.0 ,"Parke County, IN",57.0,16970,16938,16907,16978,16937,IN,43637,47599,48537,49639,51554
49,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,618.0 ",-1.8 ,"Parke County, IN",57.0,16970,16938,16907,16978,16937,IN,43637,47599,48537,49639,51554
20,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.1 ,-1.7 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516,IN,46968,47650,47225,47624,53658
168,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,258.3 ",-1.7 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516,IN,46968,47650,47225,47624,53658
79,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,203.3 ,-1.1 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516,IN,46968,47650,47225,47624,53658
109,falling,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,840.4 ",-2.0 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516,IN,46968,47650,47225,47624,53658
12,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.1 ,-2.6 ,"Starke County, IN",53.0,22860,23019,22935,22951,22995,IN,48106,46602,46940,49972,54001
143,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,576.4 ",-0.1 ,"Starke County, IN",53.0,22860,23019,22935,22951,22995,IN,48106,46602,46940,49972,54001
68,stable,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.5 ,-0.5 ,"Starke County, IN",53.0,22860,23019,22935,22951,22995,IN,48106,46602,46940,49972,54001
