Primary_State_Name,County_State,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
South Dakota,"Bon Homme County, SD",6943,6940,6952,6910,6901
South Dakota,"Brookings County, SD",33800,34301,34749,35077,35077
South Dakota,"Brown County, SD",38400,38900,39290,39145,38839
South Dakota,"Brule County, SD",5243,5216,5304,5230,5297
South Dakota,"Buffalo County, SD",2098,2030,2013,2027,1962
South Dakota,"Butte County, SD",10207,10124,10114,10253,10429
South Dakota,"Campbell County, SD",1413,1386,1372,1366,1376
South Dakota,"Charles Mix County, SD",9360,9358,9404,9331,9292
South Dakota,"Clark County, SD",3649,3637,3679,3726,3736
South Dakota,"Clay County, SD",13768,13933,14032,13983,14070
South Dakota,"Codington County, SD",27899,28062,28125,28033,28009
South Dakota,"Corson County, SD",4175,4118,4195,4178,4086
South Dakota,"Custer County, SD",8444,8606,8763,8812,8972
South Dakota,"Davison County, SD",19916,20011,19870,19784,19775
South Dakota,"Day County, SD",5496,5509,5494,5507,5424
South Dakota,"Deuel County, SD",4323,4253,4311,4352,4351
South Dakota,"Dewey County, SD",5705,5785,5857,5925,5892
South Dakota,"Douglas County, SD",2952,2919,2927,2926,2921
South Dakota,"Edmunds County, SD",3996,3939,3915,3866,3829
South Dakota,"Fall River County, SD",6800,6785,6698,6740,6713
South Dakota,"Faulk County, SD",2307,2317,2323,2315,2299
South Dakota,"Grant County, SD",7218,7212,7159,7103,7052
South Dakota,"Gregory County, SD",4192,4158,4206,4189,4185
South Dakota,"Haakon County, SD",1850,1885,1921,1902,1899
South Dakota,"Hamlin County, SD",5976,5917,5998,6070,6164
South Dakota,"Hand County, SD",3306,3275,3275,3240,3191
South Dakota,"Hanson County, SD",3387,3383,3409,3364,3453
South Dakota,"Harding County, SD",1270,1267,1244,1252,1298
South Dakota,"Hughes County, SD",17555,17604,17670,17683,17526
South Dakota,"Hutchinson County, SD",7267,7327,7349,7306,7291
South Dakota,"Hyde County, SD",1386,1333,1297,1271,1301
South Dakota,"Jackson County, SD",3278,3280,3269,3278,3344
South Dakota,"Jerauld County, SD",2018,2008,2024,2026,2013
South Dakota,"Jones County, SD",917,931,922,928,903
South Dakota,"Kingsbury County, SD",4952,4973,4929,4926,4939
South Dakota,"Lake County, SD",12334,12605,12795,13055,12797
South Dakota,"Lawrence County, SD",24827,25317,25677,25727,25844
South Dakota,"Lincoln County, SD",52959,54567,56681,58795,61128
South Dakota,"Lyman County, SD",3881,3900,3876,3804,3781
South Dakota,"McCook County, SD",5483,5508,5561,5601,5586
South Dakota,"McPherson County, SD",2397,2418,2401,2401,2379
South Dakota,"Marshall County, SD",4821,4833,4945,4921,4935
South Dakota,"Meade County, SD",26770,27339,27941,28204,28332
South Dakota,"Mellette County, SD",2025,2076,2063,2034,2061
South Dakota,"Miner County, SD",2207,2229,2200,2204,2216
South Dakota,"Minnehaha County, SD",183439,186268,189538,190992,193134
South Dakota,"Moody County, SD",6453,6508,6494,6502,6576
South Dakota,"Oglala Lakota County, SD",14358,14425,14384,14331,14177
South Dakota,"Pennington County, SD",108088,109111,110503,111950,113775
South Dakota,"Perkins County, SD",2984,2964,2962,2908,2865
South Dakota,"Potter County, SD",2295,2256,2214,2206,2153
South Dakota,"Roberts County, SD",10209,10192,10265,10376,10394
South Dakota,"Sanborn County, SD",2348,2374,2435,2396,2344
South Dakota,"Spink County, SD",6554,6493,6507,6484,6376
South Dakota,"Stanley County, SD",2974,3012,2986,3017,3098
South Dakota,"Sully County, SD",1401,1410,1398,1377,1391
South Dakota,"Todd County, SD",10041,10233,10277,10245,10177
South Dakota,"Tripp County, SD",5422,5495,5443,5491,5441
South Dakota,"Turner County, SD",8131,8259,8303,8422,8384
South Dakota,"Union County, SD",14925,15137,15277,15570,15932
South Dakota,"Walworth County, SD",5404,5472,5497,5477,5435
South Dakota,"Yankton County, SD",22682,22649,22682,22759,22814
South Dakota,"Ziebach County, SD",2837,2871,2748,2744,2756
Tennessee,"Anderson County, TN",75456,75528,76056,76287,76978
Tennessee,"Bedford County, TN",46948,47442,48211,49146,49713
Tennessee,"Benton County, TN",16220,16082,15993,16246,16160
Tennessee,"Bledsoe County, TN",14601,14738,14895,14883,15064
Tennessee,"Blount County, TN",126954,128264,129999,131331,133088
Tennessee,"Bradley County, TN",103774,104390,105421,107050,108110
Tennessee,"Campbell County, TN",39772,39784,39791,39795,39842
Tennessee,"Cannon County, TN",13740,13876,14157,14440,14678
Tennessee,"Carroll County, TN",27982,27901,27807,27975,27767
Tennessee,"Carter County, TN",56375,56473,56510,56417,56391
Tennessee,"Cheatham County, TN",39593,39775,40366,40502,40667
Tennessee,"Chester County, TN",17123,17130,17154,17245,17297
Tennessee,"Claiborne County, TN",31555,31634,31661,31850,31959
Tennessee,"Clay County, TN",7663,7654,7663,7677,7615
Tennessee,"Cocke County, TN",35138,35234,35528,35858,36004
Tennessee,"Coffee County, TN",54093,54537,55016,55877,56520
Tennessee,"Crockett County, TN",14586,14448,14436,14296,14230
Tennessee,"Cumberland County, TN",58217,58580,59023,59738,60520
Tennessee,"Davidson County, TN",679793,685829,687159,690516,694144
Tennessee,"Decatur County, TN",11600,11735,11732,11699,11663
Tennessee,"DeKalb County, TN",19292,19444,19876,20133,20490
Tennessee,"Dickson County, TN",51334,51900,52774,53446,53948
Tennessee,"Dyer County, TN",37753,37542,37339,37286,37159
Tennessee,"Fayette County, TN",39280,39703,40150,40556,41133
Tennessee,"Fentress County, TN",17965,18040,18214,18322,18523
Tennessee,"Franklin County, TN",41343,41518,41623,41935,42208
Tennessee,"Gibson County, TN",49329,49250,49255,49171,49133
Tennessee,"Giles County, TN",28973,29165,29379,29446,29464
Tennessee,"Grainger County, TN",22848,23095,23106,23137,23320
Tennessee,"Greene County, TN",68586,68529,68821,69164,69069
Tennessee,"Grundy County, TN",13337,13276,13332,13348,13427
Tennessee,"Hamblen County, TN",63353,63681,64062,64629,64934
Tennessee,"Hamilton County, TN",353690,357778,361032,364293,367804
Tennessee,"Hancock County, TN",6577,6583,6593,6561,6620
Tennessee,"Hardeman County, TN",25817,25584,25488,25276,25050
Tennessee,"Hardin County, TN",25754,25740,25738,25693,25652
Tennessee,"Hawkins County, TN",56370,56565,56620,56713,56786
Tennessee,"Haywood County, TN",18036,17822,17607,17347,17304
Tennessee,"Henderson County, TN",28078,27855,27851,27983,28117
Tennessee,"Henry County, TN",32127,32232,32380,32336,32345
Tennessee,"Hickman County, TN",24373,24666,24839,25007,25178
Tennessee,"Houston County, TN",8124,8101,8158,8234,8201
Tennessee,"Humphreys County, TN",18157,18383,18503,18551,18582
Tennessee,"Jackson County, TN",11534,11611,11702,11777,11786
Tennessee,"Jefferson County, TN",53011,53148,53730,54012,54495
Tennessee,"Johnson County, TN",17842,17759,17603,17774,17788
Tennessee,"Knox County, TN",451297,456089,461565,466258,470313
Tennessee,"Lake County, TN",7602,7531,7451,7407,7016
Tennessee,"Lauderdale County, TN",26903,25320,26093,25997,25633
Tennessee,"Lawrence County, TN",42592,43056,43388,43771,44142
Tennessee,"Lewis County, TN",11875,11891,12025,12074,12268
Tennessee,"Lincoln County, TN",33609,33564,33892,34189,34366
Tennessee,"Loudon County, TN",50916,51373,52260,53082,54068
Tennessee,"McMinn County, TN",52502,52700,52931,53336,53794
Tennessee,"McNairy County, TN",25864,25832,26001,25830,25694
Tennessee,"Macon County, TN",23076,23340,23905,24289,24602
Tennessee,"Madison County, TN",97569,97478,97491,97603,97984
Tennessee,"Marion County, TN",28397,28383,28406,28598,28907
Tennessee,"Marshall County, TN",31590,32035,33020,33806,34375
Tennessee,"Maury County, TN",87425,89556,92237,94273,96387
Tennessee,"Meigs County, TN",11804,11953,12042,12297,12422
Tennessee,"Monroe County, TN",45625,45848,46035,46269,46545
Tennessee,"Montgomery County, TN",192398,194424,199771,205312,208993
Tennessee,"Moore County, TN",6261,6293,6391,6457,6488
Tennessee,"Morgan County, TN",21494,21741,21555,21534,21403
Tennessee,"Obion County, TN",30561,30547,30375,30274,30069
Tennessee,"Overton County, TN",22067,21964,21998,22068,22241
Tennessee,"Perry County, TN",7852,7880,7954,8050,8076
Tennessee,"Pickett County, TN",5139,5091,5062,5053,5048
Tennessee,"Polk County, TN",16769,16794,16759,16918,16832
Tennessee,"Putnam County, TN",75074,75985,77299,78631,80245
Tennessee,"Rhea County, TN",32373,32474,32671,32911,33167
Tennessee,"Roane County, TN",52770,52944,53020,53258,53382
Tennessee,"Robertson County, TN",68687,69393,70328,71179,71813
Tennessee,"Rutherford County, TN",298197,307415,316531,324647,332285
Tennessee,"Scott County, TN",21893,21890,21964,22028,22068
Tennessee,"Sequatchie County, TN",14641,14754,14767,14891,15026
Tennessee,"Sevier County, TN",95417,96470,97307,97895,98250
Tennessee,"Shelby County, TN",937067,936021,935251,936365,937166
Tennessee,"Smith County, TN",19308,19526,19732,19979,20157
Tennessee,"Stewart County, TN",13187,13190,13422,13619,13715
Tennessee,"Sullivan County, TN",156199,156182,156924,157599,158348
Tennessee,"Sumner County, TN",175326,179332,183756,187490,191283
Tennessee,"Tipton County, TN",61533,61223,61305,61576,61599
Tennessee,"Trousdale County, TN",8051,9955,10831,11033,11284
Tennessee,"Unicoi County, TN",17819,17737,17796,17822,17883
Tennessee,"Union County, TN",19159,19219,19399,19689,19972
Tennessee,"Van Buren County, TN",5695,5721,5747,5763,5872
Tennessee,"Warren County, TN",40262,40428,40717,40826,41277
Tennessee,"Washington County, TN",126137,127247,127603,128661,129375
Tennessee,"Wayne County, TN",16767,16747,16641,16635,16673
Tennessee,"Weakley County, TN",33872,33610,33325,33413,33328
Tennessee,"White County, TN",26342,26463,26764,27086,27345
Tennessee,"Williamson County, TN",211605,218903,226048,231978,238412
Tennessee,"Wilson County, TN",128536,132494,136691,140954,144657
Texas,"Anderson County, TX",57639,57526,58175,57974,57735
Texas,"Andrews County, TX",18072,17791,17603,18011,18705
Texas,"Angelina County, TX",87829,87682,87572,86810,86715
Texas,"Aransas County, TX",24800,25162,25392,23446,23510
Texas,"Archer County, TX",8763,8781,8783,8700,8553
Texas,"Armstrong County, TX",1901,1843,1867,1879,1887
Texas,"Atascosa County, TX",48363,48720,49083,50322,51153
Texas,"Austin County, TX",29471,29629,29722,29965,30032
Texas,"Bailey County, TX",7223,7196,7066,7015,7000
Texas,"Bandera County, TX",21144,21701,22327,22792,23112
Texas,"Bastrop County, TX",80115,82591,84585,86595,88723
Texas,"Baylor County, TX",3609,3638,3555,3573,3509
Texas,"Bee County, TX",32617,32812,32592,32467,32565
Texas,"Bell County, TX",336076,341094,347377,355397,362924
Texas,"Bexar County, TX",1894834,1927651,1956988,1981187,2003554
Texas,"Blanco County, TX",11029,11301,11481,11648,11931
Texas,"Borden County, TX",655,657,670,647,654
Texas,"Bosque County, TX",17864,18009,18295,18629,18685
Texas,"Bowie County, TX",93050,93424,93458,93688,93245
Texas,"Brazoria County, TX",345227,353155,361853,368887,374264
Texas,"Brazos County, TX",216258,219739,223917,225781,229211
Texas,"Brewster County, TX",9143,9211,9325,9272,9203
Texas,"Briscoe County, TX",1514,1483,1514,1512,1546
Texas,"Brooks County, TX",7190,7190,7132,7099,7093
Texas,"Brown County, TX",37736,38039,37815,37820,37864
Texas,"Burleson County, TX",17611,17848,18053,18335,18443
Texas,"Burnet County, TX",44734,45817,46600,47344,48155
Texas,"Caldwell County, TX",40419,41147,42328,43161,43664
Texas,"Calhoun County, TX",21887,21948,21712,21504,21290
Texas,"Callahan County, TX",13589,13789,13968,13990,13943
Texas,"Cameron County, TX",419450,421350,422227,422139,423163
Texas,"Camp County, TX",12699,12771,12845,12983,13094
Texas,"Carson County, TX",6013,6096,6005,6007,5926
Texas,"Cass County, TX",30140,30058,29966,30106,30026
Texas,"Castro County, TX",7787,7765,7696,7588,7530
Texas,"Chambers County, TX",39028,40163,41269,42227,43837
Texas,"Cherokee County, TX",51568,51879,52116,52381,52646
Texas,"Childress County, TX",7169,7204,7269,7315,7306
Texas,"Clay County, TX",10359,10251,10484,10448,10471
Texas,"Cochran County, TX",2977,2921,2853,2831,2853
Texas,"Coke County, TX",3227,3259,3285,3355,3387
Texas,"Coleman County, TX",8316,8412,8399,8367,8175
Texas,"Collin County, TX",915243,943742,971864,1004307,1034730
Texas,"Collingsworth County, TX",3010,3007,2964,2942,2920
Texas,"Colorado County, TX",20951,21081,21291,21305,21493
Texas,"Comal County, TX",128795,134343,140721,148141,156209
Texas,"Comanche County, TX",13395,13543,13533,13540,13635
Texas,"Concho County, TX",4072,4140,2707,2683,2726
Texas,"Cooke County, TX",39170,39343,39932,40504,41257
Texas,"Coryell County, TX",76145,74803,74760,74741,75951
Texas,"Cottle County, TX",1439,1402,1375,1382,1398
Texas,"Crane County, TX",4995,4779,4685,4755,4797
Texas,"Crockett County, TX",3735,3642,3535,3439,3464
Texas,"Crosby County, TX",5918,5911,5849,5764,5737
Texas,"Culberson County, TX",2254,2220,2230,2194,2171
Texas,"Dallam County, TX",7301,7357,7272,7303,7287
Texas,"Dallas County, TX",2557830,2591488,2620154,2629350,2635516
Texas,"Dawson County, TX",12987,12999,12744,12605,12728
Texas,"Deaf Smith County, TX",18825,18846,18753,18711,18546
Texas,"Delta County, TX",5159,5147,5276,5332,5331
Texas,"Denton County, TX",779584,808212,835364,858741,887207
Texas,"DeWitt County, TX",20632,20623,20180,20106,20160
Texas,"Dickens County, TX",2204,2193,2190,2218,2211
Texas,"Dimmit County, TX",10910,10679,10282,10195,10124
Texas,"Donley County, TX",3391,3387,3340,3315,3278
Texas,"Duval County, TX",11336,11431,11270,11147,11157
Texas,"Eastland County, TX",18152,18240,18294,18319,18360
Texas,"Ector County, TX",159903,157858,156951,161960,166223
Texas,"Edwards County, TX",1910,1908,1929,1908,1932
Texas,"Ellis County, TX",163292,168332,173405,179006,184826
Texas,"El Paso County, TX",831898,834949,837401,836825,839238
Texas,"Erath County, TX",41191,41372,41723,42223,42698
Texas,"Falls County, TX",17216,17276,17340,17231,17297
Texas,"Fannin County, TX",33502,33933,34550,35185,35514
Texas,"Fayette County, TX",24945,25018,25119,25278,25346
Texas,"Fisher County, TX",3877,3877,3874,3821,3830
Texas,"Floyd County, TX",5843,5847,5830,5783,5712
Texas,"Foard County, TX",1225,1200,1202,1191,1155
Texas,"Fort Bend County, TX",715331,744160,767712,788081,811688
Texas,"Franklin County, TX",10603,10677,10798,10778,10725
Texas,"Freestone County, TX",19746,19669,19649,19789,19717
Texas,"Frio County, TX",19361,19584,19895,20211,20306
Texas,"Gaines County, TX",20217,20446,20553,20820,21492
Texas,"Galveston County, TX",320974,328820,334633,337858,342139
Texas,"Garza County, TX",6391,6212,6490,6243,6229
Texas,"Gillespie County, TX",25916,26206,26483,26702,26988
Texas,"Glasscock County, TX",1380,1365,1363,1391,1409
Texas,"Goliad County, TX",7513,7512,7552,7588,7658
Texas,"Gonzales County, TX",20510,20787,20742,20781,20837
Texas,"Gray County, TX",23265,22741,22106,22051,21886
Texas,"Grayson County, TX",125628,128291,131152,133787,136212
Texas,"Gregg County, TX",123800,123367,122852,123251,123945
Texas,"Grimes County, TX",27299,27494,27955,28291,28880
Texas,"Guadalupe County, TX",150578,154492,159639,163276,166847
Texas,"Hale County, TX",34034,34107,33954,33631,33406
Texas,"Hall County, TX",3094,3113,3042,3025,2964
Texas,"Hamilton County, TX",8080,8237,8407,8477,8461
Texas,"Hansford County, TX",5654,5592,5485,5470,5399
Texas,"Hardeman County, TX",3920,3982,3959,3929,3933
Texas,"Hardin County, TX",55758,56242,57117,57107,57602
Texas,"Harris County, TX",4557846,4623960,4657972,4680045,4713325
Texas,"Harrison County, TX",66685,66611,66468,66584,66553
Texas,"Hartley County, TX",5702,5740,5716,5611,5576
Texas,"Haskell County, TX",5821,5751,5699,5699,5658
Texas,"Hays County, TX",194662,204546,214726,222706,230191
Texas,"Hemphill County, TX",4277,4101,3929,3845,3819
Texas,"Henderson County, TX",79492,80062,80954,82103,82737
Texas,"Hidalgo County, TX",839667,848960,856249,862298,868707
Texas,"Hill County, TX",34828,35102,35703,36165,36649
Texas,"Hockley County, TX",23310,23043,22977,22971,23021
Texas,"Hood County, TX",55227,56569,57973,60177,61643
Texas,"Hopkins County, TX",35973,36184,36451,36738,37084
Texas,"Houston County, TX",22747,22897,23089,23068,22968
Texas,"Howard County, TX",37123,36214,35817,35925,36664
Texas,"Hudspeth County, TX",3541,4254,4604,4788,4886
Texas,"Hunt County, TX",89670,91895,94046,96606,98594
Texas,"Hutchinson County, TX",21793,21528,21343,21119,20938
Texas,"Irion County, TX",1543,1562,1512,1516,1536
Texas,"Jack County, TX",8883,8789,8828,8825,8935
Texas,"Jackson County, TX",14808,14873,14806,14834,14760
Texas,"Jasper County, TX",35266,35417,35549,35769,35529
Texas,"Jeff Davis County, TX",2199,2231,2260,2243,2274
Texas,"Jefferson County, TX",255112,255748,256041,253234,251565
Texas,"Jim Hogg County, TX",5296,5257,5212,5192,5200
Texas,"Jim Wells County, TX",41523,41181,40920,40756,40482
Texas,"Johnson County, TX",159345,162763,167012,171121,175817
Texas,"Jones County, TX",19966,19971,19827,19866,20083
Texas,"Karnes County, TX",15413,15494,15556,15660,15601
Texas,"Kaufman County, TX",114055,117904,122628,128279,136154
Texas,"Kendall County, TX",39938,41903,43969,45603,47431
Texas,"Kenedy County, TX",441,436,427,437,404
Texas,"Kent County, TX",747,748,759,726,762
Texas,"Kerr County, TX",50880,51426,51892,52415,52600
Texas,"Kimble County, TX",4391,4413,4385,4338,4337
Texas,"King County, TX",282,292,289,276,272
Texas,"Kinney County, TX",3589,3636,3711,3692,3667
Texas,"Kleberg County, TX",31413,31304,30752,30722,30680
Texas,"Knox County, TX",3792,3732,3674,3662,3664
Texas,"Lamar County, TX",49373,49528,49568,49729,49859
Texas,"Lamb County, TX",13259,13195,13165,13103,12893
Texas,"Lampasas County, TX",20362,20524,20861,21134,21428
Texas,"La Salle County, TX",7637,7596,7530,7493,7520
Texas,"Lavaca County, TX",19919,19891,20028,20114,20154
Texas,"Lee County, TX",16868,16975,17109,17097,17239
Texas,"Leon County, TX",17028,17200,17235,17260,17404
Texas,"Liberty County, TX",79537,81354,83597,85802,88219
Texas,"Limestone County, TX",23442,23472,23391,23343,23437
Texas,"Lipscomb County, TX",3559,3494,3364,3342,3233
Texas,"Live Oak County, TX",12173,12023,12146,12148,12207
Texas,"Llano County, TX",20081,20592,21167,21600,21795
Texas,"Loving County, TX",119,117,133,148,169
Texas,"Lubbock County, TX",298337,302094,305413,307627,310569
Texas,"Lynn County, TX",5746,5775,5832,5848,5951
Texas,"McCulloch County, TX",8255,8124,7941,7982,7984
Texas,"McLennan County, TX",245444,247553,251631,254196,256623
Texas,"McMullen County, TX",828,806,765,731,743
Texas,"Madison County, TX",13968,14120,14251,14363,14284
Texas,"Marion County, TX",10136,10125,10057,9915,9854
Texas,"Martin County, TX",5646,5616,5531,5681,5771
Texas,"Mason County, TX",4057,4161,4179,4259,4274
Texas,"Matagorda County, TX",36766,37088,36805,36566,36643
Texas,"Maverick County, TX",57720,58041,58111,58276,58722
Texas,"Medina County, TX",48402,49254,50183,50862,51584
Texas,"Menard County, TX",2134,2091,2110,2120,2138
Texas,"Midland County, TX",162328,163850,165318,172505,176832
Texas,"Milam County, TX",24362,24680,24939,25045,24823
Texas,"Mills County, TX",4889,4884,4917,4883,4873
Texas,"Mitchell County, TX",8856,8474,8215,8525,8545
Texas,"Montague County, TX",19252,19390,19399,19584,19818
Texas,"Montgomery County, TX",535753,555216,571615,589770,607391
Texas,"Moore County, TX",21725,21641,21604,21083,20940
Texas,"Morris County, TX",12370,12429,12375,12303,12388
Texas,"Motley County, TX",1146,1170,1226,1232,1200
Texas,"Nacogdoches County, TX",65462,65549,65317,65161,65204
Texas,"Navarro County, TX",48181,48405,48739,49536,50113
Texas,"Newton County, TX",14158,14160,13908,13751,13595
Texas,"Nolan County, TX",15111,15044,14854,14799,14714
Texas,"Nueces County, TX",360504,361642,361235,362026,362294
Texas,"Ochiltree County, TX",10698,10257,9996,9866,9836
Texas,"Oldham County, TX",2064,2074,2104,2118,2112
Texas,"Orange County, TX",83955,84549,84971,83474,83396
Texas,"Palo Pinto County, TX",27966,28125,28544,28874,29189
Texas,"Panola County, TX",23667,23419,23211,23142,23194
Texas,"Parker County, TX",125640,128967,133501,138070,142878
Texas,"Parmer County, TX",9794,9762,9710,9719,9605
Texas,"Pecos County, TX",16030,15881,15634,15709,15823
Texas,"Polk County, TX",46613,47656,48990,49955,51353
Texas,"Potter County, TX",121272,120632,120340,118711,117415
Texas,"Presidio County, TX",7057,7156,7100,6856,6704
Texas,"Rains County, TX",11136,11304,11730,12147,12514
Texas,"Randall County, TX",130368,132342,134015,135691,137713
Texas,"Reagan County, TX",3807,3726,3712,3736,3849
Texas,"Real County, TX",3297,3399,3417,3477,3452
Texas,"Red River County, TX",12345,12179,12164,12143,12023
Texas,"Reeves County, TX",15574,15229,15166,15513,15976
Texas,"Refugio County, TX",7326,7272,7180,7000,6948
Texas,"Roberts County, TX",910,910,941,898,854
Texas,"Robertson County, TX",16698,16804,17153,17219,17074
Texas,"Rockwall County, TX",90170,93421,96824,100546,104915
Texas,"Runnels County, TX",10387,10276,10282,10178,10264
Texas,"Rusk County, TX",52965,52892,54213,54301,54406
Texas,"Sabine County, TX",10440,10381,10417,10576,10542
Texas,"San Augustine County, TX",8349,8288,8302,8254,8237
Texas,"San Jacinto County, TX",27361,27732,28231,28717,28859
Texas,"San Patricio County, TX",67117,67311,67210,66671,66730
Texas,"San Saba County, TX",5922,5922,5996,6060,6055
Texas,"Schleicher County, TX",3195,3057,2989,2880,2793
Texas,"Scurry County, TX",17570,17394,17003,16812,16703
Texas,"Shackelford County, TX",3333,3337,3289,3256,3265
Texas,"Shelby County, TX",25373,25566,25225,25307,25274
Texas,"Sherman County, TX",3058,3070,3046,3101,3022
Texas,"Smith County, TX",222390,225161,227195,229749,232751
Texas,"Somervell County, TX",8618,8671,8855,9030,9128
Texas,"Starr County, TX",63484,63894,64130,64249,64633
Texas,"Stephens County, TX",9385,9377,9287,9405,9366
Texas,"Sterling County, TX",1333,1339,1287,1304,1291
Texas,"Stonewall County, TX",1398,1401,1376,1352,1350
Texas,"Sutton County, TX",3915,3886,3792,3752,3776
Texas,"Swisher County, TX",7477,7428,7446,7413,7397
Texas,"Tarrant County, TX",1984880,2023556,2056451,2081446,2102515
Texas,"Taylor County, TX",136133,136257,136634,137294,138034
Texas,"Terrell County, TX",867,818,814,810,776
Texas,"Terry County, TX",12759,12770,12429,12344,12337
Texas,"Throckmorton County, TX",1559,1537,1510,1504,1501
Texas,"Titus County, TX",32626,32463,32619,32743,32750
Texas,"Tom Green County, TX",117514,117634,117566,118014,119200
Texas,"Travis County, TX",1179805,1206110,1227585,1246572,1273954
Texas,"Trinity County, TX",14539,14543,14677,14688,14651
Texas,"Tyler County, TX",21370,21423,21517,21609,21672
Texas,"Upshur County, TX",40317,40771,41069,41179,41753
Texas,"Upton County, TX",3652,3690,3658,3637,3657
Texas,"Uvalde County, TX",26949,27081,27043,26787,26741
Texas,"Val Verde County, TX",48891,48911,49028,48988,49025
Texas,"Van Zandt County, TX",53430,54367,55163,55966,56590
Texas,"Victoria County, TX",92136,92402,92045,91878,92084
Texas,"Walker County, TX",70836,71845,72816,73136,72971
Texas,"Waller County, TX",48641,50046,51717,53512,55246
Texas,"Ward County, TX",11631,11571,11383,11709,11998
Texas,"Washington County, TX",34836,34740,34861,35496,35882
Texas,"Webb County, TX",269865,272301,273691,275120,276652
Texas,"Wharton County, TX",41383,41609,41837,41499,41556
Texas,"Wheeler County, TX",5658,5518,5300,5158,5056
Texas,"Wichita County, TX",130961,131295,131689,131807,132230
Texas,"Wilbarger County, TX",13055,12880,12683,12777,12769
Texas,"Willacy County, TX",21863,21761,21508,21450,21358
Texas,"Williamson County, TX",507133,527622,546251,566463,590551
Texas,"Wilson County, TX",47178,48212,49211,50196,51070
Texas,"Winkler County, TX",8027,7915,7605,7778,8010
Texas,"Wise County, TX",62857,64478,65848,68284,69984
Texas,"Wood County, TX",43117,43753,44263,45157,45539
Texas,"Yoakum County, TX",8644,8652,8557,8590,8713
Texas,"Young County, TX",18163,18098,17922,17986,18010
Texas,"Zapata County, TX",14493,14446,14254,14149,14179
Texas,"Zavala County, TX",12310,12121,11957,11969,11840
Utah,"Beaver County, UT",6353,6478,6421,6625,6710
Utah,"Box Elder County, UT",51826,52975,53977,54906,56046
Utah,"Cache County, UT",119697,122201,124236,126400,128289
Utah,"Carbon County, UT",20391,20324,20131,20233,20463
Utah,"Daggett County, UT",1107,1076,1013,974,950
Utah,"Davis County, UT",334597,341000,346658,351101,355481
Utah,"Duchesne County, UT",20748,20242,19868,19943,19938
Utah,"Emery County, UT",10359,10206,10006,10003,10012
Utah,"Garfield County, UT",4962,4952,5025,5002,5051
Utah,"Grand County, UT",9551,9622,9589,9686,9754
Utah,"Iron County, UT",48113,49676,50761,52678,54839
Utah,"Juab County, UT",10551,11016,11293,11629,12017
Utah,"Kane County, UT",7039,7297,7520,7677,7886
Utah,"Millard County, UT",12620,12655,12821,12987,13188
Utah,"Morgan County, UT",11039,11370,11829,11956,12124
Utah,"Piute County, UT",1491,1459,1407,1438,1479
Utah,"Rich County, UT",2300,2313,2395,2456,2483
Utah,"Salt Lake County, UT",1102273,1120109,1136719,1148692,1160437
Utah,"San Juan County, UT",15239,15329,15277,15358,15308
Utah,"Sanpete County, UT",28654,29232,29921,30503,30939
Utah,"Sevier County, UT",20858,21131,21292,21497,21620
Utah,"Summit County, UT",39640,40512,41330,41890,42145
Utah,"Tooele County, UT",62639,64612,67486,69989,72259
Utah,"Uintah County, UT",37791,36264,35228,35405,35734
Utah,"Utah County, UT",572667,590288,606742,621520,636235
Utah,"Wasatch County, UT",29118,30375,31890,33067,34091
Utah,"Washington County, UT",154650,159352,165929,171567,177556
Utah,"Wayne County, UT",2690,2671,2702,2671,2711
Utah,"Weber County, UT",242872,247131,251576,255697,260213
Vermont,"Addison County, VT",36929,36931,36900,36873,36777
Vermont,"Bennington County, VT",36153,35911,35675,35520,35470
Vermont,"Caledonia County, VT",30645,30154,30141,30236,29993
Vermont,"Chittenden County, VT",161293,161563,163031,163571,163774
Vermont,"Essex County, VT",6193,6224,6184,6234,6163
Vermont,"Franklin County, VT",48988,48963,48969,49258,49402
Vermont,"Grand Isle County, VT",6871,6921,6975,7110,7235
Vermont,"Lamoille County, VT",25240,25331,25360,25295,25362
Vermont,"Orange County, VT",28887,28908,28964,28888,28892
Vermont,"Orleans County, VT",27034,26766,26811,26859,27037
Vermont,"Rutland County, VT",59544,59122,59006,58596,58191
Vermont,"Washington County, VT",58652,58355,58253,58079,58409
Vermont,"Windham County, VT",43246,43163,42851,42635,42222
Vermont,"Windsor County, VT",55541,55345,55224,55204,55062
Virginia,"Accomack County, VA",32914,32871,32685,32581,32316
Virginia,"Albemarle County, VA",105117,106431,107768,108377,109330
Virginia,"Alleghany County, VA",15425,15387,15128,14986,14860
Virginia,"Amelia County, VA",12784,12801,12980,13057,13145
Virginia,"Amherst County, VA",31836,31887,31863,31684,31605
Virginia,"Appomattox County, VA",15492,15528,15723,15881,15911
Virginia,"Arlington County, VA",228548,231259,234647,236025,236842
Virginia,"Augusta County, VA",74292,74834,75177,75535,75558
Virginia,"Bath County, VA",4460,4409,4266,4253,4147
Virginia,"Bedford County, VA",77629,77993,78378,78882,78997
Virginia,"Bland County, VA",6532,6472,6354,6303,6280
Virginia,"Botetourt County, VA",33380,33252,33313,33352,33419
Virginia,"Brunswick County, VA",16845,16618,16570,16336,16231
Virginia,"Buchanan County, VA",22752,22212,21604,21369,21004
