Primary_State_Name,County_State,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
Indiana,"Spencer County, IN",20640,20491,20440,20385,20277
Indiana,"Starke County, IN",22860,23019,22935,22951,22995
Indiana,"Steuben County, IN",34469,34329,34384,34487,34594
Indiana,"Sullivan County, IN",20874,20710,20700,20696,20669
Indiana,"Switzerland County, IN",10614,10641,10686,10731,10751
Indiana,"Tippecanoe County, IN",186723,190292,191199,193817,195732
Indiana,"Tipton County, IN",15249,15163,15137,15112,15148
Indiana,"Union County, IN",7185,7139,7159,7029,7054
Indiana,"Vanderburgh County, IN",181504,181427,180954,181120,181451
Indiana,"Vermillion County, IN",15593,15593,15503,15510,15498
Indiana,"Vigo County, IN",107533,107790,107569,107367,107038
Indiana,"Wabash County, IN",31860,31513,31380,31198,30996
Indiana,"Warren County, IN",8270,8165,8204,8280,8265
Indiana,"Warrick County, IN",61522,62005,62401,62474,62998
Indiana,"Washington County, IN",27774,27728,27771,27932,28036
Indiana,"Wayne County, IN",66972,66630,66179,66046,65884
Indiana,"Wells County, IN",27851,27865,27958,28083,28296
Indiana,"White County, IN",24274,24074,24163,24133,24102
Indiana,"Whitley County, IN",33444,33475,33722,34047,33964
Iowa,"Adair County, IA",7145,7005,7051,7074,7152
Iowa,"Adams County, IA",3754,3692,3657,3644,3602
Iowa,"Allamakee County, IA",13874,13851,13803,13852,13687
Iowa,"Appanoose County, IA",12577,12505,12353,12401,12426
Iowa,"Audubon County, IA",5711,5626,5550,5471,5496
Iowa,"Benton County, IA",25608,25644,25656,25625,25645
Iowa,"Black Hawk County, IA",133701,133077,132238,131723,131228
Iowa,"Boone County, IA",26443,26416,26443,26312,26234
Iowa,"Bremer County, IA",24746,24747,24823,24941,25062
Iowa,"Buchanan County, IA",21105,21007,21126,21178,21175
Iowa,"Buena Vista County, IA",20374,20325,20144,19826,19620
Iowa,"Butler County, IA",14881,14702,14592,14525,14439
Iowa,"Calhoun County, IA",9801,9811,9729,9711,9668
Iowa,"Carroll County, IA",20423,20388,20274,20153,20165
Iowa,"Cass County, IA",13351,13176,13144,12948,12836
Iowa,"Cedar County, IA",18254,18348,18490,18564,18627
Iowa,"Cerro Gordo County, IA",42983,43096,42999,42642,42450
Iowa,"Cherokee County, IA",11483,11394,11307,11295,11235
Iowa,"Chickasaw County, IA",12151,12094,12002,11952,11933
Iowa,"Clarke County, IA",9219,9288,9396,9502,9395
Iowa,"Clay County, IA",16498,16295,16141,16106,16016
Iowa,"Clayton County, IA",17726,17661,17648,17540,17549
Iowa,"Clinton County, IA",47558,47248,46874,46437,46429
Iowa,"Crawford County, IA",17082,17103,17076,17089,16820
Iowa,"Dallas County, IA",80631,84248,87208,89953,93453
Iowa,"Davis County, IA",8777,8884,8969,8972,9000
Iowa,"Decatur County, IA",8137,8053,7947,7890,7870
Iowa,"Delaware County, IA",17393,17288,17143,17081,17011
Iowa,"Des Moines County, IA",39874,39613,39326,39149,38967
Iowa,"Dickinson County, IA",17004,17109,17141,17121,17258
Iowa,"Dubuque County, IA",96850,96763,97066,96922,97311
Iowa,"Emmet County, IA",9702,9581,9422,9277,9208
Iowa,"Fayette County, IA",20142,19858,19687,19679,19650
Iowa,"Floyd County, IA",15910,15857,15767,15752,15642
Iowa,"Franklin County, IA",10319,10177,10160,10085,10070
Iowa,"Fremont County, IA",6912,6947,6930,6981,6960
Iowa,"Greene County, IA",8944,9001,8954,8965,8888
Iowa,"Grundy County, IA",12405,12286,12298,12272,12232
Iowa,"Guthrie County, IA",10649,10642,10645,10720,10689
Iowa,"Hamilton County, IA",15218,15075,15032,14886,14773
Iowa,"Hancock County, IA",11028,10887,10756,10710,10630
Iowa,"Hardin County, IA",17253,17196,17073,16937,16846
Iowa,"Harrison County, IA",14139,14046,14107,14105,14049
Iowa,"Henry County, IA",19843,19833,20044,20033,19954
Iowa,"Howard County, IA",9313,9257,9229,9172,9158
Iowa,"Humboldt County, IA",9556,9530,9569,9559,9558
Iowa,"Ida County, IA",6968,6961,6869,6846,6860
Iowa,"Iowa County, IA",16282,16192,16133,16155,16184
Iowa,"Jackson County, IA",19366,19393,19382,19427,19439
Iowa,"Jasper County, IA",36750,36736,36995,37189,37185
Iowa,"Jefferson County, IA",17906,18063,18219,18256,18295
Iowa,"Johnson County, IA",144943,146928,149325,150549,151140
Iowa,"Jones County, IA",20433,20392,20618,20673,20681
Iowa,"Keokuk County, IA",10171,10170,10141,10213,10246
Iowa,"Kossuth County, IA",15158,15104,14939,14878,14813
Iowa,"Lee County, IA",34894,34458,34216,33909,33657
Iowa,"Linn County, IA",220271,222188,224379,225763,226706
Iowa,"Louisa County, IA",11285,11221,11195,11153,11035
Iowa,"Lucas County, IA",8610,8555,8533,8617,8600
Iowa,"Lyon County, IA",11747,11780,11785,11815,11755
Iowa,"Madison County, IA",15720,15796,16000,16206,16338
Iowa,"Mahaska County, IA",22312,22186,22211,22018,22095
Iowa,"Marion County, IA",33109,33146,33091,33259,33253
Iowa,"Marshall County, IA",40352,40135,40078,39888,39369
Iowa,"Mills County, IA",14882,15053,15060,15068,15109
Iowa,"Mitchell County, IA",10676,10644,10563,10571,10586
Iowa,"Monona County, IA",8866,8786,8724,8659,8615
Iowa,"Monroe County, IA",7924,7836,7798,7768,7707
Iowa,"Montgomery County, IA",10149,10124,10112,9961,9917
Iowa,"Muscatine County, IA",43068,42968,42872,42874,42664
Iowa,"O'Brien County, IA",13926,13926,13774,13798,13753
Iowa,"Osceola County, IA",6160,6095,6021,6028,5958
Iowa,"Page County, IA",15462,15329,15213,15229,15107
Iowa,"Palo Alto County, IA",9140,9034,9052,8903,8886
Iowa,"Plymouth County, IA",24899,25180,25060,25024,25177
Iowa,"Pocahontas County, IA",6967,6854,6833,6714,6619
Iowa,"Polk County, IA",467304,474277,480487,485833,490161
Iowa,"Pottawattamie County, IA",93563,93518,93416,93264,93206
Iowa,"Poweshiek County, IA",18358,18279,18334,18467,18504
Iowa,"Ringgold County, IA",4977,4985,5024,4940,4894
Iowa,"Sac County, IA",9966,9816,9803,9705,9721
Iowa,"Scott County, IA",171903,172135,172448,172803,172943
Iowa,"Shelby County, IA",11789,11655,11574,11559,11454
Iowa,"Sioux County, IA",34754,34944,34781,34802,34855
Iowa,"Story County, IA",96636,96893,97278,96781,97117
Iowa,"Tama County, IA",17217,17192,17029,16869,16854
Iowa,"Taylor County, IA",6246,6213,6095,6160,6121
Iowa,"Union County, IA",12430,12360,12459,12298,12241
Iowa,"Van Buren County, IA",7296,7241,7155,7013,7044
Iowa,"Wapello County, IA",35456,35265,35022,34991,34969
Iowa,"Warren County, IA",48468,49356,50078,51014,51466
Iowa,"Washington County, IA",22145,22126,22204,22058,21965
Iowa,"Wayne County, IA",6359,6447,6492,6405,6441
Iowa,"Webster County, IA",37066,36781,36637,36339,35904
Iowa,"Winnebago County, IA",10603,10602,10573,10539,10354
Iowa,"Winneshiek County, IA",20745,20427,20129,20017,19991
Iowa,"Woodbury County, IA",102492,102686,102132,102515,103107
Iowa,"Worth County, IA",7503,7471,7455,7413,7381
Iowa,"Wright County, IA",12841,12839,12765,12690,12562
Kansas,"Allen County, KS",12683,12670,12555,12501,12369
Kansas,"Anderson County, KS",7816,7812,7833,7848,7858
Kansas,"Atchison County, KS",16418,16376,16298,16173,16073
Kansas,"Barber County, KS",4824,4673,4570,4465,4427
Kansas,"Barton County, KS",27159,26878,26394,26057,25779
Kansas,"Bourbon County, KS",14733,14624,14609,14542,14534
Kansas,"Brown County, KS",9708,9641,9609,9610,9564
Kansas,"Butler County, KS",66249,66652,66845,66833,66911
Kansas,"Chase County, KS",2656,2632,2651,2600,2648
Kansas,"Chautauqua County, KS",3387,3360,3315,3304,3250
Kansas,"Cherokee County, KS",20535,20256,20129,20035,19939
Kansas,"Cheyenne County, KS",2674,2667,2684,2645,2657
Kansas,"Clark County, KS",2081,2065,1995,1994,1994
Kansas,"Clay County, KS",8293,8105,8006,8003,8002
Kansas,"Cloud County, KS",9188,9070,8912,8734,8786
Kansas,"Coffey County, KS",8291,8339,8228,8232,8179
Kansas,"Comanche County, KS",1827,1838,1759,1736,1700
Kansas,"Cowley County, KS",35752,35650,35297,35149,34908
Kansas,"Crawford County, KS",39139,39046,38925,38911,38818
Kansas,"Decatur County, KS",2923,2828,2863,2860,2827
Kansas,"Dickinson County, KS",19206,18956,18829,18682,18466
Kansas,"Doniphan County, KS",7788,7718,7657,7658,7600
Kansas,"Douglas County, KS",118141,119662,120281,121109,122259
Kansas,"Edwards County, KS",2955,2899,2873,2820,2798
Kansas,"Elk County, KS",2574,2511,2514,2484,2530
Kansas,"Ellis County, KS",28999,28942,28735,28646,28553
Kansas,"Ellsworth County, KS",6302,6302,6284,6163,6102
Kansas,"Finney County, KS",37148,36885,36720,36528,36467
Kansas,"Ford County, KS",34629,34552,34218,33877,33619
Kansas,"Franklin County, KS",25469,25523,25631,25625,25544
Kansas,"Geary County, KS",36681,35223,33774,32777,31670
Kansas,"Gove County, KS",2698,2622,2622,2611,2636
Kansas,"Graham County, KS",2591,2562,2485,2475,2482
Kansas,"Grant County, KS",7724,7675,7490,7294,7150
Kansas,"Gray County, KS",6082,6031,6018,6076,5988
Kansas,"Greeley County, KS",1302,1277,1226,1229,1232
Kansas,"Greenwood County, KS",6233,6112,6067,6011,5982
Kansas,"Hamilton County, KS",2568,2634,2616,2600,2539
Kansas,"Harper County, KS",5781,5667,5580,5508,5436
Kansas,"Harvey County, KS",34802,34726,34373,34183,34429
Kansas,"Haskell County, KS",4089,4026,4019,3990,3968
Kansas,"Hodgeman County, KS",1869,1851,1863,1822,1794
Kansas,"Jackson County, KS",13285,13270,13332,13270,13171
Kansas,"Jefferson County, KS",18794,18824,18932,18856,19043
Kansas,"Jewell County, KS",2963,2880,2857,2845,2879
Kansas,"Johnson County, KS",579684,586015,591305,598127,602401
Kansas,"Kearny County, KS",3929,3890,3935,3941,3838
Kansas,"Kingman County, KS",7636,7417,7275,7220,7152
Kansas,"Kiowa County, KS",2570,2507,2486,2489,2475
Kansas,"Labette County, KS",20628,20313,20129,19906,19618
Kansas,"Lane County, KS",1630,1593,1548,1546,1535
Kansas,"Leavenworth County, KS",79119,80244,81109,81497,81758
Kansas,"Lincoln County, KS",3142,3077,3043,2998,2962
Kansas,"Linn County, KS",9580,9606,9697,9771,9703
Kansas,"Logan County, KS",2787,2818,2814,2812,2794
Kansas,"Lyon County, KS",33133,33369,33257,33300,33195
Kansas,"McPherson County, KS",28648,28429,28687,28528,28542
Kansas,"Marion County, KS",12053,12017,11945,11923,11884
Kansas,"Marshall County, KS",9845,9789,9687,9715,9707
Kansas,"Meade County, KS",4301,4236,4230,4098,4033
Kansas,"Miami County, KS",32758,32923,33429,33737,34237
Kansas,"Mitchell County, KS",6294,6207,6137,6110,5979
Kansas,"Montgomery County, KS",33436,32859,32390,32091,31829
Kansas,"Morris County, KS",5628,5558,5467,5557,5620
Kansas,"Morton County, KS",2953,2790,2747,2693,2587
Kansas,"Nemaha County, KS",10094,10089,10060,10125,10231
Kansas,"Neosho County, KS",16287,16127,16094,16025,16007
Kansas,"Ness County, KS",3020,2957,2856,2796,2750
Kansas,"Norton County, KS",5536,5491,5421,5419,5361
Kansas,"Osage County, KS",15865,15811,15842,15938,15949
Kansas,"Osborne County, KS",3641,3588,3539,3459,3421
Kansas,"Ottawa County, KS",5934,5905,5817,5752,5704
Kansas,"Pawnee County, KS",6769,6719,6665,6573,6414
Kansas,"Phillips County, KS",5420,5402,5370,5276,5234
Kansas,"Pottawatomie County, KS",23123,23605,23916,24209,24383
Kansas,"Pratt County, KS",9697,9557,9500,9340,9164
Kansas,"Rawlins County, KS",2506,2500,2473,2502,2530
Kansas,"Reno County, KS",63596,63184,62714,62331,61998
Kansas,"Republic County, KS",4688,4659,4654,4652,4636
Kansas,"Rice County, KS",9925,9782,9563,9483,9537
Kansas,"Riley County, KS",77185,75172,73977,74712,74232
Kansas,"Rooks County, KS",5179,5118,5055,4995,4920
Kansas,"Rush County, KS",3098,3054,3048,3056,3036
Kansas,"Russell County, KS",7044,7007,6930,6902,6856
Kansas,"Saline County, KS",55429,54955,54508,54387,54224
Kansas,"Scott County, KS",4948,4979,4928,4909,4823
Kansas,"Sedgwick County, KS",511083,513092,513176,513484,516042
Kansas,"Seward County, KS",23273,22897,22245,21902,21428
Kansas,"Shawnee County, KS",178689,178350,178056,177290,176875
Kansas,"Sheridan County, KS",2475,2485,2526,2522,2521
Kansas,"Sherman County, KS",5964,5955,5936,5917,5917
Kansas,"Smith County, KS",3689,3656,3615,3590,3583
Kansas,"Stafford County, KS",4215,4186,4186,4162,4156
Kansas,"Stanton County, KS",2070,2105,2055,2025,2006
Kansas,"Stevens County, KS",5789,5653,5551,5536,5485
Kansas,"Sumner County, KS",23417,23183,23117,23019,22836
Kansas,"Thomas County, KS",7895,7847,7821,7710,7777
Kansas,"Trego County, KS",2907,2852,2843,2797,2803
Kansas,"Wabaunsee County, KS",6887,6884,6832,6912,6931
Kansas,"Wallace County, KS",1505,1502,1515,1489,1518
Kansas,"Washington County, KS",5568,5564,5479,5450,5406
Kansas,"Wichita County, KS",2167,2131,2121,2112,2119
Kansas,"Wilson County, KS",8845,8698,8707,8666,8525
Kansas,"Woodson County, KS",3144,3189,3130,3184,3138
Kansas,"Wyandotte County, KS",163682,164785,165087,165321,165429
Kentucky,"Adair County, KY",19162,19259,19287,19199,19202
Kentucky,"Allen County, KY",20660,20721,20903,21122,21315
Kentucky,"Anderson County, KY",21920,22191,22545,22641,22747
Kentucky,"Ballard County, KY",8216,8046,8018,7992,7888
Kentucky,"Barren County, KY",43546,43763,43746,44115,44249
Kentucky,"Bath County, KY",12203,12246,12381,12444,12500
Kentucky,"Bell County, KY",27370,27204,26863,26487,26032
Kentucky,"Boone County, KY",128161,129503,130952,131901,133581
Kentucky,"Bourbon County, KY",20166,20130,20092,20116,19788
Kentucky,"Boyd County, KY",48471,48121,47808,47292,46718
Kentucky,"Boyle County, KY",29782,29965,29972,30082,30060
Kentucky,"Bracken County, KY",8290,8368,8285,8278,8303
Kentucky,"Breathitt County, KY",13363,13177,12929,12787,12630
Kentucky,"Breckinridge County, KY",19979,19982,20131,20309,20477
Kentucky,"Bullitt County, KY",78677,79222,80269,81009,81676
Kentucky,"Butler County, KY",12734,12686,12778,12743,12879
Kentucky,"Caldwell County, KY",12748,12634,12666,12716,12747
Kentucky,"Calloway County, KY",38656,38733,38832,38964,39001
Kentucky,"Campbell County, KY",92124,92257,92878,93464,93584
Kentucky,"Carlisle County, KY",4852,4783,4788,4739,4760
Kentucky,"Carroll County, KY",10682,10614,10714,10712,10631
Kentucky,"Carter County, KY",27439,27304,27214,27040,26797
Kentucky,"Casey County, KY",15749,15775,15818,15926,16159
Kentucky,"Christian County, KY",73075,71796,71024,70712,70461
Kentucky,"Clark County, KY",35660,35851,35899,36180,36263
Kentucky,"Clay County, KY",20974,20626,20251,20088,19901
Kentucky,"Clinton County, KY",10183,10200,10212,10152,10218
Kentucky,"Crittenden County, KY",9168,9131,8999,8896,8806
Kentucky,"Cumberland County, KY",6737,6731,6710,6693,6614
Kentucky,"Daviess County, KY",99485,100032,100461,100883,101511
Kentucky,"Edmonson County, KY",11991,12076,12226,12249,12150
Kentucky,"Elliott County, KY",7548,7491,7493,7499,7517
Kentucky,"Estill County, KY",14373,14315,14178,14150,14106
Kentucky,"Fayette County, KY",315819,319644,321964,322426,323152
Kentucky,"Fleming County, KY",14578,14481,14439,14485,14581
Kentucky,"Floyd County, KY",37531,36968,36296,35896,35589
Kentucky,"Franklin County, KY",50070,50292,50492,50801,50991
Kentucky,"Fulton County, KY",6266,6185,6163,6066,5969
Kentucky,"Gallatin County, KY",8613,8719,8720,8766,8869
Kentucky,"Garrard County, KY",17207,17382,17449,17519,17666
Kentucky,"Grant County, KY",24736,24910,24973,25065,25069
Kentucky,"Graves County, KY",37248,37217,37190,37319,37266
Kentucky,"Grayson County, KY",26138,26093,26286,26293,26427
Kentucky,"Green County, KY",10951,10969,11036,10998,10941
Kentucky,"Greenup County, KY",36006,35824,35514,35332,35098
Kentucky,"Hancock County, KY",8641,8723,8778,8738,8722
Kentucky,"Hardin County, KY",106272,106964,108161,110279,110958
Kentucky,"Harlan County, KY",27506,26996,26676,26309,26010
Kentucky,"Harrison County, KY",18641,18569,18735,18780,18886
Kentucky,"Hart County, KY",18421,18541,18745,18902,19035
Kentucky,"Henderson County, KY",46344,46212,45867,45512,45210
Kentucky,"Henry County, KY",15563,15834,15972,16061,16126
Kentucky,"Hickman County, KY",4612,4607,4518,4431,4380
Kentucky,"Hopkins County, KY",46055,45598,45293,45024,44686
Kentucky,"Jackson County, KY",13325,13364,13422,13403,13329
Kentucky,"Jefferson County, KY",764946,767464,769828,768101,766757
Kentucky,"Jessamine County, KY",51809,52219,53259,53757,54115
Kentucky,"Johnson County, KY",23128,22858,22606,22391,22188
Kentucky,"Kenton County, KY",164478,164962,165608,166292,166998
Kentucky,"Knott County, KY",15680,15492,15244,15076,14806
Kentucky,"Knox County, KY",31465,31471,31444,31300,31145
Kentucky,"Larue County, KY",14110,14018,14196,14299,14398
Kentucky,"Laurel County, KY",59919,60078,60317,60660,60813
Kentucky,"Lawrence County, KY",15861,15839,15756,15583,15317
Kentucky,"Lee County, KY",6746,6604,6602,7052,7403
Kentucky,"Leslie County, KY",10644,10431,10310,10151,9877
Kentucky,"Letcher County, KY",23049,22759,22303,21813,21553
Kentucky,"Lewis County, KY",13663,13516,13363,13268,13275
Kentucky,"Lincoln County, KY",24342,24382,24495,24612,24549
Kentucky,"Livingston County, KY",9289,9198,9249,9244,9194
Kentucky,"Logan County, KY",26746,26678,27003,26983,27102
Kentucky,"Lyon County, KY",8474,8238,8261,8171,8210
Kentucky,"McCracken County, KY",64948,65304,65364,65307,65418
Kentucky,"McCreary County, KY",17883,17548,17372,17290,17231
Kentucky,"McLean County, KY",9395,9337,9216,9258,9207
Kentucky,"Madison County, KY",88212,89532,91170,92107,92987
Kentucky,"Magoffin County, KY",12784,12668,12519,12323,12161
Kentucky,"Marion County, KY",19212,19135,19276,19326,19273
Kentucky,"Marshall County, KY",31059,31280,31318,31202,31100
Kentucky,"Martin County, KY",12285,11945,11492,11325,11195
Kentucky,"Mason County, KY",17050,17167,17192,17080,17070
Kentucky,"Meade County, KY",27725,27959,28033,28623,28572
Kentucky,"Menifee County, KY",6373,6449,6465,6437,6489
Kentucky,"Mercer County, KY",21377,21405,21542,21702,21933
Kentucky,"Metcalfe County, KY",9925,10020,10093,10070,10071
Kentucky,"Monroe County, KY",10618,10539,10597,10732,10650
Kentucky,"Montgomery County, KY",27576,27666,27913,28109,28157
Kentucky,"Morgan County, KY",13267,13260,13230,13372,13309
Kentucky,"Muhlenberg County, KY",31245,31150,30925,30811,30622
Kentucky,"Nelson County, KY",45114,45497,45591,45813,46233
Kentucky,"Nicholas County, KY",7059,7083,7160,7195,7269
Kentucky,"Ohio County, KY",24021,24158,24116,24064,23994
Kentucky,"Oldham County, KY",64556,65410,66557,66512,66799
Kentucky,"Owen County, KY",10736,10668,10794,10881,10901
Kentucky,"Owsley County, KY",4445,4472,4402,4474,4415
Kentucky,"Pendleton County, KY",14487,14595,14602,14588,14590
Kentucky,"Perry County, KY",27373,27197,26586,26208,25758
Kentucky,"Pike County, KY",61781,60431,58905,58492,57876
Kentucky,"Powell County, KY",12226,12266,12297,12371,12359
Kentucky,"Pulaski County, KY",63862,64013,64314,64584,64979
Kentucky,"Robertson County, KY",2134,2125,2120,2130,2108
Kentucky,"Rockcastle County, KY",16932,16872,16778,16823,16695
Kentucky,"Rowan County, KY",24642,24416,24514,24503,24460
Kentucky,"Russell County, KY",17685,17769,17723,17790,17923
Kentucky,"Scott County, KY",52155,53425,54782,55968,57004
Kentucky,"Shelby County, KY",45787,46548,47209,48059,49024
Kentucky,"Simpson County, KY",17901,17992,18046,18403,18572
Kentucky,"Spencer County, KY",18072,18336,18619,19021,19351
Kentucky,"Taylor County, KY",25586,25441,25544,25514,25769
Kentucky,"Todd County, KY",12447,12357,12177,12306,12294
Kentucky,"Trigg County, KY",14218,14302,14418,14658,14651
Kentucky,"Trimble County, KY",8733,8596,8521,8468,8471
Kentucky,"Union County, KY",14951,14765,14620,14471,14381
Kentucky,"Warren County, KY",124122,126419,129074,130750,132896
Kentucky,"Washington County, KY",12007,12109,11880,12023,12095
Kentucky,"Wayne County, KY",20609,20728,20628,20430,20333
Kentucky,"Webster County, KY",13155,13181,13012,13051,12942
Kentucky,"Whitley County, KY",36109,36108,36074,36101,36264
Kentucky,"Wolfe County, KY",7241,7189,7248,7199,7157
Kentucky,"Woodford County, KY",25860,26118,26385,26491,26734
Louisiana,"Acadia Parish, LA",62679,62786,62559,62214,62045
Louisiana,"Allen Parish, LA",25631,25680,25583,25567,25627
Louisiana,"Ascension Parish, LA",119374,121558,123177,124858,126604
Louisiana,"Assumption Parish, LA",22898,22756,22568,22279,21891
Louisiana,"Avoyelles Parish, LA",40979,40983,40836,40402,40144
Louisiana,"Beauregard Parish, LA",36531,36973,36847,37369,37497
Louisiana,"Bienville Parish, LA",13823,13780,13631,13343,13241
Louisiana,"Bossier Parish, LA",125554,125920,126959,127022,127039
Louisiana,"Caddo Parish, LA",251345,248837,245935,242833,240204
Louisiana,"Calcasieu Parish, LA",198450,200568,202466,203177,203436
Louisiana,"Caldwell Parish, LA",10045,10074,9959,9964,9918
Louisiana,"Cameron Parish, LA",6825,6896,6944,7013,6973
Louisiana,"Catahoula Parish, LA",10029,9869,9830,9606,9494
Louisiana,"Claiborne Parish, LA",16261,16146,15953,15895,15670
Louisiana,"Concordia Parish, LA",20228,19970,19846,19586,19259
Louisiana,"De Soto Parish, LA",27101,27190,27267,27426,27463
Louisiana,"East Baton Rouge Parish, LA",445512,446677,444511,442058,440059
Louisiana,"East Carroll Parish, LA",7277,7235,7111,6994,6861
Louisiana,"East Feliciana Parish, LA",19540,19513,19380,19286,19135
Louisiana,"Evangeline Parish, LA",33724,33667,33663,33496,33395
Louisiana,"Franklin Parish, LA",20386,20370,20256,20164,20015
Louisiana,"Grant Parish, LA",22302,22279,22296,22436,22389
Louisiana,"Iberia Parish, LA",73747,72971,71982,70905,69830
Louisiana,"Iberville Parish, LA",33136,32864,32906,32693,32511
Louisiana,"Jackson Parish, LA",15947,15895,15898,15912,15744
Louisiana,"Jefferson Parish, LA",435175,436572,436126,433884,432493
Louisiana,"Jefferson Davis Parish, LA",31431,31388,31480,31537,31368
Louisiana,"Lafayette Parish, LA",239332,241275,241756,243113,244390
Louisiana,"Lafourche Parish, LA",98314,98506,98123,97981,97614
Louisiana,"LaSalle Parish, LA",14979,15022,14887,14901,14892
Louisiana,"Lincoln Parish, LA",47434,47473,47471,47112,46742
Louisiana,"Livingston Parish, LA",137116,139627,137712,139394,140789
Louisiana,"Madison Parish, LA",11554,11486,11342,11196,10951
Louisiana,"Morehouse Parish, LA",26301,25894,25655,25324,24874
Louisiana,"Natchitoches Parish, LA",39004,39024,39042,38616,38158
Louisiana,"Orleans Parish, LA",389742,391843,391493,391004,390144
Louisiana,"Ouachita Parish, LA",156880,156897,155841,154571,153279
Louisiana,"Plaquemines Parish, LA",23437,23323,23348,23385,23197
Louisiana,"Pointe Coupee Parish, LA",22197,22111,22164,21879,21730
Louisiana,"Rapides Parish, LA",131780,131845,131253,130326,129648
Louisiana,"Red River Parish, LA",8711,8621,8527,8526,8442
Louisiana,"Richland Parish, LA",20546,20446,20413,20223,20122
Louisiana,"Sabine Parish, LA",24205,24055,23909,23901,23884
Louisiana,"St. Bernard Parish, LA",45421,45777,46110,46780,47244
Louisiana,"St. Charles Parish, LA",52572,52796,52620,52775,53100
Louisiana,"St. Helena Parish, LA",10457,10389,10322,10187,10132
Louisiana,"St. James Parish, LA",21481,21433,21380,21151,21096
Louisiana,"St. John the Baptist Parish, LA",43523,43401,43328,43119,42837
Louisiana,"St. Landry Parish, LA",83649,83768,83535,82782,82124
Louisiana,"St. Martin Parish, LA",53831,53771,54066,53562,53431
Louisiana,"St. Mary Parish, LA",52876,52069,50708,49841,49348
Louisiana,"St. Tammany Parish, LA",248930,252468,255921,258035,260419
Louisiana,"Tangipahoa Parish, LA",128716,130619,132353,133837,134758
Louisiana,"Tensas Parish, LA",4772,4656,4574,4470,4334
Louisiana,"Terrebonne Parish, LA",113817,113006,111823,111163,110461
Louisiana,"Union Parish, LA",22487,22528,22398,22243,22108
Louisiana,"Vermilion Parish, LA",59918,60074,59936,59886,59511
Louisiana,"Vernon Parish, LA",51431,51481,49789,48101,47429
Louisiana,"Washington Parish, LA",46358,46387,46649,46588,46194
Louisiana,"Webster Parish, LA",40061,39751,39264,38792,38340
Louisiana,"West Baton Rouge Parish, LA",25554,25901,26184,26400,26465
Louisiana,"West Carroll Parish, LA",11287,11136,10974,10977,10830
Louisiana,"West Feliciana Parish, LA",15383,15327,15371,15492,15568
Louisiana,"Winn Parish, LA",14642,14532,14350,14138,13904
Maine,"Androscoggin County, ME",107124,107296,107399,107914,108277
Maine,"Aroostook County, ME",68818,68243,67609,67318,67055
Maine,"Cumberland County, ME",289488,291191,292181,293673,295003
Maine,"Franklin County, ME",30017,29982,29799,29915,30199
Maine,"Hancock County, ME",54237,54509,54539,54734,54987
Maine,"Kennebec County, ME",121010,121497,121913,122044,122302
Maine,"Knox County, ME",39786,39761,39759,39717,39772
Maine,"Lincoln County, ME",33784,33974,34215,34399,34634
Maine,"Oxford County, ME",57164,57322,57534,57754,57975
Maine,"Penobscot County, ME",151929,151333,151645,151817,152148
Maine,"Piscataquis County, ME",16937,16910,16804,16746,16785
Maine,"Sagadahoc County, ME",35120,35156,35436,35690,35856
Maine,"Somerset County, ME",50729,50546,50351,50489,50484
Maine,"Waldo County, ME",39120,39429,39772,39657,39715
Maine,"Washington County, ME",31776,31603,31374,31321,31379
Maine,"York County, ME",201223,202565,204282,205869,207641
Maryland,"Allegany County, MD",72462,72053,71352,70941,70416
Maryland,"Anne Arundel County, MD",563027,567254,571339,575523,579234
Maryland,"Baltimore County, MD",827533,828682,828645,827859,827370
Maryland,"Calvert County, MD",90477,91052,91435,92065,92525
Maryland,"Caroline County, MD",32595,32840,33096,33306,33406
Maryland,"Carroll County, MD",167132,167100,167547,168267,168447
Maryland,"Cecil County, MD",102382,102487,102394,102644,102855
Maryland,"Charles County, MD",155665,157292,159450,161476,163257
Maryland,"Dorchester County, MD",32419,32276,32105,31960,31929
Maryland,"Frederick County, MD",245001,246999,250622,254943,259547
Maryland,"Garrett County, MD",29426,29358,29242,29133,29014
Maryland,"Harford County, MD",249558,250370,251858,253882,255441
Maryland,"Howard County, MD",311297,315416,319251,322621,325690
Maryland,"Kent County, MD",19715,19666,19442,19434,19422
Maryland,"Montgomery County, MD",1032814,1038846,1046822,1048478,1050688
Maryland,"Prince George's County, MD",906197,908501,909705,909619,909327
Maryland,"Queen Anne's County, MD",48984,49063,49586,50148,50381
Maryland,"St. Mary's County, MD",110985,111750,112487,112720,113510
Maryland,"Somerset County, MD",25687,25839,25896,25606,25616
Maryland,"Talbot County, MD",37413,37135,37033,37074,37181
Maryland,"Washington County, MD",149068,149602,150169,150656,151049
Maryland,"Wicomico County, MD",101747,102041,102252,103044,103609
Maryland,"Worcester County, MD",51456,51475,51659,51960,52276
Maryland,"Baltimore city, MD",622522,616226,610481,602443,593490
Massachusetts,"Barnstable County, MA",213877,213559,213581,213471,212990
Massachusetts,"Berkshire County, MA",127858,127067,126353,125901,124944
Massachusetts,"Bristol County, MA",556863,558070,560941,564092,565217
Massachusetts,"Dukes County, MA",17274,17315,17311,17329,17332
Massachusetts,"Essex County, MA",776865,779847,784453,788183,789034
