average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
45,Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.1,"Apache County, AZ",35.0,71012,71381,71545,71731,71887,31072,34040,33053,33652,35386
82,Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.6,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476,51955,53643,54399,60187,58301
84,Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.3,"Coconino County, AZ",36.66666667,138962,140407,141001,142523,143476,51955,53643,54399,60187,58301
398,Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.0,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789,50888,52642,53114,58848,62067
309,Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.4,"Pinal County, AZ",53.25,405614,417193,431564,446806,462789,50888,52642,53114,58848,62067
184,Arizona,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,136.5,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787,40426,42998,46013,44116,47024
133,Arizona,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,94.3,"Yuma County, AZ",50.0,205186,207247,209507,211612,213787,40426,42998,46013,44116,47024
22,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,312.5,"Chicot County, AR",37.0,10970,10899,10647,10442,10118,29968,29527,31810,31787,37014
14,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.0,"Chicot County, AR",37.0,10970,10899,10647,10442,10118,29968,29527,31810,31787,37014
45,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,291.5,"Ouachita County, AR",58.0,24316,24013,23817,23620,23382,37987,36016,39576,37624,46393
32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.1,"Ouachita County, AR",58.0,24316,24013,23817,23620,23382,37987,36016,39576,37624,46393
40,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,291.4,"Poinsett County, AR",53.0,24002,23974,24071,23903,23528,32756,36125,39778,37370,40536
31,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.1,"Poinsett County, AR",53.0,24002,23974,24071,23903,23528,32756,36125,39778,37370,40536
27,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.5,"Jackson County, AR",51.0,17365,17282,17017,16753,16719,32571,35098,36235,36573,38636
20,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.7,"Jackson County, AR",51.0,17365,17282,17017,16753,16719,32571,35098,36235,36573,38636
28,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,269.5,"Clay County, AR",47.0,15206,15060,14865,14763,14551,35324,36037,35164,37687,40686
25,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,200.5,"Clay County, AR",47.0,15206,15060,14865,14763,14551,35324,36037,35164,37687,40686
30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.9,"Arkansas County, AR",58.0,18330,18154,17872,17726,17486,41179,39726,43752,43887,52539
22,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.3,"Arkansas County, AR",58.0,18330,18154,17872,17726,17486,41179,39726,43752,43887,52539
27,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,267.0,"Cross County, AR",39.0,17255,17025,16792,16630,16419,39132,40970,41661,41214,45273
23,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.5,"Cross County, AR",39.0,17255,17025,16792,16630,16419,39132,40970,41661,41214,45273
59,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,265.2,"Crittenden County, AR",34.0,49019,49306,48716,48363,47955,37371,37627,39272,42606,41976
55,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,187.8,"Crittenden County, AR",34.0,49019,49306,48716,48363,47955,37371,37627,39272,42606,41976
30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.8,"Randolph County, AR",61.0,17437,17444,17665,17970,17958,34730,38647,35989,37799,42875
25,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.0,"Randolph County, AR",61.0,17437,17444,17665,17970,17958,34730,38647,35989,37799,42875
29,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.5,"Lawrence County, AR",53.0,16696,16639,16571,16432,16406,34808,39015,40777,40308,39604
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.9,"Lawrence County, AR",53.0,16696,16639,16571,16432,16406,34808,39015,40777,40308,39604
36,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.6,"Ashley County, AR",53.0,20838,20530,20311,20012,19657,39871,41277,40495,41127,47744
25,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.5,"Ashley County, AR",53.0,20838,20530,20311,20012,19657,39871,41277,40495,41127,47744
14,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.4,"Monroe County, AR",46.0,7452,7205,7013,6880,6701,30801,32906,32427,32922,34289
15,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,238.9,"Monroe County, AR",46.0,7452,7205,7013,6880,6701,30801,32906,32427,32922,34289
57,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.9,"Mississippi County, AR",61.0,43729,42900,42112,41236,40651,34888,35846,39678,36718,39990
44,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.5,"Mississippi County, AR",61.0,43729,42900,42112,41236,40651,34888,35846,39678,36718,39990
62,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,259.5,"Greene County, AR",58.0,44300,44730,44993,45339,45325,43996,45208,46029,46512,47098
40,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.5,"Greene County, AR",58.0,44300,44730,44993,45339,45325,43996,45208,46029,46512,47098
10,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.0,"Calhoun County, AR",53.0,5200,5143,5201,5227,5189,40526,33507,42484,44969,48415
8,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,215.4,"Calhoun County, AR",53.0,5200,5143,5201,5227,5189,40526,33507,42484,44969,48415
28,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.0,"Phillips County, AR",49.0,19546,19050,18599,18054,17782,28224,29073,27663,29945,31521
20,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.4,"Phillips County, AR",49.0,19546,19050,18599,18054,17782,28224,29073,27663,29945,31521
59,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.1,"Union County, AR",55.33333333,40086,39879,39460,39139,38682,42195,41546,43827,45335,46602
52,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.2,"Union County, AR",55.33333333,40086,39879,39460,39139,38682,42195,41546,43827,45335,46602
15,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.2,"Nevada County, AR",36.0,8508,8378,8309,8308,8252,35914,37612,46687,37626,36528
11,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.6,"Nevada County, AR",36.0,8508,8378,8309,8308,8252,35914,37612,46687,37626,36528
15,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,247.8,"Lee County, AR",59.0,9672,9337,9127,8976,8857,28481,26912,28875,28080,30421
11,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.3,"Lee County, AR",59.0,9672,9337,9127,8976,8857,28481,26912,28875,28080,30421
25,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.9,"Drew County, AR",58.0,18613,18553,18370,18328,18219,39339,40441,41339,42494,44162
18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.3,"Drew County, AR",58.0,18613,18553,18370,18328,18219,39339,40441,41339,42494,44162
38,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.9,"Polk County, AR",60.0,20194,20145,20147,20019,19964,34723,32941,35678,39048,39722
27,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2,"Polk County, AR",60.0,20194,20145,20147,20019,19964,34723,32941,35678,39048,39722
80,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.0,"Lonoke County, AR",45.0,71359,71803,72778,73391,73309,56240,56247,54378,56651,62782
63,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.1,"Lonoke County, AR",45.0,71359,71803,72778,73391,73309,56240,56247,54378,56651,62782
13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.3,"Dallas County, AR",55.0,7530,7399,7307,7152,7009,33352,33679,33739,37259,41314
10,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.7,"Dallas County, AR",55.0,7530,7399,7307,7152,7009,33352,33679,33739,37259,41314
95,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,241.9,"Jefferson County, AR",50.4,71872,70407,69238,68067,66824,36990,38485,38677,38596,40555
81,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.3,"Jefferson County, AR",50.4,71872,70407,69238,68067,66824,36990,38485,38677,38596,40555
11,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.7,"Woodruff County, AR",31.0,6706,6600,6575,6466,6320,31013,30400,32271,34306,36568
11,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.2,"Woodruff County, AR",31.0,6706,6600,6575,6466,6320,31013,30400,32271,34306,36568
14,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.7,"Cleveland County, AR",39.0,8284,8245,8162,7995,7956,44123,45256,47812,47600,53773
9,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.7,"Cleveland County, AR",39.0,8284,8245,8162,7995,7956,44123,45256,47812,47600,53773
18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.1,"Montgomery County, AR",30.0,9027,8936,8890,8910,8986,37813,36435,35500,38318,39591
13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.0,"Montgomery County, AR",30.0,9027,8936,8890,8910,8986,37813,36435,35500,38318,39591
17,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.6,"Pike County, AR",51.0,10837,10826,10735,10666,10718,36266,34821,37493,41534,44426
11,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.9,"Pike County, AR",51.0,10837,10826,10735,10666,10718,36266,34821,37493,41534,44426
18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.4,"Lincoln County, AR",54.0,13866,13728,13475,13184,13024,40216,35419,43821,44951,44272
13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.6,"Lincoln County, AR",54.0,13866,13728,13475,13184,13024,40216,35419,43821,44951,44272
26,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.1,"Grant County, AR",,18016,18064,18103,18180,18265,47652,54411,54819,52050,58566
19,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.4,"Grant County, AR",,18016,18064,18103,18180,18265,47652,54411,54819,52050,58566
17,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.0,"Scott County, AR",53.0,10561,10332,10369,10339,10281,36028,34245,33354,35826,38065
12,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.9,"Scott County, AR",53.0,10561,10332,10369,10339,10281,36028,34245,33354,35826,38065
34,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.7,"Sharp County, AR",55.0,16808,17007,17147,17290,17442,32095,32379,34266,36032,37591
29,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.7,"Sharp County, AR",55.0,16808,17007,17147,17290,17442,32095,32379,34266,36032,37591
18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.5,"Howard County, AR",60.0,13336,13350,13365,13302,13202,33199,36166,36744,40199,41427
13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.3,"Howard County, AR",60.0,13336,13350,13365,13302,13202,33199,36166,36744,40199,41427
30,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.3,"Columbia County, AR",58.0,24115,24026,23695,23586,23457,38057,35322,38488,40909,42964
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.5,"Columbia County, AR",58.0,24115,24026,23695,23586,23457,38057,35322,38488,40909,42964
22,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.8,"Madison County, AR",33.0,15705,16112,16299,16362,16576,41007,39059,40568,42674,48016
18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2,"Madison County, AR",33.0,15705,16112,16299,16362,16576,41007,39059,40568,42674,48016
33,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.4,"Logan County, AR",49.0,21729,21732,21739,21673,21466,37924,39361,37676,41471,42249
23,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.9,"Logan County, AR",49.0,21729,21732,21739,21673,21466,37924,39361,37676,41471,42249
31,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.6,"Conway County, AR",50.0,20936,20874,20810,20825,20846,43702,41892,43519,44565,46924
21,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.4,"Conway County, AR",50.0,20936,20874,20810,20825,20846,43702,41892,43519,44565,46924
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.9,"Fulton County, AR",59.0,12138,12099,12131,12308,12477,34717,33451,35723,35630,32926
18,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.3,"Fulton County, AR",59.0,12138,12099,12131,12308,12477,34717,33451,35723,35630,32926
25,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.1,"Stone County, AR",39.0,12386,12509,12520,12454,12506,32023,31955,32778,34009,36930
15,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.1,"Stone County, AR",39.0,12386,12509,12520,12454,12506,32023,31955,32778,34009,36930
26,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.3,"Franklin County, AR",48.0,17749,17655,17809,17764,17715,41933,40091,41140,43696,45670
21,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.6,"Franklin County, AR",48.0,17749,17655,17809,17764,17715,41933,40091,41140,43696,45670
77,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.3,"Crawford County, AR",53.0,61904,62263,62894,63379,63257,46545,42941,44850,47363,44600
62,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.1,"Crawford County, AR",53.0,61904,62263,62894,63379,63257,46545,42941,44850,47363,44600
52,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.2,"Miller County, AR",61.0,43792,43713,43736,43362,43257,39005,38412,44325,42162,50905
52,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.0,"Miller County, AR",61.0,43792,43713,43736,43362,43257,39005,38412,44325,42162,50905
86,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.1,"Baxter County, AR",46.0,41138,41131,41308,41624,41932,36902,40147,43011,39686,41950
72,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.3,"Baxter County, AR",46.0,41138,41131,41308,41624,41932,36902,40147,43011,39686,41950
49,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.3,"Cleburne County, AR",57.0,25355,25173,25059,24994,24919,43913,42397,43170,44902,46214
36,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.9,"Cleburne County, AR",57.0,25355,25173,25059,24994,24919,43913,42397,43170,44902,46214
32,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.3,"Johnson County, AR",57.0,26094,26127,26401,26659,26578,35877,37205,39798,39381,40396
29,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,173.7,"Johnson County, AR",57.0,26094,26127,26401,26659,26578,35877,37205,39798,39381,40396
89,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.1,"White County, AR",55.25,78915,78917,78844,78381,78753,42508,44329,44088,44811,46388
80,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.3,"White County, AR",55.25,78915,78917,78844,78381,78753,42508,44329,44088,44811,46388
153,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.0,"Garland County, AR",60.5,97814,98282,98327,98966,99386,37723,42087,44662,43610,45786
115,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.9,"Garland County, AR",60.5,97814,98282,98327,98966,99386,37723,42087,44662,43610,45786
15,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.3,"Perry County, AR",42.0,10307,10286,10346,10380,10455,43020,43819,44118,45342,50560
13,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.0,"Perry County, AR",42.0,10307,10286,10346,10380,10455,43020,43819,44118,45342,50560
31,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.8,"Marion County, AR",61.0,16215,16376,16429,16665,16694,34946,33950,39539,36581,38760
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.6,"Marion County, AR",61.0,16215,16376,16429,16665,16694,34946,33950,39539,36581,38760
24,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.2,"Clark County, AR",61.0,22513,22602,22184,22313,22320,37856,37247,40536,45408,44105
22,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.4,"Clark County, AR",61.0,22513,22602,22184,22313,22320,37856,37247,40536,45408,44105
98,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.7,"Craighead County, AR",55.5,104457,105932,107188,108816,110332,42460,44091,49355,45615,47766
90,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.7,"Craighead County, AR",55.5,104457,105932,107188,108816,110332,42460,44091,49355,45615,47766
69,Arkansas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.6,"Pope County, AR",59.5,63608,63897,63634,63594,64072,41074,42916,45803,45788,47519
56,Arkansas,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.7,"Pope County, AR",59.5,63608,63897,63634,63594,64072,41074,42916,45803,45788,47519
