,Primary_State_Name,County,Index_of_Medical_Underservice_Score
2144,South Dakota,"Kingsbury County, SD",49.0
2145,South Dakota,"Lawrence County, SD",57.0
2146,South Dakota,"Lyman County, SD",61.0
2147,South Dakota,"Marshall County, SD",56.0
2148,South Dakota,"McCook County, SD",41.0
2149,South Dakota,"McPherson County, SD",34.0
2150,South Dakota,"Mellette County, SD",26.0
2151,South Dakota,"Miner County, SD",45.0
2152,South Dakota,"Minnehaha County, SD",49.0
2153,South Dakota,"Moody County, SD",52.0
2154,South Dakota,"Oglala Lakota County, SD",35.5
2155,South Dakota,"Perkins County, SD",54.0
2156,South Dakota,"Potter County, SD",55.0
2157,South Dakota,"Roberts County, SD",45.0
2158,South Dakota,"Sanborn County, SD",44.0
2159,South Dakota,"Spink County, SD",61.0
2160,South Dakota,"Stanley County, SD",60.0
2161,South Dakota,"Sully County, SD",56.0
2162,South Dakota,"Todd County, SD",23.0
2163,South Dakota,"Tripp County, SD",61.0
2164,South Dakota,"Union County, SD",57.0
2165,South Dakota,"Haakon County, SD",58.0
2166,South Dakota,"Ziebach County, SD",46.0
2167,South Dakota,"Beadle County, SD",59.0
2168,South Dakota,"Lake County, SD",54.0
2169,South Dakota,"Walworth County, SD",54.0
2170,South Dakota,"Davison County, SD",58.0
2171,South Dakota,"Yankton County, SD",89.0
2172,Tennessee,"Benton County, TN",51.0
2173,Tennessee,"Bledsoe County, TN",58.0
2174,Tennessee,"Davidson County, TN",55.333333333333336
2175,Tennessee,"Cannon County, TN",61.0
2176,Tennessee,"Carter County, TN",59.0
2177,Tennessee,"Cheatham County, TN",60.0
2178,Tennessee,"Chester County, TN",60.0
2179,Tennessee,"Claiborne County, TN",61.0
2180,Tennessee,"Clay County, TN",59.0
2181,Tennessee,"Cocke County, TN",53.0
2182,Tennessee,"Crockett County, TN",59.0
2183,Tennessee,"Cumberland County, TN",56.0
2184,Tennessee,"Decatur County, TN",49.0
2185,Tennessee,"Madison County, TN",51.0
2186,Tennessee,"Fentress County, TN",57.0
2187,Tennessee,"Giles County, TN",59.0
2188,Tennessee,"Grainger County, TN",52.0
2189,Tennessee,"Grundy County, TN",57.0
2190,Tennessee,"Hamilton County, TN",56.0
2191,Tennessee,"Hancock County, TN",50.0
2192,Tennessee,"Hardeman County, TN",52.0
2193,Tennessee,"Hardin County, TN",56.0
2194,Tennessee,"Hawkins County, TN",54.0
2195,Tennessee,"Haywood County, TN",56.0
2196,Tennessee,"Henderson County, TN",60.0
2197,Tennessee,"Hickman County, TN",60.0
2198,Tennessee,"Jackson County, TN",51.0
2199,Tennessee,"Johnson County, TN",52.0
2200,Tennessee,"Knox County, TN",54.333333333333336
2201,Tennessee,"Lake County, TN",52.0
2202,Tennessee,"Lauderdale County, TN",48.0
2203,Tennessee,"Lewis County, TN",61.0
2204,Tennessee,"Loudon County, TN",56.0
2205,Tennessee,"Macon County, TN",61.0
2206,Tennessee,"Marshall County, TN",61.0
2207,Tennessee,"McNairy County, TN",61.0
2208,Tennessee,"Meigs County, TN",58.0
2209,Tennessee,"Monroe County, TN",60.0
2210,Tennessee,"Montgomery County, TN",57.0
2211,Tennessee,"Moore County, TN",57.0
2212,Tennessee,"Morgan County, TN",55.0
2213,Tennessee,"Shelby County, TN",56.8
2214,Tennessee,"Overton County, TN",59.0
2215,Tennessee,"Perry County, TN",58.0
2216,Tennessee,"Polk County, TN",50.0
2217,Tennessee,"Rhea County, TN",60.0
2218,Tennessee,"Roane County, TN",57.0
2219,Tennessee,"Robertson County, TN",60.0
2220,Tennessee,"Scott County, TN",49.0
2221,Tennessee,"Sequatchie County, TN",61.0
2222,Tennessee,"Stewart County, TN",55.0
2223,Tennessee,"Tipton County, TN",44.0
2224,Tennessee,"Trousdale County, TN",53.0
2225,Tennessee,"Unicoi County, TN",61.0
2226,Tennessee,"Union County, TN",56.0
2227,Tennessee,"Van Buren County, TN",52.0
2228,Tennessee,"Wayne County, TN",55.0
2229,Tennessee,"White County, TN",55.0
2230,Tennessee,"Wilson County, TN",54.0
2231,Tennessee,"Fayette County, TN",60.0
2232,Tennessee,"Franklin County, TN",61.0
2233,Tennessee,"Hamblen County, TN",61.0
2234,Tennessee,"Houston County, TN",56.0
2235,Tennessee,"Jefferson County, TN",58.0
2236,Tennessee,"Lawrence County, TN",59.0
2237,Tennessee,"Lincoln County, TN",57.0
2238,Tennessee,"Marion County, TN",57.0
2239,Tennessee,"McMinn County, TN",56.0
2240,Tennessee,"Obion County, TN",55.0
2241,Tennessee,"Putnam County, TN",58.0
2242,Tennessee,"Sevier County, TN",61.0
2243,Tennessee,"Smith County, TN",61.0
2244,Tennessee,"Warren County, TN",60.0
2245,Tennessee,"Washington County, TN",60.0
2246,Tennessee,"Weakley County, TN",56.0
2247,Tennessee,"Anderson County, TN",60.0
2248,Tennessee,"Bedford County, TN",61.0
2249,Tennessee,"Blount County, TN",61.0
2250,Tennessee,"Bradley County, TN",61.0
2251,Tennessee,"Campbell County, TN",58.0
2252,Tennessee,"Carroll County, TN",61.0
2253,Tennessee,"Coffee County, TN",60.0
2254,Tennessee,"DeKalb County, TN",61.0
2255,Tennessee,"Dickson County, TN",61.0
2256,Tennessee,"Dyer County, TN",60.0
2257,Tennessee,"Gibson County, TN",58.0
2258,Tennessee,"Greene County, TN",59.0
2259,Tennessee,"Henry County, TN",53.0
2260,Tennessee,"Humphreys County, TN",60.0
2261,Tennessee,"Pickett County, TN",52.0
2262,Tennessee,"Sullivan County, TN",60.0
2263,Texas,"Brazoria County, TX",52.0
2264,Texas,"Aransas County, TX",45.0
2265,Texas,"Archer County, TX",61.0
2266,Texas,"Armstrong County, TX",56.0
2267,Texas,"Atascosa County, TX",43.0
2268,Texas,"Austin County, TX",60.0
2269,Texas,"Bandera County, TX",48.0
2270,Texas,"Galveston County, TX",56.66666666666666
2271,Texas,"Harris County, TX",53.92857142857143
2272,Texas,"Bee County, TX",61.0
2273,Texas,"Bexar County, TX",58.285714285714285
2274,Texas,"Blanco County, TX",56.0
2275,Texas,"Borden County, TX",59.0
2276,Texas,"Bosque County, TX",58.0
2277,Texas,"Briscoe County, TX",51.0
2278,Texas,"Brooks County, TX",50.0
2279,Texas,"Brown County, TX",62.0
2280,Texas,"Burleson County, TX",58.0
2281,Texas,"Burnet County, TX",59.0
2282,Texas,"Callahan County, TX",53.0
2283,Texas,"Cameron County, TX",58.0
2284,Texas,"Randall County, TX",58.0
2285,Texas,"Cass County, TX",52.0
2286,Texas,"Tarrant County, TX",57.333333333333336
2287,Texas,"Clay County, TX",53.0
2288,Texas,"Cochran County, TX",60.0
2289,Texas,"Coke County, TX",46.0
2290,Texas,"Coleman County, TX",57.0
2291,Texas,"Comanche County, TX",58.0
2292,Texas,"Concho County, TX",59.0
2293,Texas,"Cottle County, TX",38.0
2294,Texas,"Crockett County, TX",60.0
2295,Texas,"Crosby County, TX",56.0
2296,Texas,"Culberson County, TX",59.0
2297,Texas,"Dallas County, TX",56.6
2298,Texas,"Bowie County, TX",55.0
2299,Texas,"Delta County, TX",49.0
2300,Texas,"Dickens County, TX",47.0
2301,Texas,"Dimmit County, TX",60.0
2302,Texas,"Donley County, TX",58.0
2303,Texas,"Duval County, TX",49.0
2304,Texas,"Montgomery County, TX",56.0
2305,Texas,"Wichita County, TX",54.0
2306,Texas,"Eastland County, TX",56.0
2307,Texas,"Edwards County, TX",59.0
2308,Texas,"Ellis County, TX",55.0
2309,Texas,"Falls County, TX",54.0
2310,Texas,"Fannin County, TX",57.0
2311,Texas,"Fayette County, TX",59.0
2312,Texas,"Fisher County, TX",47.0
2313,Texas,"Foard County, TX",53.0
2314,Texas,"Fort Bend County, TX",54.0
2315,Texas,"Franklin County, TX",60.0
2316,Texas,"Freestone County, TX",56.0
2317,Texas,"Frio County, TX",60.0
2318,Texas,"Goliad County, TX",53.0
2319,Texas,"Gonzales County, TX",37.0
2320,Texas,"Gray County, TX",61.0
2321,Texas,"Grimes County, TX",59.0
2322,Texas,"Guadalupe County, TX",53.0
2323,Texas,"Hall County, TX",48.0
2324,Texas,"Hamilton County, TX",55.0
2325,Texas,"Hardeman County, TX",58.0
2326,Texas,"Harrison County, TX",61.0
2327,Texas,"Haskell County, TX",57.0
2328,Texas,"Hidalgo County, TX",58.0
2329,Texas,"Hill County, TX",59.0
2330,Texas,"Hockley County, TX",48.0
2331,Texas,"Houston County, TX",48.0
2332,Texas,"Hudspeth County, TX",42.0
2333,Texas,"Irion County, TX",60.0
2334,Texas,"Jeff Davis County, TX",53.0
2335,Texas,"Jim Hogg County, TX",50.0
2336,Texas,"Jim Wells County, TX",61.0
2337,Texas,"Jones County, TX",52.0
2338,Texas,"Karnes County, TX",57.0
2339,Texas,"Kenedy County, TX",56.0
2340,Texas,"Kent County, TX",54.0
2341,Texas,"Kerr County, TX",59.0
2342,Texas,"Kimble County, TX",55.0
2343,Texas,"Kinney County, TX",50.0
2344,Texas,"Knox County, TX",54.0
2345,Texas,"La Salle County, TX",60.0
2346,Texas,"Lamb County, TX",57.0
2347,Texas,"Lee County, TX",58.0
2348,Texas,"Leon County, TX",51.0
2349,Texas,"Limestone County, TX",61.0
2350,Texas,"Live Oak County, TX",52.0
2351,Texas,"Llano County, TX",48.0
2352,Texas,"Hale County, TX",55.0
2353,Texas,"Lynn County, TX",59.0
2354,Texas,"Madison County, TX",59.0
2355,Texas,"Marion County, TX",46.0
2356,Texas,"Mason County, TX",50.0
2357,Texas,"Matagorda County, TX",54.0
2358,Texas,"Maverick County, TX",62.0
2359,Texas,"McCulloch County, TX",57.0
2360,Texas,"McLennan County, TX",49.0
2361,Texas,"McMullen County, TX",48.0
2362,Texas,"Midland County, TX",57.0
2363,Texas,"Milam County, TX",58.0
2364,Texas,"Mills County, TX",53.0
2365,Texas,"Montague County, TX",56.0
2366,Texas,"Morris County, TX",54.0
2367,Texas,"Motley County, TX",43.0
2368,Texas,"Garza County, TX",60.0
2369,Texas,"Nueces County, TX",56.5
2370,Texas,"Newton County, TX",59.0
2371,Texas,"El Paso County, TX",58.0
2372,Texas,"Smith County, TX",54.0
2373,Texas,"Oldham County, TX",54.0
2374,Texas,"Orange County, TX",60.0
2375,Texas,"Panola County, TX",60.0
2376,Texas,"Parmer County, TX",61.0
2377,Texas,"Pecos County, TX",60.0
2378,Texas,"Polk County, TX",58.0
2379,Texas,"Presidio County, TX",52.0
2380,Texas,"Real County, TX",40.0
2381,Texas,"Red River County, TX",51.0
2382,Texas,"Refugio County, TX",54.0
2383,Texas,"Robertson County, TX",54.0
2384,Texas,"Runnels County, TX",57.0
2385,Texas,"Rusk County, TX",49.0
2386,Texas,"Sabine County, TX",39.0
2387,Texas,"San Augustine County, TX",46.0
2388,Texas,"San Jacinto County, TX",53.0
2389,Texas,"San Saba County, TX",52.0
2390,Texas,"Shackelford County, TX",58.0
2391,Texas,"Shelby County, TX",56.0
2392,Texas,"Starr County, TX",51.0
2393,Texas,"Stephens County, TX",55.0
2394,Texas,"Stonewall County, TX",59.0
2395,Texas,"Swisher County, TX",61.0
2396,Texas,"Terrell County, TX",51.0
2397,Texas,"Tom Green County, TX",51.0
2398,Texas,"Travis County, TX",56.0
2399,Texas,"Trinity County, TX",49.0
2400,Texas,"Tyler County, TX",50.0
2401,Texas,"Upshur County, TX",59.0
2402,Texas,"Upton County, TX",60.0
2403,Texas,"Uvalde County, TX",61.0
2404,Texas,"Val Verde County, TX",61.0
2405,Texas,"Van Zandt County, TX",55.0
2406,Texas,"Waller County, TX",60.0
2407,Texas,"Webb County, TX",54.0
2408,Texas,"Brazos County, TX",55.0
2409,Texas,"Hunt County, TX",61.0
2410,Texas,"Palo Pinto County, TX",53.0
2411,Texas,"Willacy County, TX",52.0
2412,Texas,"Williamson County, TX",57.0
2413,Texas,"Wood County, TX",57.0
2414,Texas,"Zapata County, TX",50.0
2415,Texas,"Zavala County, TX",51.0
2416,Texas,"Nacogdoches County, TX",0.0
2417,Texas,"Gregg County, TX",0.0
2418,Texas,"Denton County, TX",0.0
2419,Texas,"Hopkins County, TX",58.0
2420,Texas,"Grayson County, TX",61.0
2421,Texas,"Jasper County, TX",57.0
2422,Texas,"Jefferson County, TX",60.0
2423,Texas,"Lavaca County, TX",56.0
2424,Texas,"Lubbock County, TX",61.0
2425,Texas,"Comal County, TX",62.0
2426,Utah,"Daggett County, UT",58.0
2427,Utah,"Washington County, UT",56.0
2428,Utah,"Carbon County, UT",53.0
2429,Utah,"Emery County, UT",58.0
2430,Utah,"Salt Lake County, UT",58.66666666666666
2431,Utah,"Kane County, UT",57.0
2432,Utah,"Piute County, UT",45.0
2433,Utah,"Rich County, UT",60.0
2434,Utah,"San Juan County, UT",41.0
2435,Utah,"Sanpete County, UT",54.0
2436,Utah,"Uintah County, UT",61.0
2437,Utah,"Wayne County, UT",57.0
2438,Utah,"Weber County, UT",58.0
2439,Utah,"Juab County, UT",52.0
2440,Utah,"Utah County, UT",0.0
2441,Utah,"Davis County, UT",52.0
2442,Utah,"Sevier County, UT",60.0
2443,Utah,"Garfield County, UT",60.0
2444,Utah,"Grand County, UT",0.0
2445,Vermont,"Caledonia County, VT",27.75
2446,Vermont,"Essex County, VT",18.33333333333333
2447,Vermont,"Orleans County, VT",35.4
2448,Vermont,"Franklin County, VT",61.0
2449,Vermont,"Grand Isle County, VT",61.0
2450,Vermont,"Windsor County, VT",55.0
2451,Vermont,"Chittenden County, VT",67.0
2452,Vermont,"Addison County, VT",66.5
2453,Vermont,"Washington County, VT",57.0
2454,Vermont,"Orange County, VT",23.0
2455,Vermont,"Lamoille County, VT",52.0
2456,Vermont,"Bennington County, VT",61.0
2457,Vermont,"Rutland County, VT",70.0
2458,Virginia,"Accomack County, VA",50.0
2459,Virginia,"Albemarle County, VA",58.0
2460,Virginia,"Amelia County, VA",59.0
2461,Virginia,"Wise County, VA",56.333333333333336
2462,Virginia,"Alexandria City, VA",30.5
2463,Virginia,"Arlington County, VA",30.5
2464,Virginia,"Bath County, VA",59.0
2465,Virginia,"Bedford County, VA",60.0
2466,Virginia,"Bland County, VA",54.0
2467,Virginia,"Bristol City, VA",54.0
2468,Virginia,"Brunswick County, VA",49.0
2469,Virginia,"Buchanan County, VA",46.0
2470,Virginia,"Buckingham County, VA",56.0
2471,Virginia,"Caroline County, VA",43.0
2472,Virginia,"Carroll County, VA",57.0
2473,Virginia,"Culpeper County, VA",42.0
2474,Virginia,"Charles City County, VA",61.0
2475,Virginia,"Charlotte County, VA",58.0
2476,Virginia,"Charlottesville City, VA",50.0
2477,Virginia,"Chesapeake City, VA",55.0
2478,Virginia,"Chesterfield County, VA",58.0
2479,Virginia,"Smyth County, VA",59.5
2480,Virginia,"Clarke County, VA",48.0
2481,Virginia,"Craig County, VA",56.0
2482,Virginia,"Cumberland County, VA",61.0
2483,Virginia,"Danville City, VA",59.0
2484,Virginia,"Dickenson County, VA",62.0
2485,Virginia,"Dinwiddie County, VA",57.0
2486,Virginia,"Lynchburg City, VA",54.0
2487,Virginia,"Emporia City, VA",48.0
2488,Virginia,"Essex County, VA",61.0
2489,Virginia,"Floyd County, VA",61.0
2490,Virginia,"Fluvanna County, VA",59.0
2491,Virginia,"Franklin City, VA",59.0
2492,Virginia,"Franklin County, VA",57.0
2493,Virginia,"Fredericksburg City, VA",58.0
2494,Virginia,"Giles County, VA",60.0
2495,Virginia,"Goochland County, VA",60.0
2496,Virginia,"Grayson County, VA",51.0
2497,Virginia,"Greene County, VA",48.0
2498,Virginia,"Greensville County, VA",42.0
2499,Virginia,"Halifax County, VA",52.0
2500,Virginia,"Hampton City, VA",57.5
2501,Virginia,"Newport News City, VA",60.5
2502,Virginia,"Harrisonburg City, VA",56.0
2503,Virginia,"Henrico County, VA",58.0
2504,Virginia,"Henry County, VA",60.0
2505,Virginia,"Martinsville City, VA",59.0
2506,Virginia,"Isle of Wight County, VA",42.0
2507,Virginia,"King and Queen County, VA",61.0
2508,Virginia,"King George County, VA",60.0
2509,Virginia,"King William County, VA",56.0
2510,Virginia,"Lancaster County, VA",55.0
2511,Virginia,"Lee County, VA",61.0
2512,Virginia,"Spotsylvania County, VA",58.0
2513,Virginia,"Loudoun County, VA",59.5
2514,Virginia,"Louisa County, VA",61.0
2515,Virginia,"Lunenburg County, VA",51.0
2516,Virginia,"Madison County, VA",58.0
2517,Virginia,"Mathews County, VA",57.0
2518,Virginia,"Mecklenburg County, VA",47.0
2519,Virginia,"Middlesex County, VA",53.0
2520,Virginia,"Montgomery County, VA",60.0
2521,Virginia,"New Kent County, VA",53.0
2522,Virginia,"Norfolk City, VA",53.66666666666666
2523,Virginia,"Northampton County, VA",58.0
2524,Virginia,"Botetourt County, VA",58.0
2525,Virginia,"Fauquier County, VA",62.0
2526,Virginia,"Northumberland County, VA",43.0
2527,Virginia,"Roanoke City, VA",52.0
2528,Virginia,"Nottoway County, VA",59.0
2529,Virginia,"Orange County, VA",58.0
2530,Virginia,"Patrick County, VA",49.0
2531,Virginia,"Petersburg City, VA",59.0
2532,Virginia,"Gloucester County, VA",61.0
2533,Virginia,"Pittsylvania County, VA",60.0
2534,Virginia,"Portsmouth City, VA",56.5
2535,Virginia,"Powhatan County, VA",59.5
2536,Virginia,"Prince Edward County, VA",59.0
2537,Virginia,"Radford City, VA",50.0
2538,Virginia,"Rappahannock County, VA",55.0
2539,Virginia,"Richmond City, VA",57.5
2540,Virginia,"Richmond County, VA",61.0
2541,Virginia,"Russell County, VA",60.0
2542,Virginia,"Scott County, VA",54.0
2543,Virginia,"Shenandoah County, VA",59.0
2544,Virginia,"Southampton County, VA",61.0
2545,Virginia,"Stafford County, VA",58.0
2546,Virginia,"Suffolk City, VA",53.0
2547,Virginia,"Surry County, VA",61.0
2548,Virginia,"Sussex County, VA",60.0
2549,Virginia,"Tazewell County, VA",57.0
2550,Virginia,"Virginia Beach City, VA",57.333333333333336
2551,Virginia,"Washington County, VA",56.0
2552,Virginia,"Waynesboro City, VA",58.0
2553,Virginia,"Westmoreland County, VA",59.0
2554,Virginia,"Wythe County, VA",60.0
2555,Virginia,"York County, VA",54.0
2556,Virginia,"Augusta County, VA",60.0
2557,Virginia,"Staunton City, VA",58.5
2558,Virginia,"Highland County, VA",46.0
2559,Virginia,"Nelson County, VA",57.0
2560,Virginia,"Norton City, VA",56.0
2561,Virginia,"Hopewell City, VA",57.0
2562,Virginia,"James City County, VA",49.0
2563,Virginia,"Williamsburg City, VA",49.0
2564,Virginia,"Alleghany County, VA",59.0
2565,Virginia,"Covington City, VA",59.0
2566,Virginia,"Amherst County, VA",60.0
2567,Virginia,"Appomattox County, VA",61.0
2568,Virginia,"Page County, VA",57.0
2569,Virginia,"Pulaski County, VA",60.0
2570,Virginia,"Winchester City, VA",59.0
2571,Virginia,"Buena Vista City, VA",60.0
2572,Virginia,"Lexington City, VA",60.0
2573,Virginia,"Rockbridge County, VA",60.0
2574,Virginia,"Manassas City, VA",68.0
2575,Virginia,"Manassas Park City, VA",68.0
2576,Virginia,"Prince William County, VA",68.5
2577,Virginia,"Fairfax County, VA",68.0
2578,Washington,"Asotin County, WA",53.0
2579,Washington,"Island County, WA",55.5
2580,Washington,"Snohomish County, WA",59.5
2581,Washington,"Clallam County, WA",57.0
2582,Washington,"Columbia County, WA",57.0
2583,Washington,"Cowlitz County, WA",54.0
2584,Washington,"Douglas County, WA",59.0
2585,Washington,"Kitsap County, WA",28.5
2586,Washington,"Ferry County, WA",58.0
2587,Washington,"Franklin County, WA",42.0
2588,Washington,"Grant County, WA",59.0
2589,Washington,"Clark County, WA",62.0
2590,Washington,"King County, WA",36.333333333333336
2591,Washington,"Stevens County, WA",59.0
2592,Washington,"San Juan County, WA",0.0
2593,Washington,"Okanogan County, WA",55.0
2594,Washington,"Adams County, WA",59.0
2595,Washington,"Pacific County, WA",61.0
2596,Washington,"Thurston County, WA",58.0
2597,Washington,"Pend Oreille County, WA",50.0
2598,Washington,"Pierce County, WA",61.0
2599,Washington,"Garfield County, WA",60.0
2600,Washington,"Grays Harbor County, WA",55.5
2601,Washington,"Mason County, WA",60.0
2602,Washington,"Spokane County, WA",56.0
2603,Washington,"Lincoln County, WA",59.0
2604,Washington,"Yakima County, WA",60.0
2605,Washington,"Lewis County, WA",0.0
2606,Washington,"Kittitas County, WA",60.0
2607,Washington,"Whatcom County, WA",58.0
2608,Washington,"Klickitat County, WA",58.0
2609,West Virginia,"Greenbrier County, WV",14.75
2610,West Virginia,"Barbour County, WV",59.0
2611,West Virginia,"Braxton County, WV",61.0
2612,West Virginia,"Cabell County, WV",50.5
2613,West Virginia,"Calhoun County, WV",55.0
2614,West Virginia,"Marshall County, WV",60.0
2615,West Virginia,"Clay County, WV",57.0
2616,West Virginia,"Raleigh County, WV",57.66666666666666
2617,West Virginia,"Doddridge County, WV",58.0
2618,West Virginia,"Grant County, WV",57.0
2619,West Virginia,"Hampshire County, WV",61.0
2620,West Virginia,"Hardy County, WV",49.0
2621,West Virginia,"Harrison County, WV",61.0
2622,West Virginia,"Randolph County, WV",60.0
2623,West Virginia,"Jackson County, WV",61.0
2624,West Virginia,"Jefferson County, WV",47.0
2625,West Virginia,"Kanawha County, WV",41.5
2626,West Virginia,"Lewis County, WV",33.0
2627,West Virginia,"Lincoln County, WV",39.0
2628,West Virginia,"Logan County, WV",57.0
2629,West Virginia,"Mercer County, WV",55.0
2630,West Virginia,"Mason County, WV",45.0
2631,West Virginia,"McDowell County, WV",56.0
2632,West Virginia,"Mingo County, WV",58.0
2633,West Virginia,"Monongalia County, WV",61.0
2634,West Virginia,"Monroe County, WV",60.0
2635,West Virginia,"Nicholas County, WV",55.0
2636,West Virginia,"Ohio County, WV",52.0
2637,West Virginia,"Pleasants County, WV",61.0
2638,West Virginia,"Pocahontas County, WV",57.0
2639,West Virginia,"Preston County, WV",45.0
2640,West Virginia,"Putnam County, WV",48.0
2641,West Virginia,"Ritchie County, WV",62.0
2642,West Virginia,"Summers County, WV",46.0
2643,West Virginia,"Taylor County, WV",53.0
2644,West Virginia,"Tucker County, WV",61.0
2645,West Virginia,"Tyler County, WV",57.0
2646,West Virginia,"Upshur County, WV",51.0
2647,West Virginia,"Fayette County, WV",61.0
2648,West Virginia,"Wayne County, WV",50.0
2649,West Virginia,"Webster County, WV",57.0
2650,West Virginia,"Marion County, WV",55.0
2651,West Virginia,"Wyoming County, WV",60.0
2652,West Virginia,"Hancock County, WV",71.0
2653,West Virginia,"Pendleton County, WV",61.0
2654,West Virginia,"Gilmer County, WV",58.0
2655,West Virginia,"Mineral County, WV",63.0
2656,West Virginia,"Morgan County, WV",60.0
2657,West Virginia,"Roane County, WV",60.0
2658,West Virginia,"Wetzel County, WV",57.0
2659,West Virginia,"Boone County, WV",61.0
2660,West Virginia,"Wirt County, WV",61.0
2661,Wisconsin,"Oconto County, WI",57.5
2662,Wisconsin,"Adams County, WI",57.0
2663,Wisconsin,"Langlade County, WI",55.0
2664,Wisconsin,"Portage County, WI",61.0
2665,Wisconsin,"Shawano County, WI",60.0
2666,Wisconsin,"Trempealeau County, WI",56.0
2667,Wisconsin,"Iowa County, WI",57.5
2668,Wisconsin,"Lafayette County, WI",43.5
2669,Wisconsin,"Juneau County, WI",57.0
2670,Wisconsin,"Wood County, WI",60.0
2671,Wisconsin,"Taylor County, WI",30.5
2672,Wisconsin,"Bayfield County, WI",53.0
2673,Wisconsin,"Washburn County, WI",36.0
2674,Wisconsin,"Jackson County, WI",57.5
2675,Wisconsin,"Buffalo County, WI",54.0
2676,Wisconsin,"Burnett County, WI",56.0
2677,Wisconsin,"Fond du Lac County, WI",59.0
2678,Wisconsin,"Milwaukee County, WI",53.888888888888886
2679,Wisconsin,"Kenosha County, WI",54.0
2680,Wisconsin,"Racine County, WI",56.0
2681,Wisconsin,"Polk County, WI",58.0
2682,Wisconsin,"Barron County, WI",62.0
2683,Wisconsin,"Chippewa County, WI",60.0
2684,Wisconsin,"Clark County, WI",61.0
2685,Wisconsin,"Dunn County, WI",56.0
2686,Wisconsin,"Sawyer County, WI",51.0
2687,Wisconsin,"Crawford County, WI",54.0
2688,Wisconsin,"Douglas County, WI",54.0
2689,Wisconsin,"Pepin County, WI",54.0
2690,Wisconsin,"Eau Claire County, WI",60.0
2691,Wisconsin,"Waupaca County, WI",54.0
2692,Wisconsin,"Florence County, WI",55.0
2693,Wisconsin,"Forest County, WI",57.0
2694,Wisconsin,"Door County, WI",55.5
2695,Wisconsin,"St. Croix County, WI",60.0
2696,Wisconsin,"Rock County, WI",55.0
2697,Wisconsin,"Iron County, WI",55.0
2698,Wisconsin,"Monroe County, WI",61.0
2699,Wisconsin,"Marathon County, WI",60.0
2700,Wisconsin,"Marinette County, WI",55.5
2701,Wisconsin,"Marquette County, WI",51.0
2702,Wisconsin,"Menominee County, WI",60.0
2703,Wisconsin,"Grant County, WI",60.0
2704,Wisconsin,"Price County, WI",60.0
2705,Wisconsin,"Rusk County, WI",59.0
2706,Wisconsin,"Vernon County, WI",60.0
2707,Wisconsin,"Vilas County, WI",61.0
2708,Wisconsin,"Waushara County, WI",57.0
2709,Wisconsin,"Waukesha County, WI",59.0
2710,Wisconsin,"Brown County, WI",59.0
2711,Wisconsin,"Sheboygan County, WI",51.0
2712,Wisconsin,"Jefferson County, WI",56.0
2713,Wisconsin,"Walworth County, WI",56.0
2714,Wisconsin,"Winnebago County, WI",0.0
2715,Wisconsin,"Dane County, WI",0.0
2716,Wyoming,"Fremont County, WY",58.5
2717,Wyoming,"Park County, WY",71.5
2718,Wyoming,"Carbon County, WY",58.0
2719,Wyoming,"Goshen County, WY",61.0
2720,Wyoming,"Big Horn County, WY",59.0
2721,Wyoming,"Hot Springs County, WY",49.0
2722,Wyoming,"Crook County, WY",56.0
2723,Wyoming,"Natrona County, WY",58.333333333333336
2724,Wyoming,"Niobrara County, WY",61.0
2725,Wyoming,"Albany County, WY",57.0
2726,Wyoming,"Sheridan County, WY",71.0
2727,Wyoming,"Laramie County, WY",60.0
2728,Wyoming,"Sweetwater County, WY",59.0
2729,Wyoming,"Sublette County, WY",76.0
2730,Wyoming,"Teton County, WY",81.0
