,Primary_State_Name,County,Index_of_Medical_Underservice_Score
936,Kentucky,"Magoffin County, KY",61.0
937,Kentucky,"Marion County, KY",42.0
938,Kentucky,"Marshall County, KY",59.0
939,Kentucky,"Martin County, KY",58.0
940,Kentucky,"Mason County, KY",57.0
941,Kentucky,"McCreary County, KY",50.0
942,Kentucky,"McLean County, KY",55.0
943,Kentucky,"Meade County, KY",60.0
944,Kentucky,"Menifee County, KY",49.0
945,Kentucky,"Mercer County, KY",59.0
946,Kentucky,"Metcalfe County, KY",53.0
947,Kentucky,"Monroe County, KY",62.0
948,Kentucky,"Montgomery County, KY",55.0
949,Kentucky,"Morgan County, KY",54.0
950,Kentucky,"Muhlenberg County, KY",61.0
951,Kentucky,"Nelson County, KY",54.0
952,Kentucky,"Nicholas County, KY",51.0
953,Kentucky,"Ohio County, KY",56.0
954,Kentucky,"Owen County, KY",57.0
955,Kentucky,"Owsley County, KY",49.0
956,Kentucky,"Pike County, KY",44.0
957,Kentucky,"Powell County, KY",60.0
958,Kentucky,"Pulaski County, KY",58.0
959,Kentucky,"Robertson County, KY",46.0
960,Kentucky,"Rockcastle County, KY",59.0
961,Kentucky,"Russell County, KY",59.0
962,Kentucky,"Scott County, KY",55.0
963,Kentucky,"Warren County, KY",59.0
964,Kentucky,"Hardin County, KY",53.0
965,Kentucky,"Lawrence County, KY",53.0
966,Kentucky,"Spencer County, KY",45.0
967,Kentucky,"Taylor County, KY",59.0
968,Kentucky,"Todd County, KY",62.0
969,Kentucky,"Trigg County, KY",60.0
970,Kentucky,"Trimble County, KY",59.0
971,Kentucky,"Union County, KY",57.0
972,Kentucky,"Washington County, KY",61.0
973,Kentucky,"Wayne County, KY",56.0
974,Kentucky,"Webster County, KY",61.0
975,Kentucky,"Barren County, KY",58.0
976,Kentucky,"Whitley County, KY",58.0
977,Kentucky,"Wolfe County, KY",61.0
978,Kentucky,"Crittenden County, KY",58.0
979,Louisiana,"Acadia Parish, LA",61.0
980,Louisiana,"Allen Parish, LA",60.0
981,Louisiana,"Ascension Parish, LA",56.0
982,Louisiana,"Assumption Parish, LA",59.0
983,Louisiana,"Avoyelles Parish, LA",58.0
984,Louisiana,"Beauregard Parish, LA",49.0
985,Louisiana,"Bienville Parish, LA",51.0
986,Louisiana,"Bossier Parish, LA",52.5
987,Louisiana,"Jefferson Parish, LA",53.5
988,Louisiana,"Caddo Parish, LA",53.0
989,Louisiana,"Calcasieu Parish, LA",54.0
990,Louisiana,"Caldwell Parish, LA",57.0
991,Louisiana,"Cameron Parish, LA",55.5
992,Louisiana,"Catahoula Parish, LA",58.0
993,Louisiana,"Claiborne Parish, LA",46.0
994,Louisiana,"Concordia Parish, LA",50.0
995,Louisiana,"De Soto Parish, LA",54.0
996,Louisiana,"East Baton Rouge Parish, LA",59.0
997,Louisiana,"East Carroll Parish, LA",59.0
998,Louisiana,"East Feliciana Parish, LA",60.0
999,Louisiana,"Evangeline Parish, LA",34.0
1000,Louisiana,"Lafayette Parish, LA",53.0
1001,Louisiana,"Franklin Parish, LA",49.0
1002,Louisiana,"Grant Parish, LA",58.0
1003,Louisiana,"Iberia Parish, LA",57.0
1004,Louisiana,"Iberville Parish, LA",61.0
1005,Louisiana,"Jackson Parish, LA",52.0
1006,Louisiana,"Jefferson Davis Parish, LA",60.0
1007,Louisiana,"Lafourche Parish, LA",55.0
1008,Louisiana,"LaSalle Parish, LA",60.0
1009,Louisiana,"Lincoln Parish, LA",60.0
1010,Louisiana,"Livingston Parish, LA",53.0
1011,Louisiana,"Madison Parish, LA",42.0
1012,Louisiana,"Morehouse Parish, LA",58.0
1013,Louisiana,"Natchitoches Parish, LA",56.0
1014,Louisiana,"Orleans Parish, LA",54.5
1015,Louisiana,"Plaquemines Parish, LA",49.0
1016,Louisiana,"Pointe Coupee Parish, LA",54.0
1017,Louisiana,"Ouachita Parish, LA",53.5
1018,Louisiana,"Rapides Parish, LA",54.0
1019,Louisiana,"Red River Parish, LA",45.0
1020,Louisiana,"Richland Parish, LA",59.0
1021,Louisiana,"Sabine Parish, LA",56.0
1022,Louisiana,"St. Bernard Parish, LA",52.0
1023,Louisiana,"St. Charles Parish, LA",55.0
1024,Louisiana,"St. Helena Parish, LA",52.0
1025,Louisiana,"St. James Parish, LA",60.0
1026,Louisiana,"St. John the Baptist Parish, LA",61.0
1027,Louisiana,"St. Landry Parish, LA",40.0
1028,Louisiana,"St. Martin Parish, LA",59.0
1029,Louisiana,"St. Mary Parish, LA",58.0
1030,Louisiana,"St. Tammany Parish, LA",55.0
1031,Louisiana,"Tangipahoa Parish, LA",57.0
1032,Louisiana,"Tensas Parish, LA",41.0
1033,Louisiana,"Terrebonne Parish, LA",57.0
1034,Louisiana,"Union Parish, LA",51.0
1035,Louisiana,"Vermilion Parish, LA",53.0
1036,Louisiana,"Vernon Parish, LA",37.0
1037,Louisiana,"Washington Parish, LA",57.0
1038,Louisiana,"Webster Parish, LA",62.0
1039,Louisiana,"West Baton Rouge Parish, LA",59.0
1040,Louisiana,"West Carroll Parish, LA",57.0
1041,Louisiana,"West Feliciana Parish, LA",61.0
1042,Louisiana,"Winn Parish, LA",55.0
1043,Maine,"Androscoggin County, ME",57.75
1044,Maine,"Kennebec County, ME",59.0
1045,Maine,"Somerset County, ME",28.0
1046,Maine,"Knox County, ME",53.0
1047,Maine,"Aroostook County, ME",46.16666666666666
1048,Maine,"Penobscot County, ME",40.25
1049,Maine,"Cumberland County, ME",54.0
1050,Maine,"Washington County, ME",26.75
1051,Maine,"Franklin County, ME",39.66666666666666
1052,Maine,"Piscataquis County, ME",56.333333333333336
1053,Maine,"Lincoln County, ME",54.0
1054,Maine,"Oxford County, ME",45.4
1055,Maine,"York County, ME",65.5
1056,Maine,"Sagadahoc County, ME",56.0
1057,Maine,"Hancock County, ME",38.75
1058,Maine,"Waldo County, ME",60.0
1059,Maryland,"Prince George's County, MD",38.833333333333336
1060,Maryland,"Montgomery County, MD",28.5
1061,Maryland,"Baltimore City, MD",54.85714285714285
1062,Maryland,"Calvert County, MD",60.0
1063,Maryland,"Caroline County, MD",60.0
1064,Maryland,"St. Mary's County, MD",52.5
1065,Maryland,"Charles County, MD",37.66666666666666
1066,Maryland,"Cecil County, MD",58.0
1067,Maryland,"Queen Anne's County, MD",57.5
1068,Maryland,"Frederick County, MD",58.0
1069,Maryland,"Garrett County, MD",42.0
1070,Maryland,"Washington County, MD",57.8
1071,Maryland,"Baltimore County, MD",61.0
1072,Maryland,"Kent County, MD",61.0
1073,Maryland,"Anne Arundel County, MD",61.5
1074,Maryland,"Somerset County, MD",58.0
1075,Maryland,"Wicomico County, MD",57.5
1076,Maryland,"Talbot County, MD",55.0
1077,Maryland,"Worcester County, MD",58.0
1078,Maryland,"Allegany County, MD",56.0
1079,Maryland,"Dorchester County, MD",53.0
1080,Maryland,"Harford County, MD",68.0
1081,Maryland,"Carroll County, MD",67.0
1082,Massachusetts,"Barnstable County, MA",56.333333333333336
1083,Massachusetts,"Berkshire County, MA",46.0
1084,Massachusetts,"Hampden County, MA",57.875
1085,Massachusetts,"Bristol County, MA",58.0
1086,Massachusetts,"Worcester County, MA",49.42857142857143
1087,Massachusetts,"Plymouth County, MA",50.5
1088,Massachusetts,"Essex County, MA",57.4
1089,Massachusetts,"Franklin County, MA",19.666666666666668
1090,Massachusetts,"Hampshire County, MA",61.0
1091,Massachusetts,"Middlesex County, MA",60.0
1092,Massachusetts,"Norfolk County, MA",57.0
1093,Massachusetts,"Suffolk County, MA",52.0
1094,Massachusetts,"Dukes County, MA",90.0
1095,Michigan,"Wayne County, MI",48.42105263157895
1096,Michigan,"Alcona County, MI",52.0
1097,Michigan,"Alger County, MI",53.0
1098,Michigan,"Allegan County, MI",59.0
1099,Michigan,"Antrim County, MI",61.0
1100,Michigan,"Arenac County, MI",56.0
1101,Michigan,"Iosco County, MI",58.5
1102,Michigan,"Delta County, MI",50.0
1103,Michigan,"Baraga County, MI",59.0
1104,Michigan,"Calhoun County, MI",54.0
1105,Michigan,"Charlevoix County, MI",56.5
1106,Michigan,"Berrien County, MI",64.0
1107,Michigan,"Branch County, MI",49.0
1108,Michigan,"Newaygo County, MI",55.5
1109,Michigan,"Osceola County, MI",53.0
1110,Michigan,"Cass County, MI",60.0
1111,Michigan,"Macomb County, MI",25.0
1112,Michigan,"Ottawa County, MI",59.0
1113,Michigan,"Ingham County, MI",59.5
1114,Michigan,"Cheboygan County, MI",60.0
1115,Michigan,"Chippewa County, MI",55.0
1116,Michigan,"Oakland County, MI",55.0
1117,Michigan,"Crawford County, MI",61.0
1118,Michigan,"Emmet County, MI",73.0
1119,Michigan,"Sanilac County, MI",57.5
1120,Michigan,"Genesee County, MI",48.66666666666666
1121,Michigan,"Gogebic County, MI",56.0
1122,Michigan,"Gratiot County, MI",61.0
1123,Michigan,"Hillsdale County, MI",49.0
1124,Michigan,"Houghton County, MI",56.0
1125,Michigan,"Iron County, MI",45.0
1126,Michigan,"Kalkaska County, MI",60.0
1127,Michigan,"Keweenaw County, MI",50.0
1128,Michigan,"Lake County, MI",21.0
1129,Michigan,"Leelanau County, MI",61.0
1130,Michigan,"Clare County, MI",59.0
1131,Michigan,"Gladwin County, MI",59.0
1132,Michigan,"Ogemaw County, MI",61.0
1133,Michigan,"Isabella County, MI",56.0
1134,Michigan,"Mackinac County, MI",54.0
1135,Michigan,"Manistee County, MI",58.5
1136,Michigan,"Mecosta County, MI",61.0
1137,Michigan,"Menominee County, MI",59.0
1138,Michigan,"Midland County, MI",59.0
1139,Michigan,"Missaukee County, MI",49.0
1140,Michigan,"Monroe County, MI",58.5
1141,Michigan,"Montmorency County, MI",55.0
1142,Michigan,"Oceana County, MI",46.0
1143,Michigan,"Ontonagon County, MI",61.0
1144,Michigan,"Oscoda County, MI",50.0
1145,Michigan,"Presque Isle County, MI",55.0
1146,Michigan,"Roscommon County, MI",52.0
1147,Michigan,"Saginaw County, MI",51.0
1148,Michigan,"St. Clair County, MI",64.0
1149,Michigan,"St. Joseph County, MI",61.0
1150,Michigan,"Livingston County, MI",61.0
1151,Michigan,"Washtenaw County, MI",68.33333333333333
1152,Michigan,"Van Buren County, MI",59.5
1153,Michigan,"Jackson County, MI",0.0
1154,Michigan,"Barry County, MI",0.0
1155,Michigan,"Eaton County, MI",0.0
1156,Michigan,"Montcalm County, MI",0.0
1157,Michigan,"Lenawee County, MI",0.0
1158,Michigan,"Muskegon County, MI",0.0
1159,Michigan,"Shiawassee County, MI",74.0
1160,Michigan,"Wexford County, MI",0.0
1161,Michigan,"Kent County, MI",70.0
1162,Michigan,"Marquette County, MI",75.0
1163,Michigan,"Kalamazoo County, MI",46.0
1164,Michigan,"Alpena County, MI",57.0
1165,Michigan,"Benzie County, MI",57.0
1166,Michigan,"Huron County, MI",58.0
1167,Michigan,"Grand Traverse County, MI",50.0
1168,Minnesota,"Mower County, MN",59.0
1169,Minnesota,"Aitkin County, MN",51.0
1170,Minnesota,"St. Louis County, MN",56.0
1171,Minnesota,"Lyon County, MN",53.5
1172,Minnesota,"Otter Tail County, MN",53.142857142857146
1173,Minnesota,"Beltrami County, MN",57.0
1174,Minnesota,"Benton County, MN",57.5
1175,Minnesota,"Morrison County, MN",50.0
1176,Minnesota,"Sherburne County, MN",60.0
1177,Minnesota,"McLeod County, MN",56.5
1178,Minnesota,"Cass County, MN",50.0
1179,Minnesota,"Hennepin County, MN",52.25
1180,Minnesota,"Clay County, MN",53.5
1181,Minnesota,"Clearwater County, MN",55.0
1182,Minnesota,"Big Stone County, MN",50.0
1183,Minnesota,"Wright County, MN",59.0
1184,Minnesota,"Stearns County, MN",59.66666666666666
1185,Minnesota,"Ramsey County, MN",56.0
1186,Minnesota,"Itasca County, MN",53.5
1187,Minnesota,"Becker County, MN",52.0
1188,Minnesota,"Dodge County, MN",54.0
1189,Minnesota,"Mille Lacs County, MN",53.0
1190,Minnesota,"Wabasha County, MN",52.0
1191,Minnesota,"Nobles County, MN",49.0
1192,Minnesota,"Rice County, MN",59.0
1193,Minnesota,"Renville County, MN",52.75
1194,Minnesota,"Fillmore County, MN",58.0
1195,Minnesota,"Meeker County, MN",60.0
1196,Minnesota,"Grant County, MN",59.0
1197,Minnesota,"Houston County, MN",60.0
1198,Minnesota,"Koochiching County, MN",52.333333333333336
1199,Minnesota,"Lincoln County, MN",55.5
1200,Minnesota,"Jackson County, MN",60.0
1201,Minnesota,"Kittson County, MN",61.0
1202,Minnesota,"Chisago County, MN",51.5
1203,Minnesota,"Pope County, MN",53.0
1204,Minnesota,"Mahnomen County, MN",59.0
1205,Minnesota,"Marshall County, MN",61.0
1206,Minnesota,"Martin County, MN",57.66666666666666
1207,Minnesota,"Carlton County, MN",51.0
1208,Minnesota,"Murray County, MN",59.0
1209,Minnesota,"Winona County, MN",59.0
1210,Minnesota,"Norman County, MN",61.0
1211,Minnesota,"Wadena County, MN",60.0
1212,Minnesota,"Nicollet County, MN",60.0
1213,Minnesota,"Pennington County, MN",62.0
1214,Minnesota,"Pine County, MN",60.0
1215,Minnesota,"Polk County, MN",59.0
1216,Minnesota,"Red Lake County, MN",51.0
1217,Minnesota,"Redwood County, MN",61.0
1218,Minnesota,"Roseau County, MN",58.0
1219,Minnesota,"Sibley County, MN",61.0
1220,Minnesota,"Waseca County, MN",30.0
1221,Minnesota,"Swift County, MN",60.0
1222,Minnesota,"Todd County, MN",53.5
1223,Minnesota,"Traverse County, MN",61.0
1224,Minnesota,"Pipestone County, MN",60.5
1225,Minnesota,"Watonwan County, MN",59.0
1226,Minnesota,"Cottonwood County, MN",57.0
1227,Minnesota,"Wilkin County, MN",59.0
1228,Minnesota,"Douglas County, MN",60.0
1229,Minnesota,"Yellow Medicine County, MN",60.0
1230,Minnesota,"Cook County, MN",57.0
1231,Minnesota,"Hubbard County, MN",58.0
1232,Minnesota,"Lac qui Parle County, MN",59.0
1233,Minnesota,"Lake of the Woods County, MN",51.0
1234,Minnesota,"Rock County, MN",60.0
1235,Minnesota,"Brown County, MN",58.0
1236,Minnesota,"Blue Earth County, MN",30.0
1237,Minnesota,"Faribault County, MN",60.0
1238,Minnesota,"Freeborn County, MN",60.0
1239,Minnesota,"Lake County, MN",57.0
1240,Mississippi,"Adams County, MS",51.0
1241,Mississippi,"Alcorn County, MS",44.0
1242,Mississippi,"Amite County, MS",29.0
1243,Mississippi,"Attala County, MS",40.0
1244,Mississippi,"Benton County, MS",23.0
1245,Mississippi,"Bolivar County, MS",34.0
1246,Mississippi,"Calhoun County, MS",37.0
1247,Mississippi,"Carroll County, MS",43.0
1248,Mississippi,"Chickasaw County, MS",31.0
1249,Mississippi,"Choctaw County, MS",44.0
1250,Mississippi,"Claiborne County, MS",26.0
1251,Mississippi,"Clarke County, MS",42.0
1252,Mississippi,"Clay County, MS",40.0
1253,Mississippi,"Coahoma County, MS",29.0
1254,Mississippi,"Copiah County, MS",38.0
1255,Mississippi,"Covington County, MS",48.0
1256,Mississippi,"DeSoto County, MS",47.0
1257,Mississippi,"Forrest County, MS",54.0
1258,Mississippi,"Jackson County, MS",59.0
1259,Mississippi,"Franklin County, MS",57.0
1260,Mississippi,"George County, MS",53.0
1261,Mississippi,"Greene County, MS",36.0
1262,Mississippi,"Grenada County, MS",41.0
1263,Mississippi,"Hancock County, MS",49.0
1264,Mississippi,"Harrison County, MS",53.5
1265,Mississippi,"Hinds County, MS",55.25
1266,Mississippi,"Holmes County, MS",31.0
1267,Mississippi,"Humphreys County, MS",32.0
1268,Mississippi,"Issaquena County, MS",19.0
1269,Mississippi,"Itawamba County, MS",48.0
1270,Mississippi,"Jasper County, MS",38.0
1271,Mississippi,"Jefferson Davis County, MS",26.0
1272,Mississippi,"Jefferson County, MS",37.0
1273,Mississippi,"Jones County, MS",45.0
1274,Mississippi,"Kemper County, MS",22.0
1275,Mississippi,"Lafayette County, MS",53.0
1276,Mississippi,"Lamar County, MS",41.0
1277,Mississippi,"Lauderdale County, MS",53.0
1278,Mississippi,"Lawrence County, MS",51.0
1279,Mississippi,"Leake County, MS",36.0
1280,Mississippi,"Lee County, MS",57.0
1281,Mississippi,"Leflore County, MS",29.0
1282,Mississippi,"Lincoln County, MS",45.0
1283,Mississippi,"Lowndes County, MS",45.0
1284,Mississippi,"Madison County, MS",36.0
1285,Mississippi,"Marion County, MS",40.0
1286,Mississippi,"Marshall County, MS",26.0
1287,Mississippi,"Monroe County, MS",44.0
1288,Mississippi,"Montgomery County, MS",27.0
1289,Mississippi,"Neshoba County, MS",38.0
1290,Mississippi,"Newton County, MS",32.0
1291,Mississippi,"Noxubee County, MS",26.0
1292,Mississippi,"Oktibbeha County, MS",47.0
1293,Mississippi,"Panola County, MS",31.0
1294,Mississippi,"Pearl River County, MS",43.0
1295,Mississippi,"Perry County, MS",44.0
1296,Mississippi,"Pike County, MS",52.0
1297,Mississippi,"Pontotoc County, MS",44.0
1298,Mississippi,"Prentiss County, MS",42.0
1299,Mississippi,"Quitman County, MS",32.0
1300,Mississippi,"Rankin County, MS",52.66666666666666
1301,Mississippi,"Scott County, MS",38.0
1302,Mississippi,"Sharkey County, MS",30.0
1303,Mississippi,"Simpson County, MS",42.0
1304,Mississippi,"Smith County, MS",44.0
1305,Mississippi,"Stone County, MS",45.0
1306,Mississippi,"Sunflower County, MS",32.0
1307,Mississippi,"Tallahatchie County, MS",30.0
1308,Mississippi,"Tate County, MS",35.0
1309,Mississippi,"Tippah County, MS",56.0
1310,Mississippi,"Tishomingo County, MS",58.0
1311,Mississippi,"Tunica County, MS",30.0
1312,Mississippi,"Union County, MS",43.0
1313,Mississippi,"Walthall County, MS",30.0
1314,Mississippi,"Warren County, MS",50.0
1315,Mississippi,"Washington County, MS",39.0
1316,Mississippi,"Wayne County, MS",35.0
1317,Mississippi,"Webster County, MS",32.0
1318,Mississippi,"Wilkinson County, MS",32.0
1319,Mississippi,"Winston County, MS",32.0
1320,Mississippi,"Yalobusha County, MS",25.0
1321,Mississippi,"Yazoo County, MS",32.0
1322,Missouri,"Camden County, MO",57.5
1323,Missouri,"Saline County, MO",21.5
1324,Missouri,"Atchison County, MO",59.0
1325,Missouri,"Nodaway County, MO",55.0
1326,Missouri,"Callaway County, MO",51.0
1327,Missouri,"Osage County, MO",54.5
1328,Missouri,"Vernon County, MO",56.333333333333336
1329,Missouri,"Barry County, MO",50.0
1330,Missouri,"Benton County, MO",44.0
1331,Missouri,"Andrew County, MO",57.0
1332,Missouri,"Linn County, MO",58.0
1333,Missouri,"Bollinger County, MO",46.0
1334,Missouri,"Gasconade County, MO",47.0
1335,Missouri,"Buchanan County, MO",51.0
1336,Missouri,"Caldwell County, MO",59.0
1337,Missouri,"Macon County, MO",52.5
1338,Missouri,"Cape Girardeau County, MO",47.0
1339,Missouri,"Carter County, MO",37.0
1340,Missouri,"Cedar County, MO",46.0
1341,Missouri,"Chariton County, MO",55.0
1342,Missouri,"Christian County, MO",60.0
1343,Missouri,"Crawford County, MO",50.0
1344,Missouri,"Ray County, MO",0.0
1345,Missouri,"Dade County, MO",50.0
1346,Missouri,"Dallas County, MO",41.0
1347,Missouri,"Montgomery County, MO",57.0
1348,Missouri,"DeKalb County, MO",46.0
1349,Missouri,"Douglas County, MO",40.0
1350,Missouri,"Dunklin County, MO",54.0
1351,Missouri,"Polk County, MO",53.5
1352,Missouri,"Laclede County, MO",56.0
1353,Missouri,"Gentry County, MO",56.0
1354,Missouri,"Miller County, MO",56.0
1355,Missouri,"Barton County, MO",58.0
1356,Missouri,"Greene County, MO",58.0
1357,Missouri,"Grundy County, MO",47.0
1358,Missouri,"Harrison County, MO",42.0
1359,Missouri,"Wright County, MO",58.0
1360,Missouri,"Hickory County, MO",59.0
1361,Missouri,"Holt County, MO",57.0
1362,Missouri,"Howard County, MO",44.0
1363,Missouri,"Bates County, MO",56.0
1364,Missouri,"Howell County, MO",61.0
1365,Missouri,"Carroll County, MO",57.0
1366,Missouri,"Iron County, MO",49.0
1367,Missouri,"Jackson County, MO",59.0
1368,Missouri,"Daviess County, MO",60.5
1369,Missouri,"Jefferson County, MO",61.0
1370,Missouri,"Lewis County, MO",60.0
1371,Missouri,"Lawrence County, MO",56.0
1372,Missouri,"Clark County, MO",57.0
1373,Missouri,"Morgan County, MO",52.0
1374,Missouri,"Taney County, MO",59.0
1375,Missouri,"Madison County, MO",60.0
1376,Missouri,"Johnson County, MO",60.0
1377,Missouri,"Maries County, MO",54.0
1378,Missouri,"Marion County, MO",61.0
1379,Missouri,"McDonald County, MO",42.0
1380,Missouri,"Mercer County, MO",30.0
1381,Missouri,"Mississippi County, MO",48.0
1382,Missouri,"Monroe County, MO",59.0
1383,Missouri,"Randolph County, MO",58.0
1384,Missouri,"Scott County, MO",53.0
1385,Missouri,"New Madrid County, MO",44.0
1386,Missouri,"Newton County, MO",61.0
1387,Missouri,"Oregon County, MO",35.0
1388,Missouri,"Ozark County, MO",49.0
1389,Missouri,"Pemiscot County, MO",31.0
1390,Missouri,"Pike County, MO",62.0
1391,Missouri,"Jasper County, MO",57.0
1392,Missouri,"Pulaski County, MO",58.0
1393,Missouri,"Putnam County, MO",38.0
1394,Missouri,"Ralls County, MO",59.0
1395,Missouri,"Reynolds County, MO",45.0
1396,Missouri,"Ripley County, MO",28.0
1397,Missouri,"St. Louis City, MO",57.90909090909091
1398,Missouri,"St. Louis County, MO",57.75
1399,Missouri,"Audrain County, MO",55.0
1400,Missouri,"Schuyler County, MO",58.0
1401,Missouri,"Scotland County, MO",60.0
1402,Missouri,"Shannon County, MO",52.0
1403,Missouri,"Shelby County, MO",56.0
1404,Missouri,"St. Clair County, MO",57.0
1405,Missouri,"Perry County, MO",51.0
1406,Missouri,"Stoddard County, MO",55.0
1407,Missouri,"Stone County, MO",49.0
1408,Missouri,"Sullivan County, MO",44.0
1409,Missouri,"Texas County, MO",49.0
1410,Missouri,"Washington County, MO",58.0
1411,Missouri,"Wayne County, MO",53.0
1412,Missouri,"Webster County, MO",54.0
1413,Missouri,"Worth County, MO",48.0
1414,Missouri,"Boone County, MO",44.0
1415,Missouri,"Dent County, MO",53.0
1416,Missouri,"Lafayette County, MO",60.0
1417,Missouri,"Phelps County, MO",61.0
1418,Missouri,"St. Charles County, MO",0.0
1419,Montana,"Carter County, MT",58.0
1420,Montana,"Fallon County, MT",58.0
1421,Montana,"Wibaux County, MT",58.0
1422,Montana,"Lake County, MT",0.0
1423,Montana,"Beaverhead County, MT",56.0
1424,Montana,"Big Horn County, MT",45.0
1425,Montana,"Blaine County, MT",48.0
1426,Montana,"Broadwater County, MT",61.0
1427,Montana,"Carbon County, MT",58.0
1428,Montana,"Cascade County, MT",53.5
1429,Montana,"Lewis and Clark County, MT",55.75
1430,Montana,"Teton County, MT",57.5
1431,Montana,"Chouteau County, MT",55.0
1432,Montana,"Pondera County, MT",59.0
1433,Montana,"Daniels County, MT",33.0
1434,Montana,"Flathead County, MT",59.5
1435,Montana,"Glacier County, MT",43.0
1436,Montana,"Golden Valley County, MT",59.0
1437,Montana,"Granite County, MT",61.0
1438,Montana,"Ravalli County, MT",48.0
1439,Montana,"Judith Basin County, MT",60.0
1440,Montana,"Liberty County, MT",53.0
1441,Montana,"Lincoln County, MT",59.0
1442,Montana,"McCone County, MT",52.0
1443,Montana,"Meagher County, MT",45.0
1444,Montana,"Custer County, MT",62.0
1445,Montana,"Garfield County, MT",62.0
1446,Montana,"Powder River County, MT",62.0
1447,Montana,"Prairie County, MT",62.0
1448,Montana,"Mineral County, MT",59.0
1449,Montana,"Musselshell County, MT",57.0
1450,Montana,"Park County, MT",62.0
1451,Montana,"Petroleum County, MT",56.0
1452,Montana,"Phillips County, MT",59.0
1453,Montana,"Powell County, MT",58.0
1454,Montana,"Roosevelt County, MT",44.0
1455,Montana,"Rosebud County, MT",57.0
1456,Montana,"Sanders County, MT",61.0
1457,Montana,"Sheridan County, MT",54.0
1458,Montana,"Madison County, MT",53.0
1459,Montana,"Silver Bow County, MT",60.0
1460,Montana,"Sweet Grass County, MT",49.0
1461,Montana,"Treasure County, MT",48.0
1462,Montana,"Valley County, MT",54.0
1463,Montana,"Hill County, MT",0.0
1464,Montana,"Yellowstone County, MT",72.0
1465,Montana,"Missoula County, MT",0.0
1466,Montana,"Toole County, MT",0.0
1467,Montana,"Fergus County, MT",52.0
1468,Montana,"Gallatin County, MT",54.0
1469,Montana,"Deer Lodge County, MT",52.0
1470,Montana,"Wheatland County, MT",52.0
1471,Nebraska,"Colfax County, NE",54.5
1472,Nebraska,"Harlan County, NE",54.0
1473,Nebraska,"Antelope County, NE",55.0
1474,Nebraska,"Custer County, NE",0.0
1475,Nebraska,"Arthur County, NE",57.0
1476,Nebraska,"Nemaha County, NE",60.0
1477,Nebraska,"Cass County, NE",56.0
1478,Nebraska,"Banner County, NE",58.0
1479,Nebraska,"Blaine County, NE",50.0
1480,Nebraska,"Boone County, NE",61.0
1481,Nebraska,"Boyd County, NE",51.0
1482,Nebraska,"Brown County, NE",50.0
1483,Nebraska,"Thayer County, NE",58.0
1484,Nebraska,"Cedar County, NE",46.0
1485,Nebraska,"Wayne County, NE",55.0
1486,Nebraska,"Chase County, NE",59.0
1487,Nebraska,"Saunders County, NE",53.66666666666666
1488,Nebraska,"Merrick County, NE",58.5
1489,Nebraska,"Clay County, NE",44.0
1490,Nebraska,"Dakota County, NE",59.0
1491,Nebraska,"Butler County, NE",47.0
1492,Nebraska,"Burt County, NE",59.0
1493,Nebraska,"Deuel County, NE",60.0
1494,Nebraska,"Dixon County, NE",56.0
1495,Nebraska,"Douglas County, NE",53.333333333333336
1496,Nebraska,"Dundy County, NE",57.0
1497,Nebraska,"Jefferson County, NE",53.5
1498,Nebraska,"Fillmore County, NE",56.0
1499,Nebraska,"Franklin County, NE",51.0
1500,Nebraska,"Frontier County, NE",58.0
1501,Nebraska,"Furnas County, NE",58.0
1502,Nebraska,"Garfield County, NE",51.0
1503,Nebraska,"Nance County, NE",58.0
1504,Nebraska,"Gosper County, NE",53.0
1505,Nebraska,"Grant County, NE",57.0
1506,Nebraska,"Greeley County, NE",54.0
1507,Nebraska,"Hayes County, NE",56.0
1508,Nebraska,"Madison County, NE",60.0
1509,Nebraska,"Hitchcock County, NE",36.0
1510,Nebraska,"Holt County, NE",52.0
1511,Nebraska,"Hooker County, NE",57.0
1512,Nebraska,"Keya Paha County, NE",50.0
1513,Nebraska,"Knox County, NE",56.0
1514,Nebraska,"Lancaster County, NE",60.0
1515,Nebraska,"Logan County, NE",57.0
1516,Nebraska,"Loup County, NE",32.0
1517,Nebraska,"Hall County, NE",67.0
1518,Nebraska,"McPherson County, NE",57.0
1519,Nebraska,"Valley County, NE",0.0
1520,Nebraska,"Nuckolls County, NE",52.0
1521,Nebraska,"Pawnee County, NE",59.0
1522,Nebraska,"Polk County, NE",59.0
1523,Nebraska,"Buffalo County, NE",47.0
1524,Nebraska,"Richardson County, NE",50.0
1525,Nebraska,"Rock County, NE",42.0
1526,Nebraska,"Howard County, NE",60.0
1527,Nebraska,"Saline County, NE",61.0
1528,Nebraska,"Sarpy County, NE",62.0
1529,Nebraska,"Sherman County, NE",41.0
1530,Nebraska,"Sioux County, NE",51.0
1531,Nebraska,"Johnson County, NE",56.5
1532,Nebraska,"Platte County, NE",58.0
1533,Nebraska,"Stanton County, NE",57.0
1534,Nebraska,"Thomas County, NE",57.0
1535,Nebraska,"Thurston County, NE",55.0
1536,Nebraska,"Wheeler County, NE",56.0
1537,Nebraska,"Cuming County, NE",58.0
1538,Nebraska,"Scotts Bluff County, NE",0.0
1539,Nebraska,"Adams County, NE",0.0
1540,Nebraska,"Dodge County, NE",62.0
1541,Nevada,"Clark County, NV",59.22222222222222
1542,Nevada,"Esmeralda County, NV",40.0
1543,Nevada,"Eureka County, NV",54.0
