average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
8,Idaho,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,294.7 ,"Jerome County, ID",54.5,22971,23433,23768,24066,24412,ID,47034,48590,50728,54020,56320
84,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,387.7 ,"Madison County, ID",55.0,37989,38972,39370,39261,39907,ID,38065,41199,40666,41827,46177
81,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,395.3 ,"Madison County, ID",55.0,37989,38972,39370,39261,39907,ID,38065,41199,40666,41827,46177
30,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,383.1 ,"Custer County, ID",58.0,4059,4084,4135,4250,4315,ID,45801,45591,44100,47682,49055
29,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,382.2 ,"Custer County, ID",58.0,4059,4084,4135,4250,4315,ID,45801,45591,44100,47682,49055
93,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,380.9 ,"Cassia County, ID",,23499,23479,23650,23791,24030,ID,47932,48983,51323,51804,53284
9,Idaho,All Cancer Sites,  White Hispanic,All Sexes,All Ages,281.7 ,"Cassia County, ID",,23499,23479,23650,23791,24030,ID,47932,48983,51323,51804,53284
83,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,394.7 ,"Cassia County, ID",,23499,23479,23650,23791,24030,ID,47932,48983,51323,51804,53284
10,Idaho,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,269.9 ,"Cassia County, ID",,23499,23479,23650,23791,24030,ID,47932,48983,51323,51804,53284
30,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,380.6 ,"Bear Lake County, ID",,5879,5927,6023,6044,6125,ID,48309,45875,51343,53780,54550
29,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,378.4 ,"Bear Lake County, ID",,5879,5927,6023,6044,6125,ID,48309,45875,51343,53780,54550
316,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,376.3 ,"Bannock County, ID",56.0,84184,84676,85482,86674,87808,ID,43298,48453,51093,51300,53306
14,Idaho,All Cancer Sites,  White Hispanic,All Sexes,All Ages,419.5 ,"Bannock County, ID",56.0,84184,84676,85482,86674,87808,ID,43298,48453,51093,51300,53306
302,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,375.6 ,"Bannock County, ID",56.0,84184,84676,85482,86674,87808,ID,43298,48453,51093,51300,53306
10,Idaho,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,431.2 ,"Bannock County, ID",56.0,84184,84676,85482,86674,87808,ID,43298,48453,51093,51300,53306
4,Idaho,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,249.1 ,"Bannock County, ID",56.0,84184,84676,85482,86674,87808,ID,43298,48453,51093,51300,53306
15,Idaho,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.0 ,"Bannock County, ID",56.0,84184,84676,85482,86674,87808,ID,43298,48453,51093,51300,53306
39,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 ,"Teton County, ID",58.0,10725,11165,11445,11651,12142,ID,58013,60745,63168,68749,73637
37,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,383.6 ,"Teton County, ID",58.0,10725,11165,11445,11651,12142,ID,58013,60745,63168,68749,73637
50,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,363.1 ,"Franklin County, ID",,12955,13320,13467,13704,13876,ID,53901,54427,55056,58170,55421
48,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,359.5 ,"Franklin County, ID",,12955,13320,13467,13704,13876,ID,53901,54427,55056,58170,55421
26,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,358.0 ,"Adams County, ID",61.0,3891,3941,4127,4234,4294,ID,39943,42310,43442,45311,50042
25,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,361.5 ,"Adams County, ID",61.0,3891,3941,4127,4234,4294,ID,39943,42310,43442,45311,50042
31,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,354.6 ,"Power County, ID",,7687,7681,7606,7700,7681,ID,44004,45933,45922,51921,50981
4,Idaho,All Cancer Sites,  White Hispanic,All Sexes,All Ages,366.9 ,"Power County, ID",,7687,7681,7606,7700,7681,ID,44004,45933,45922,51921,50981
26,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,360.5 ,"Power County, ID",,7687,7681,7606,7700,7681,ID,44004,45933,45922,51921,50981
4,Idaho,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,353.9 ,"Power County, ID",,7687,7681,7606,7700,7681,ID,44004,45933,45922,51921,50981
19,Idaho,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,318.9 ,"Oneida County, ID",56.0,4248,4296,4389,4462,4531,ID,47037,46596,60264,52602,55833
19,Idaho,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,326.1 ,"Oneida County, ID",56.0,4248,4296,4389,4462,4531,ID,47037,46596,60264,52602,55833
260,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,571.0 ,"Christian County, IL",60.0,33463,33230,33007,32653,32304,IL,49041,49324,52817,52936,51573
205,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,563.9 ,"Logan County, IL",52.0,29284,29166,29034,28912,28618,IL,58191,53052,56838,52959,53806
7,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,923.4 ,"Logan County, IL",52.0,29284,29166,29034,28912,28618,IL,58191,53052,56838,52959,53806
87,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,560.7 ,"Cass County, IL",57.0,12843,12672,12492,12312,12147,IL,46647,47511,50568,52486,51011
276,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,558.6 ,"Marion County, IL",58.5,38359,38045,37726,37381,37205,IL,43018,45698,45126,46096,52291
7,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,486.0 ,"Marion County, IL",58.5,38359,38045,37726,37381,37205,IL,43018,45698,45126,46096,52291
251,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,558.2 ,"Morgan County, IL",0.0,34673,34632,34245,34027,33658,IL,45259,48600,52357,48976,55937
9,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,673.3 ,"Morgan County, IL",0.0,34673,34632,34245,34027,33658,IL,45259,48600,52357,48976,55937
1246,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,552.1 ,"Sangamon County, IL",53.0,198898,198026,197072,195639,194672,IL,57591,55090,61519,62242,61768
109,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,550.4 ,"Sangamon County, IL",53.0,198898,198026,197072,195639,194672,IL,57591,55090,61519,62242,61768
103,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,550.9 ,"Clay County, IL",52.0,13401,13314,13270,13266,13184,IL,43577,43478,45028,45427,49377
685,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,547.0 ,"Macon County, IL",49.0,107343,106383,105399,104504,104009,IL,48302,47786,51828,50684,52259
96,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,537.2 ,"Macon County, IL",49.0,107343,106383,105399,104504,104009,IL,48302,47786,51828,50684,52259
294,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,546.3 ,"Grundy County, IL",,50363,50317,50622,50973,51054,IL,71928,71969,76214,79348,83135
3,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,761.0 ,"Grundy County, IL",,50363,50317,50622,50973,51054,IL,71928,71969,76214,79348,83135
30,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,545.3 ,"Pulaski County, IL",25.0,5657,5604,5520,5434,5335,IL,35135,35875,38846,38400,38506
12,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,442.3 ,"Pulaski County, IL",25.0,5657,5604,5520,5434,5335,IL,35135,35875,38846,38400,38506
39,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,544.9 ,"Scott County, IL",56.0,5110,5052,4983,4927,4951,IL,50474,52386,49745,55198,61231
91,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,542.4 ,"Menard County, IL",,12356,12398,12293,12289,12196,IL,64706,62966,65367,74872,77306
99,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,541.0 ,"Greene County, IL",57.0,13345,13123,13156,13065,12969,IL,43943,44378,47188,47314,52116
252,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,536.4 ,"Livingston County, IL",60.0,36605,36107,36124,35714,35648,IL,55474,54339,55003,59323,54422
4,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,697.7 ,"Livingston County, IL",60.0,36605,36107,36124,35714,35648,IL,55474,54339,55003,59323,54422
118,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,536.2 ,"Pike County, IL",57.0,15795,15742,15668,15595,15561,IL,45106,41671,43301,47815,54309
37,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,534.4 ,"Alexander County, IL",29.0,6762,6459,6278,6041,5761,IL,32922,33344,33985,35249,37408
12,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,474.6 ,"Alexander County, IL",29.0,6762,6459,6278,6041,5761,IL,32922,33344,33985,35249,37408
291,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,531.8 ,"Franklin County, IL",55.0,39383,39075,38995,38695,38469,IL,43428,40246,40682,42071,43695
340,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,527.9 ,"Macoupin County, IL",60.0,45876,45691,45505,45318,44926,IL,50460,52483,51756,53409,54174
119,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,527.5 ,"Mercer County, IL",0.0,15746,15602,15608,15551,15437,IL,57934,56661,52846,58384,62241
113,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,525.7 ,"De Witt County, IL",0.0,16184,16137,15906,15794,15638,IL,54796,54926,56091,55300,59521
250,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,522.6 ,"Jefferson County, IL",55.5,38272,38214,38045,37708,37684,IL,46460,45746,50622,47425,50531
12,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,492.9 ,"Jefferson County, IL",55.5,38272,38214,38045,37708,37684,IL,46460,45746,50622,47425,50531
92,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,521.0 ,"Marshall County, IL",61.0,11925,11881,11668,11483,11438,IL,53610,54807,55337,57422,63628
444,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,519.6 ,"Williamson County, IL",59.5,67428,67454,67049,66982,66597,IL,47678,48112,49993,46187,56958
7,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,340.8 ,"Williamson County, IL",59.5,67428,67454,67049,66982,66597,IL,47678,48112,49993,46187,56958
489,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,518.4 ,"Vermilion County, IL",60.0,79170,78494,77689,76702,75758,IL,44705,45247,43649,44638,46295
39,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,468.3 ,"Vermilion County, IL",60.0,79170,78494,77689,76702,75758,IL,44705,45247,43649,44638,46295
93,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,517.5 ,"Ford County, IL",,13529,13352,13298,13212,12961,IL,53151,51861,55356,55357,55369
106,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,512.7 ,"Mason County, IL",59.0,13863,13675,13677,13533,13359,IL,43743,46962,51731,48764,51967
132,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,511.9 ,"Perry County, IL",56.0,21521,21391,21281,21144,20916,IL,46598,48423,50553,49965,56880
165,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,508.2 ,"Shelby County, IL",54.66666667,21819,21733,21774,21726,21634,IL,49633,51069,51873,56509,61376
104,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,507.6 ,"White County, IL",47.0,14204,14079,13903,13618,13537,IL,46588,44874,48202,49507,51388
245,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,507.5 ,"Fulton County, IL",50.5,35713,35473,35104,34830,34340,IL,44649,49503,49315,51258,50461
53,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,506.7 ,"Schuyler County, IL",56.0,7151,7030,6948,6870,6768,IL,50720,49566,52946,52018,56015
486,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,505.8 ,"DeKalb County, IL",59.0,104195,104080,104309,104349,104897,IL,56874,59586,60856,63274,64676
13,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,525.7 ,"DeKalb County, IL",59.0,104195,104080,104309,104349,104897,IL,56874,59586,60856,63274,64676
243,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,505.1 ,"Bureau County, IL",,33491,33396,33137,32959,32628,IL,51275,53410,55632,56099,57935
35,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,503.4 ,"Brown County, IL",36.0,6753,6637,6609,6563,6578,IL,53516,51826,53875,55327,60254
863,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,501.7 ,"Tazewell County, IL",,134302,133932,133489,132450,131803,IL,57747,60590,61086,61508,66206
4,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,434.1 ,"Tazewell County, IL",,134302,133932,133489,132450,131803,IL,57747,60590,61086,61508,66206
494,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,500.4 ,"Kendall County, IL",,122878,124535,126152,127717,128990,IL,88773,91952,97039,93345,105586
28,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.3 ,"Kendall County, IL",,122878,124535,126152,127717,128990,IL,88773,91952,97039,93345,105586
581,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,499.8 ,"Kankakee County, IL",51.0,111750,111080,110540,109953,109862,IL,53227,54624,57706,53884,60763
93,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,585.6 ,"Kankakee County, IL",51.0,111750,111080,110540,109953,109862,IL,53227,54624,57706,53884,60763
3011,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,499.6 ,"Will County, IL",30.0,685877,688328,690479,691149,690743,IL,76293,81640,82477,86108,90249
345,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,483.8 ,"Will County, IL",30.0,685877,688328,690479,691149,690743,IL,76293,81640,82477,86108,90249
162,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,499.1 ,"Saline County, IL",56.0,24495,24230,23963,23789,23491,IL,40873,40690,41394,40761,48547
5,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,505.7 ,"Saline County, IL",56.0,24495,24230,23963,23789,23491,IL,40873,40690,41394,40761,48547
106,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.1 ,"Bond County, IL",61.0,16686,16546,16648,16637,16426,IL,50206,53631,54831,54800,53447
5,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,608.4 ,"Bond County, IL",61.0,16686,16546,16648,16637,16426,IL,50206,53631,54831,54800,53447
108,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,496.3 ,"Richland County, IL",62.0,15957,15829,15837,15695,15513,IL,43332,46497,48489,48152,49775
171,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,496.0 ,"McDonough County, IL",61.0,31449,30907,30373,29984,29682,IL,42453,44460,44524,42887,49048
4,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,457.0 ,"McDonough County, IL",61.0,31449,30907,30373,29984,29682,IL,42453,44460,44524,42887,49048
196,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,495.9 ,"Montgomery County, IL",58.0,29192,29061,28781,28691,28414,IL,46006,46997,51206,53138,51665
147,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,495.9 ,"Jersey County, IL",59.0,22260,21947,21912,21795,21773,IL,53864,57243,58928,59117,63351
122,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.1 ,"Union County, IL",58.0,17284,17105,16968,16832,16653,IL,44221,45476,45847,49716,51575
202,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,493.4 ,"Iroquois County, IL",56.0,28522,28163,27777,27484,27114,IL,49836,47589,50131,55247,51542
34,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,491.1 ,"Pope County, IL",36.0,4291,4182,4183,4184,4177,IL,41150,42917,43119,43053,46478
122,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.7 ,"Douglas County, IL",,19835,19727,19629,19458,19465,IL,53213,55891,54538,56976,64283
96,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.4 ,"Washington County, IL",0.0,14262,14179,13963,13999,13887,IL,57019,58587,56118,66937,64297
109,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.1 ,"Piatt County, IL",,16350,16524,16422,16366,16344,IL,65122,65797,67173,67460,72265
1531,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.8 ,"Madison County, IL",40.33333333,265996,265641,265251,264026,262966,IL,52969,56297,58077,60121,66591
99,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,518.2 ,"Madison County, IL",40.33333333,265996,265641,265251,264026,262966,IL,52969,56297,58077,60121,66591
225,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.6 ,"Clinton County, IL",54.0,37665,37599,37645,37697,37562,IL,64030,61013,65586,66597,67201
5,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,554.5 ,"Clinton County, IL",54.0,37665,37599,37645,37697,37562,IL,64030,61013,65586,66597,67201
923,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.4 ,"Peoria County, IL",54.0,186481,185043,182525,180620,179179,IL,53781,52380,54195,56478,57717
154,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,542.8 ,"Peoria County, IL",54.0,186481,185043,182525,180620,179179,IL,53781,52380,54195,56478,57717
131,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.3 ,"Hancock County, IL",58.5,18216,18205,17958,17828,17708,IL,48213,51721,52625,53553,53724
222,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.1 ,"Lee County, IL",60.0,34521,34494,34540,34296,34096,IL,52581,55563,59450,54915,57619
7,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.6 ,"Lee County, IL",60.0,34521,34494,34540,34296,34096,IL,52581,55563,59450,54915,57619
104,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.1 ,"Warren County, IL",0.0,17455,17294,17144,16992,16844,IL,46189,48346,54023,53532,53621
421,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.2 ,"Adams County, IL",56.0,66835,66475,66057,65623,65435,IL,47264,51130,49088,55174,55942
12,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,474.4 ,"Adams County, IL",56.0,66835,66475,66057,65623,65435,IL,47264,51130,49088,55174,55942
104,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.4 ,"Clark County, IL",50.0,15868,15857,15812,15600,15441,IL,50700,49937,55205,54092,58323
39,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.1 ,"Stark County, IL",60.0,5505,5512,5457,5418,5342,IL,50083,56414,51446,52651,54804
208,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.5 ,"Effingham County, IL",60.0,34202,34170,34123,34181,34008,IL,53077,51809,60061,60773,58943
125,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,480.6 ,"Crawford County, IL",,19255,19133,18975,18830,18667,IL,49856,46374,49712,52313,50352
198,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,480.5 ,"Randolph County, IL",,32806,32414,32297,32177,31782,IL,50129,50681,52749,53607,58444
9,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,611.6 ,"Randolph County, IL",,32806,32414,32297,32177,31782,IL,50129,50681,52749,53607,58444
96,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,480.5 ,"Lawrence County, IL",58.0,16465,16182,16027,15813,15678,IL,43268,44774,45235,43767,47114
327,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.9 ,"Knox County, IL",58.5,51370,50917,50577,49978,49699,IL,43796,43277,44686,44553,43404
10,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,334.1 ,"Knox County, IL",58.5,51370,50917,50577,49978,49699,IL,43796,43277,44686,44553,43404
4448,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,478.9 ,"DuPage County, IL",0.0,933609,931256,930265,927247,922921,IL,81616,84999,89536,93540,96354
162,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,455.5 ,"DuPage County, IL",0.0,933609,931256,930265,927247,922921,IL,81616,84999,89536,93540,96354
318,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.3 ,"Ogle County, IL",60.0,51559,51148,50993,50781,50643,IL,57268,58812,60656,61794,63565
233,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.2 ,"Woodford County, IL",,38930,38913,38670,38527,38459,IL,68233,73055,75733,72247,77117
323,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,475.1 ,"Henry County, IL",59.5,49638,49498,49219,49069,48913,IL,58983,55287,58675,58042,61680
1067,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,473.8 ,"St. Clair County, IL",57.5,264858,263187,262600,261360,259686,IL,50416,50598,51937,58222,57726
377,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,478.0 ,"St. Clair County, IL",57.5,264858,263187,262600,261360,259686,IL,50416,50598,51937,58222,57726
57,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.0 ,"Hamilton County, IL",56.0,8248,8186,8181,8148,8116,IL,45926,47855,49092,53028,51031
89,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.6 ,"Massac County, IL",55.0,14567,14440,14291,14023,13772,IL,41548,42833,47646,43783,54159
6,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,549.3 ,"Massac County, IL",55.0,14567,14440,14291,14023,13772,IL,41548,42833,47646,43783,54159
88,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.1 ,"Moultrie County, IL",,14743,14610,14701,14648,14501,IL,58975,57447,60496,59901,65472
3146,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,466.7 ,"Lake County, IL",15.0,704611,704158,702475,699587,696535,IL,82160,83344,86242,87336,92638
204,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,445.7 ,"Lake County, IL",15.0,704611,704158,702475,699587,696535,IL,82160,83344,86242,87336,92638
62,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,466.0 ,"Jasper County, IL",58.0,9630,9583,9523,9624,9610,IL,52608,51120,55240,54552,59980
1463,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.9 ,"Winnebago County, IL",50.0,287148,286065,284681,283630,282572,IL,50024,50296,53490,53795,59510
148,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.5 ,"Winnebago County, IL",50.0,287148,286065,284681,283630,282572,IL,50024,50296,53490,53795,59510
1553,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.5 ,"McHenry County, IL",0.0,307572,307159,307815,308251,307774,IL,80513,81570,86450,86268,89379
11,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,326.9 ,"McHenry County, IL",0.0,307572,307159,307815,308251,307774,IL,80513,81570,86450,86268,89379
275,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,463.0 ,"Boone County, IL",,53579,53570,53513,53480,53544,IL,62382,62081,69413,74507,72426
3,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,270.6 ,"Boone County, IL",,53579,53570,53513,53480,53544,IL,62382,62081,69413,74507,72426
112,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.9 ,"Wayne County, IL",57.33333333,16517,16542,16412,16326,16215,IL,47995,45583,46339,50471,51829
101,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.0 ,"Carroll County, IL",60.0,14642,14596,14475,14314,14305,IL,50432,50330,49744,51963,56468
363,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.7 ,"Whiteside County, IL",57.5,56919,56476,55955,55553,55175,IL,45463,51567,54284,57197,50880
4,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,553.1 ,"Whiteside County, IL",57.5,56919,56476,55955,55553,55175,IL,45463,51567,54284,57197,50880
34,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.7 ,"Gallatin County, IL",48.0,5221,5157,5071,5045,4828,IL,40817,39634,42533,43330,46515
74,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,455.0 ,"Wabash County, IL",62.0,11624,11542,11523,11523,11520,IL,51224,50195,52535,53414,54249
763,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.7 ,"Champaign County, IL",38.66666667,209382,210198,210425,209918,209689,IL,50813,51032,51466,53251,53485
89,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,446.1 ,"Champaign County, IL",38.66666667,209382,210198,210425,209918,209689,IL,50813,51032,51466,53251,53485
791,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.1 ,"Rock Island County, IL",59.0,146094,144943,143828,142621,141879,IL,50419,50952,51805,52642,57772
55,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,417.3 ,"Rock Island County, IL",59.0,146094,144943,143828,142621,141879,IL,50419,50952,51805,52642,57772
247,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,453.9 ,"Jackson County, IL",45.0,59214,58726,57904,57289,56750,IL,36613,34982,38157,41445,37308
27,Illinois,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,464.4 ,"Jackson County, IL",45.0,59214,58726,57904,57289,56750,IL,36613,34982,38157,41445,37308
268,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.9 ,"Coles County, IL",62.0,52179,51783,51353,50829,50621,IL,42613,42066,46012,47291,50467
66,Illinois,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.7 ,"Cumberland County, IL",61.0,10860,10868,10880,10804,10766,IL,51505,49733,55622,60572,53991
