average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
188,Maryland,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.0 ,"Garrett County, MD",42.0,29426,29358,29242,29133,29014,MD,46469,46710,46899,49147,59253
188,Maryland,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,432.6 ,"Garrett County, MD",42.0,29426,29358,29242,29133,29014,MD,46469,46710,46899,49147,59253
995,Maryland,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.7 ,"Howard County, MD",,311297,315416,319251,322621,325690,MD,110224,119386,111576,116719,121329
28,Maryland,All Cancer Sites,  White Hispanic,All Sexes,All Ages,291.4 ,"Howard County, MD",,311297,315416,319251,322621,325690,MD,110224,119386,111576,116719,121329
966,Maryland,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,430.3 ,"Howard County, MD",,311297,315416,319251,322621,325690,MD,110224,119386,111576,116719,121329
242,Maryland,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,429.3 ,"Howard County, MD",,311297,315416,319251,322621,325690,MD,110224,119386,111576,116719,121329
142,Maryland,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,266.0 ,"Howard County, MD",,311297,315416,319251,322621,325690,MD,110224,119386,111576,116719,121329
40,Maryland,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,342.7 ,"Howard County, MD",,311297,315416,319251,322621,325690,MD,110224,119386,111576,116719,121329
3193,Maryland,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,387.0 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
286,Maryland,All Cancer Sites,  White Hispanic,All Sexes,All Ages,232.5 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
2906,Maryland,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.6 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
737,Maryland,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,387.0 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
12,Maryland,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,236.0 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
516,Maryland,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,274.9 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
402,Maryland,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,289.5 ,"Montgomery County, MD",28.5,1032814,1038846,1046822,1048478,1050688,MD,98314,99604,102944,107758,110012
64,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,537.0 ,"Nantucket County, MA",,10940,11100,11205,11198,11399,MA,86014,82324,92347,97525,96030
4,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,593.9 ,"Nantucket County, MA",,10940,11100,11205,11198,11399,MA,86014,82324,92347,97525,96030
2977,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.5 ,"Plymouth County, MA",50.5,509221,512207,515461,518422,521202,MA,74736,81483,86026,89678,90584
215,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,445.3 ,"Plymouth County, MA",50.5,509221,512207,515461,518422,521202,MA,74736,81483,86026,89678,90584
4,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,196.7 ,"Plymouth County, MA",50.5,509221,512207,515461,518422,521202,MA,74736,81483,86026,89678,90584
22,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,267.5 ,"Plymouth County, MA",50.5,509221,512207,515461,518422,521202,MA,74736,81483,86026,89678,90584
1871,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.3 ,"Barnstable County, MA",56.33333333,213877,213559,213581,213471,212990,MA,65735,67374,70576,69001,82686
33,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,554.9 ,"Barnstable County, MA",56.33333333,213877,213559,213581,213471,212990,MA,65735,67374,70576,69001,82686
5,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,242.3 ,"Barnstable County, MA",56.33333333,213877,213559,213581,213471,212990,MA,65735,67374,70576,69001,82686
9,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,303.7 ,"Barnstable County, MA",56.33333333,213877,213559,213581,213471,212990,MA,65735,67374,70576,69001,82686
3654,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.7 ,"Norfolk County, MA",57.0,694502,697079,700599,703230,706775,MA,93187,92606,100710,100184,106851
180,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,392.3 ,"Norfolk County, MA",57.0,694502,697079,700599,703230,706775,MA,93187,92606,100710,100184,106851
5,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,324.7 ,"Norfolk County, MA",57.0,694502,697079,700599,703230,706775,MA,93187,92606,100710,100184,106851
230,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,332.8 ,"Norfolk County, MA",57.0,694502,697079,700599,703230,706775,MA,93187,92606,100710,100184,106851
4309,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.1 ,"Worcester County, MA",49.42857143,818117,820320,825749,829054,830622,MA,65621,69064,70222,71767,77795
137,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,406.6 ,"Worcester County, MA",49.42857143,818117,820320,825749,829054,830622,MA,65621,69064,70222,71767,77795
6,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,184.0 ,"Worcester County, MA",49.42857143,818117,820320,825749,829054,830622,MA,65621,69064,70222,71767,77795
103,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,300.7 ,"Worcester County, MA",49.42857143,818117,820320,825749,829054,830622,MA,65621,69064,70222,71767,77795
118,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.5 ,"Dukes County, MA",90.0,17274,17315,17311,17329,17332,MA,64456,66528,67390,70224,76036
7,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,550.4 ,"Dukes County, MA",90.0,17274,17315,17311,17329,17332,MA,64456,66528,67390,70224,76036
4165,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.2 ,"Essex County, MA",57.4,776865,779847,784453,788183,789034,MA,68237,73503,75309,76373,83253
174,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,404.1 ,"Essex County, MA",57.4,776865,779847,784453,788183,789034,MA,68237,73503,75309,76373,83253
5,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,92.4 ,"Essex County, MA",57.4,776865,779847,784453,788183,789034,MA,68237,73503,75309,76373,83253
78,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,280.5 ,"Essex County, MA",57.4,776865,779847,784453,788183,789034,MA,68237,73503,75309,76373,83253
3080,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.1 ,"Bristol County, MA",58.0,556863,558070,560941,564092,565217,MA,59839,65154,67085,66005,69857
104,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.3 ,"Bristol County, MA",58.0,556863,558070,560941,564092,565217,MA,59839,65154,67085,66005,69857
4,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,170.2 ,"Bristol County, MA",58.0,556863,558070,560941,564092,565217,MA,59839,65154,67085,66005,69857
34,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,294.1 ,"Bristol County, MA",58.0,556863,558070,560941,564092,565217,MA,59839,65154,67085,66005,69857
7223,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.2 ,"Middlesex County, MA",60.0,1585432,1594664,1603943,1608470,1611699,MA,90025,94977,97851,100374,106543
293,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,377.2 ,"Middlesex County, MA",60.0,1585432,1594664,1603943,1608470,1611699,MA,90025,94977,97851,100374,106543
4,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,99.3 ,"Middlesex County, MA",60.0,1585432,1594664,1603943,1608470,1611699,MA,90025,94977,97851,100374,106543
421,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,285.5 ,"Middlesex County, MA",60.0,1585432,1594664,1603943,1608470,1611699,MA,90025,94977,97851,100374,106543
846,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,443.8 ,"Berkshire County, MA",46.0,127858,127067,126353,125901,124944,MA,50646,56011,56063,58375,58805
17,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,494.9 ,"Berkshire County, MA",46.0,127858,127067,126353,125901,124944,MA,50646,56011,56063,58375,58805
3,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,220.3 ,"Berkshire County, MA",46.0,127858,127067,126353,125901,124944,MA,50646,56011,56063,58375,58805
2220,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.4 ,"Hampden County, MA",57.875,469113,467778,467705,468388,466372,MA,51415,51589,51850,52682,59918
188,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,397.4 ,"Hampden County, MA",57.875,469113,467778,467705,468388,466372,MA,51415,51589,51850,52682,59918
32,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,296.1 ,"Hampden County, MA",57.875,469113,467778,467705,468388,466372,MA,51415,51589,51850,52682,59918
2069,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.6 ,"Suffolk County, MA",52.0,782591,792576,800806,803147,803907,MA,56530,61367,65999,68743,75843
782,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,387.8 ,"Suffolk County, MA",52.0,782591,792576,800806,803147,803907,MA,56530,61367,65999,68743,75843
5,Massachusetts,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,84.5 ,"Suffolk County, MA",52.0,782591,792576,800806,803147,803907,MA,56530,61367,65999,68743,75843
205,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,306.5 ,"Suffolk County, MA",52.0,782591,792576,800806,803147,803907,MA,56530,61367,65999,68743,75843
748,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,409.1 ,"Hampshire County, MA",61.0,160709,161404,161077,161139,160830,MA,60853,64425,67774,74456,74142
12,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,342.7 ,"Hampshire County, MA",61.0,160709,161404,161077,161139,160830,MA,60853,64425,67774,74456,74142
11,Massachusetts,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,241.6 ,"Hampshire County, MA",61.0,160709,161404,161077,161139,160830,MA,60853,64425,67774,74456,74142
412,Massachusetts,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.3 ,"Franklin County, MA",19.66666667,70866,70622,70605,70611,70180,MA,57325,56544,57930,58992,60143
4,Massachusetts,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,303.2 ,"Franklin County, MA",19.66666667,70866,70622,70605,70611,70180,MA,57325,56544,57930,58992,60143
128,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,521.8 ,"Kalkaska County, MI",60.0,17248,17263,17571,17806,18038,MI,42829,48426,43357,46068,47620
127,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,523.1 ,"Kalkaska County, MI",60.0,17248,17263,17571,17806,18038,MI,42829,48426,43357,46068,47620
240,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,521.8 ,"Roscommon County, MI",52.0,23912,23779,23731,23812,24019,MI,38516,37817,40306,38613,42546
239,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,525.8 ,"Roscommon County, MI",52.0,23912,23779,23731,23812,24019,MI,38516,37817,40306,38613,42546
6218,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,501.0 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
232,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,412.3 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
5986,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,506.2 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
3774,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,498.8 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
39,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,396.9 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
135,Michigan,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,248.6 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
265,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,428.3 ,"Wayne County, MI",48.42105263,1764872,1760612,1757217,1754453,1749343,MI,41585,43570,45182,46440,50753
4898,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,499.1 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
70,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,537.5 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
4828,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,498.8 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
380,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,490.9 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
19,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,696.3 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
90,Michigan,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,286.7 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
76,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,529.4 ,"Macomb County, MI",25.0,864960,868534,871364,872795,873972,MI,54939,60175,60475,62191,65051
69,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.6 ,"Oscoda County, MI",50.0,8277,8259,8238,8224,8241,MI,36724,36181,39253,38927,44594
69,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,496.8 ,"Oscoda County, MI",50.0,8277,8259,8238,8224,8241,MI,36724,36181,39253,38927,44594
215,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.2 ,"Wexford County, MI",0.0,32889,33081,33234,33446,33631,MI,42922,40485,46072,46396,53146
214,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,494.5 ,"Wexford County, MI",0.0,32889,33081,33234,33446,33631,MI,42922,40485,46072,46396,53146
6235,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.9 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
122,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,446.3 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
6114,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,494.2 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
950,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,458.3 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
26,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,650.8 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
202,Michigan,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,254.8 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
135,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,450.1 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
174,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.5 ,"Ogemaw County, MI",61.0,20877,20850,20882,20882,20997,MI,37057,37842,38220,41201,41347
173,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,494.5 ,"Ogemaw County, MI",61.0,20877,20850,20882,20882,20997,MI,37057,37842,38220,41201,41347
681,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.8 ,"Bay County, MI",,105237,104411,104045,103702,103126,MI,46256,45731,45771,50576,50130
11,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,296.5 ,"Bay County, MI",,105237,104411,104045,103702,103126,MI,46256,45731,45771,50576,50130
670,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.8 ,"Bay County, MI",,105237,104411,104045,103702,103126,MI,46256,45731,45771,50576,50130
6,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,394.3 ,"Bay County, MI",,105237,104411,104045,103702,103126,MI,46256,45731,45771,50576,50130
11,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,297.7 ,"Bay County, MI",,105237,104411,104045,103702,103126,MI,46256,45731,45771,50576,50130
102,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.6 ,"Missaukee County, MI",49.0,14882,15018,15020,15101,15118,MI,42836,41625,44553,48413,51317
101,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.2 ,"Missaukee County, MI",49.0,14882,15018,15020,15101,15118,MI,42836,41625,44553,48413,51317
589,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.3 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
3,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,285.5 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
586,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,478.4 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
6,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,613.3 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
5,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,351.1 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
218,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.5 ,"Clare County, MI",59.0,30616,30387,30565,30735,30950,MI,33250,37646,36661,39394,42480
218,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,474.4 ,"Clare County, MI",59.0,30616,30387,30565,30735,30950,MI,33250,37646,36661,39394,42480
132,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.0 ,"Benzie County, MI",57.0,17390,17534,17624,17761,17766,MI,48127,50323,54065,51905,56934
132,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,474.9 ,"Benzie County, MI",57.0,17390,17534,17624,17761,17766,MI,48127,50323,54065,51905,56934
3,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,806.2 ,"Benzie County, MI",57.0,17390,17534,17624,17761,17766,MI,48127,50323,54065,51905,56934
107,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.6 ,"Crawford County, MI",61.0,13853,13768,13906,13905,14029,MI,40907,39208,47068,46930,49114
107,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.8 ,"Crawford County, MI",61.0,13853,13768,13906,13905,14029,MI,40907,39208,47068,46930,49114
80,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.3 ,"Montmorency County, MI",55.0,9287,9203,9233,9275,9328,MI,37153,37021,40170,40650,40126
80,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,463.3 ,"Montmorency County, MI",55.0,9287,9203,9233,9275,9328,MI,37153,37021,40170,40650,40126
260,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,459.9 ,"Delta County, MI",50.0,36415,36196,35890,35843,35784,MI,43020,43835,50802,49292,48880
259,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.6 ,"Delta County, MI",50.0,36415,36196,35890,35843,35784,MI,43020,43835,50802,49292,48880
5,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,384.7 ,"Delta County, MI",50.0,36415,36196,35890,35843,35784,MI,43020,43835,50802,49292,48880
340,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,458.8 ,"Tuscola County, MI",,53726,53276,52815,52633,52245,MI,45800,46950,47357,51113,52342
339,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,464.9 ,"Tuscola County, MI",,53726,53276,52815,52633,52245,MI,45800,46950,47357,51113,52342
206,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,458.1 ,"Alpena County, MI",57.0,28722,28663,28428,28384,28405,MI,40665,42332,40603,42792,43676
206,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.9 ,"Alpena County, MI",57.0,28722,28663,28428,28384,28405,MI,40665,42332,40603,42792,43676
197,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.7 ,"Gladwin County, MI",59.0,25227,25154,25241,25326,25449,MI,40746,41251,41667,44635,46458
196,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.5 ,"Gladwin County, MI",59.0,25227,25154,25241,25326,25449,MI,40746,41251,41667,44635,46458
947,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.6 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
7,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,237.1 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
940,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.7 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
20,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,495.8 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
9,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,282.5 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
232,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.0 ,"Huron County, MI",58.0,31763,31486,31306,31211,30981,MI,45917,44845,46627,45817,49126
230,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,457.1 ,"Huron County, MI",58.0,31763,31486,31306,31211,30981,MI,45917,44845,46627,45817,49126
110,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,455.5 ,"Arenac County, MI",56.0,15307,15138,15014,15008,14883,MI,37120,43339,41275,42540,44017
109,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.0 ,"Arenac County, MI",56.0,15307,15138,15014,15008,14883,MI,37120,43339,41275,42540,44017
416,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.9 ,"Van Buren County, MI",59.5,75060,75267,75303,75481,75677,MI,47806,48518,52114,57363,58733
13,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,342.0 ,"Van Buren County, MI",59.5,75060,75267,75303,75481,75677,MI,47806,48518,52114,57363,58733
403,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,460.8 ,"Van Buren County, MI",59.5,75060,75267,75303,75481,75677,MI,47806,48518,52114,57363,58733
16,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,394.1 ,"Van Buren County, MI",59.5,75060,75267,75303,75481,75677,MI,47806,48518,52114,57363,58733
4,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,643.9 ,"Van Buren County, MI",59.5,75060,75267,75303,75481,75677,MI,47806,48518,52114,57363,58733
14,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,333.9 ,"Van Buren County, MI",59.5,75060,75267,75303,75481,75677,MI,47806,48518,52114,57363,58733
1895,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.7 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
15,Michigan,All Cancer Sites,  White Hispanic,All Sexes,All Ages,190.9 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
1881,Michigan,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,457.8 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
372,Michigan,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,412.5 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
8,Michigan,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,294.8 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
9,Michigan,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,169.9 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
23,Michigan,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,252.4 ,"Genesee County, MI",48.66666667,410461,408926,407488,406688,405813,MI,44181,44174,46457,48370,50554
267,Michigan,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.5 ,"Sanilac County, MI",57.5,41464,41405,41242,41192,41170,MI,41861,43579,47287,46184,49917
