Age-Adjusted Death Rate,Age-Adjusted Incidence Rate,County,Primary_State_Name
183.4,463.4,Morgan County, Ohio
183.4,518,Tift County, Georgia
183.4,505.1,Obion County, Tennessee
183.4,477.4,Union Parish, Louisiana
183.3,451,Coke County, Texas
183.3,478.9,Clay County, Alabama
183.2,477.7,Elmore County, Idaho
183.2,518.2,Spalding County, Georgia
183.2,523.4,Garrard County, Kentucky
183.2,477.7,Franklin County, Arkansas
183.1,474.6,Dickey County, North Dakota
183.1,477.9,Rutland County, Vermont
183.1,492.8,LaFourche Parish, Louisiana
183.1,* ,Wyandotte County, Kansas
183.1,464.4,Potter County, Texas
183.1,480.3,Allen County, Ohio
183.1,466.1,Bibb County, Alabama
183,433.1,Coos County, Oregon
183,484.4,Jasper County, Missouri
183,447.2,Clearwater County, Idaho
183,416.4,Fulton County, Indiana
183,446.6,Montague County, Texas
182.8,476.5,Dallas County, Missouri
182.8,467.4,Klamath County, Oregon
182.8,467.8,Pontotoc County, Oklahoma
182.8,507.1,White County, Illinois
182.8,502.8,Tucker County, West Virginia
182.7,485.9,Caddo Parish, Louisiana
182.7,498.6,Humphreys County, Tennessee
182.7,490.4,Muscogee County, Georgia
182.7,434.9,Barbour County, Alabama
182.6,496.4,Carroll County, Georgia
182.6,485.7,Latimer County, Oklahoma
182.5,455.3,Crawford County, Ohio
182.5,464.1,Lucas County, Ohio
182.5,491.7,Lamar County, Georgia
182.5,465.6,Jackson County, Mississippi
182.4,450.3,Smith County, Tennessee
182.4,505.8,Muskingum County, Ohio
182.4,484.2,Fayette County, Pennsylvania
182.4,231,Lee County, Virginia
182.3,479.9,Wood County, West Virginia
182.3,* ,Atchison County, Kansas
182.3,428.9,Jackson County, South Dakota
182.3,481.2,Wabash County, Indiana
182.2,465.7,Stewart County, Georgia
182.2,440.6,Lunenburg County, Virginia
182.2,325.9,Perkins County, South Dakota
182.2,463.5,Tangipahoa Parish, Louisiana
182.2,444.4,Washington County, Oklahoma
182.2,381.8,Elliott County, Kentucky
182.2,432.6,Blount County, Alabama
182.2,454.6,Richmond County, North Carolina
182.1,385.3,Duval County, Texas
182.1,498.3,Grays Harbor County, Washington
182.1,493.8,Madison County, Kentucky
182.1,561.7,Mercer County, North Dakota
182.1,502.7,Kiowa County, Colorado
182.1,476.7,Jefferson County, Missouri
182.1,514.2,Marshall County, Tennessee
182,466.5,Okeechobee County, Florida
182,479.2,McClain County, Oklahoma
182,495.7,Prince Edward County, Virginia
182,484.7,Hocking County, Ohio
182,521.7,Oneida County, Wisconsin
182,477.8,Sumter County, South Carolina
181.9,472.1,Morrow County, Ohio
181.8,439.5,Grady County, Oklahoma
181.8,504.4,Surry County, North Carolina
181.8,542.8,Salem County, New Jersey
181.8,* ,Labette County, Kansas
181.7,453.3,Jefferson County, West Virginia
181.6,394,Alger County, Michigan
181.6,458.2,Wheeler County, Texas
181.6,465.1,Stephens County, Oklahoma
181.6,* ,Russell County, Kansas
181.5,459.3,Nicholas County, West Virginia
181.5,456.9,Marion County, Alabama
181.5,546.8,Grundy County, Illinois
181.4,486.7,Perry County, Arkansas
181.4,490.2,Adams County, Wisconsin
181.4,473.5,Fulton County, Ohio
181.3,465,Dawson County, Texas
181.3,553.6,Cass County, Illinois
181.3,557.8,Marion County, Missouri
181.3,464.4,Monroe County, West Virginia
181.3,496.6,Henry County, Missouri
181.3,411.8,McIntosh County, Oklahoma
181.3,490.4,Ottawa County, Ohio
181.2,438.1,Noble County, Indiana
181.2,475.7,Cherokee County, Iowa
181.2,480.4,Sandusky County, Ohio
181.1,464.1,Etowah County, Alabama
181.1,481,Cherokee County, South Carolina
181,414.2,Luna County, New Mexico
181,460.9,Gilchrist County, Florida
181,439.7,Panola County, Texas
181,529.2,Hardin County, Iowa
181,504,Nottoway County, Virginia
181,468.1,Clinton County, Ohio
181,507.1,Franklin County, Kentucky
181,445.2,Wise County, Texas
180.9,505.6,Strafford County, New Hampshire
180.9,451.7,Conecuh County, Alabama
180.8,378.7,Scotland County, Missouri
180.8,555.7,Morgan County, Illinois
180.8,442.3,Kershaw County, South Carolina
180.8,409.3,Darke County, Ohio
180.7,425,Goliad County, Texas
180.7,446.8,Josephine County, Oregon
180.7,514.3,Cabell County, West Virginia
180.7,509.8,Maury County, Tennessee
180.6,457.7,Fillmore County, Nebraska
180.6,491.2,Montgomery County, Illinois
180.6,444.3,Darlington County, South Carolina
180.6,490.5,Twiggs County, Georgia
180.6,429.4,Baker County, Florida
180.6,* ,Republic County, Kansas
180.6,491.9,Escambia County, Florida
180.5,456.2,McMinn County, Tennessee
180.5,286,Sherman County, Texas
180.5,418.3,Bowie County, Texas
180.5,485.8,Lincoln County, Missouri
180.5,449.6,Chariton County, Missouri
180.5,472.1,Murray County, Georgia
180.5,465.1,Columbiana County, Ohio
180.5,490.8,Assumption Parish, Louisiana
180.5,432.8,Martin County, Indiana
180.4,557.1,Nassau County, Florida
180.4,451.9,Westmoreland County, Virginia
180.4,504.9,Fulton County, Illinois
180.4,417.2,Luce County, Michigan
180.3,471.7,St. Bernard Parish, Louisiana
180.3,483.4,Lamar County, Texas
180.3,431.1,Orangeburg County, South Carolina
180.3,531.6,Livingston County, Illinois
180.3,471.8,Calhoun County, Alabama
180.3,544,Orleans County, New York
180.2,485.8,Mifflin County, Pennsylvania
180.2,469.2,Kaufman County, Texas
180.1,454.2,Glacier County, Montana
180,464.6,Gladwin County, Michigan
180,445.4,Nash County, North Carolina
179.9,470.8,Washington County, Georgia
179.9,474.4,Androscoggin County, Maine
179.9,469.4,Pasquotank County, North Carolina
179.9,436.3,Mecosta County, Michigan
179.8,537.4,Chemung County, New York
179.8,376.4,Mackinac County, Michigan
179.7,446.4,Dillon County, South Carolina
179.7,468.1,Coffee County, Georgia
179.7,447.1,McKean County, Pennsylvania
179.7,498.5,Chester County, Tennessee
179.7,425.4,Early County, Georgia
179.6,513.8,Kenton County, Kentucky
179.6,570.5,Cape May County, New Jersey
179.6,457.9,Barbour County, West Virginia
179.5,458.6,Putnam County, Tennessee
179.4,501.2,Marquette County, Wisconsin
179.4,428.6,Calhoun County, Michigan
179.3,488.1,Mecklenburg County, Virginia
179.3,441.1,Clarke County, Mississippi
179.2,526.5,Tama County, Iowa
179.2,533.1,Dodge County, Nebraska
179.1,402.1,Leon County, Texas
179.1,390.6,Curry County, Oregon
179.1,467.1,Anson County, North Carolina
179,412.5,Tillamook County, Oregon
178.9,452.2,Callaway County, Missouri
178.9,493.1,Prentiss County, Mississippi
178.9,453.4,Marshall County, Oklahoma
178.8,459.8,Nemaha County, Nebraska
178.7,439.5,Alcona County, Michigan
178.6,422.3,Bulloch County, Georgia
178.6,433.6,Newberry County, South Carolina
178.6,403.7,Lewis County, Washington
178.6,448.1,Marion County, Arkansas
178.5,492,Philadelphia County, Pennsylvania
178.5,511.6,Walthall County, Mississippi
178.5,504.4,Burnett County, Wisconsin
178.5,452.8,Jackson County, Texas
178.5,503.5,Franklin County, Georgia
178.5,451.8,Adair County, Iowa
178.5,441,Muskegon County, Michigan
178.5,473,Buchanan County, Missouri
178.4,442.7,Colbert County, Alabama
178.4,400.1,Branch County, Michigan
178.4,462.8,Franklin County, Maine
178.4,* ,Woodson County, Kansas
178.4,440.3,Barton County, Missouri
178.4,459.4,Alpena County, Michigan
178.4,476.8,Hot Spring County, Arkansas
178.3,433.9,Lafayette County, Florida
178.3,455.3,Pierce County, Georgia
178.3,503.1,McDowell County, North Carolina
178.2,470.4,Bradford County, Florida
178.2,421.5,Appling County, Georgia
178.2,435.8,Greenwood County, South Carolina
178.1,493,Davidson County, North Carolina
178.1,490.8,Lincoln County, Georgia
178.1,457.1,Leake County, Mississippi
178.1,460.4,Pocahontas County, Iowa
178.1,* ,Ness County, Kansas
178.1,509.9,White County, Arkansas
178,473.5,Martin County, North Carolina
178,476.5,Madison County, Ohio
178,431.7,Johnston County, Oklahoma
178,407,Prowers County, Colorado
178,461.1,Crawford County, Arkansas
178,* ,Chippewa County, Minnesota
178,406,Greene County, Mississippi
177.9,439.7,Aransas County, Texas
177.9,457.5,Abbeville County, South Carolina
177.8,510.3,Cleburne County, Arkansas
177.8,454.9,Comanche County, Oklahoma
177.8,432,Hillsdale County, Michigan
177.8,485,Fannin County, Texas
177.7,479.1,Sullivan County, Tennessee
177.7,440.6,Mobile County, Alabama
177.7,511.3,Boyle County, Kentucky
177.6,451.7,Bertie County, North Carolina
177.5,498.4,Oglethorpe County, Georgia
177.5,500.3,Craven County, North Carolina
177.5,486,Stokes County, North Carolina
177.5,382.8,Allendale County, South Carolina
177.5,508,Marinette County, Wisconsin
177.4,501.6,Scott County, Missouri
177.4,472.8,Defiance County, Ohio
177.3,471.6,Warren County, Pennsylvania
177.3,538,Greene County, Illinois
177.3,486.1,Knox County, Maine
177.2,484.7,Charles Mix County, South Dakota
177.2,475,St. Clair County, Alabama
177.2,409.2,DeKalb County, Missouri
177.2,430,Navarro County, Texas
177.1,434.1,Falls County, Texas
177.1,455.9,Osceola County, Michigan
177.1,427.8,Douglas County, Oregon
177.1,400.1,Meade County, South Dakota
177.1,483.1,Lee County, Illinois
177,460.3,Sabine County, Texas
177,523.8,Cass County, Iowa
176.9,* ,Sumner County, Kansas
176.9,465.8,Floyd County, Georgia
176.9,* ,Neosho County, Kansas
176.8,480,Richland County, Ohio
176.8,411.4,Hot Springs County, Wyoming
176.8,439.5,Webster County, Missouri
176.8,362.4,Kimble County, Texas
176.8,461.1,DeKalb County, Indiana
176.7,528.9,Bath County, Virginia
176.7,473.1,Ohio County, West Virginia
176.7,462.4,Wright County, Missouri
176.7,416,Williams County, Ohio
176.7,469.3,Delaware County, Indiana
176.7,470,Richland Parish, Louisiana
176.7,444.1,Oklahoma County, Oklahoma
176.7,479.8,Pike County, Arkansas
176.7,494,Douglas County, Illinois
176.6,486.9,Wayne County, North Carolina
176.5,319.2,Hemphill County, Texas
176.5,481.4,Coshocton County, Ohio
176.5,* ,Linn County, Kansas
176.5,493.3,Sheridan County, Montana
176.5,449.5,Vanderburgh County, Indiana
176.4,430.3,Tyler County, West Virginia
176.4,532.7,Morgan County, Indiana
176.4,496.4,Greenbrier County, West Virginia
176.4,448,Wayne County, Indiana
176.4,426.2,Madison County, Virginia
176.4,498.1,Elbert County, Georgia
176.4,485.2,Madison County, Indiana
176.3,462.1,Crawford County, Michigan
176.2,520.1,Penobscot County, Maine
176.2,447.1,Perry County, Alabama
176.1,456.7,Mitchell County, North Carolina
176.1,405.6,Summers County, West Virginia
176,468.5,Johnson County, Texas
176,477.7,Pulaski County, Missouri
176,433.5,Wells County, Indiana
175.9,460.6,Clay County, Mississippi
175.9,369.1,Caldwell County, Missouri
175.9,464.5,Logan County, Arkansas
175.9,427.9,Chowan County, North Carolina
175.8,453.7,Paulding County, Ohio
175.8,456.9,Hunt County, Texas
175.8,493.5,Ida County, Iowa
175.8,484.9,Graves County, Kentucky
175.8,471.3,Clarke County, Alabama
175.8,505.8,Jackson County, Georgia
175.7,386.2,Walker County, Georgia
175.7,492.6,Allen County, Kentucky
175.7,544,Menard County, Illinois
175.6,565.7,Jefferson County, New York
175.6,364,Toole County, Montana
175.6,459.9,Kennebec County, Maine
175.5,434,Limestone County, Texas
175.5,400.9,Columbia County, Arkansas
175.4,451.2,Crawford County, Indiana
175.4,432.5,Fairfield County, South Carolina
175.4,458.8,Washington County, Tennessee
175.4,439.1,Lawrence County, Missouri
175.4,490.7,Madison County, Illinois
175.3,502.7,Caldwell Parish, Louisiana
175.3,423.2,Bosque County, Texas
175.3,546.6,Macon County, Illinois
175.3,401.4,Tattnall County, Georgia
175.3,423.2,Churchill County, Nevada
175.2,498.1,Jasper County, Texas
175.2,533.8,Citrus County, Florida
175.1,* ,Hamilton County, Kansas
175.1,479.3,Jefferson County, Pennsylvania
175.1,504,Woodbury County, Iowa
175.1,493.2,Mason County, West Virginia
175.1,372.9,Rock County, Nebraska
175.1,411.4,Perry County, Indiana
175.1,494.2,Lanier County, Georgia
175,527.8,Crawford County, Georgia
175,497.3,Effingham County, Georgia
175,463.2,Oxford County, Maine
174.9,512.2,Wayne County, West Virginia
174.9,461.9,Franklin County, Vermont
174.8,469,Clark County, Indiana
174.8,445.6,Essex County, New York
174.8,382.3,Somervell County, Texas
174.8,425.7,San Patricio County, Texas
174.8,470.5,Marion County, Indiana
174.8,510.5,St. Martin Parish, Louisiana
174.8,407.9,Galveston County, Texas
174.8,467.9,Monroe County, Missouri
174.8,402.3,St. Joseph County, Michigan
174.7,434.8,Bacon County, Georgia
174.7,495.5,Wayne County, Michigan
174.7,444.5,Hardin County, Tennessee
174.7,459.4,Winnebago County, Illinois
174.6,491.8,Henderson County, Texas
174.6,419.4,Beaufort County, North Carolina
174.6,492.1,Lawrence County, Pennsylvania
174.6,480,Bay County, Michigan
174.5,445.1,Lancaster County, Virginia
174.5,494.8,Searcy County, Arkansas
174.5,* ,Sibley County, Minnesota
174.5,507.1,Randolph County, North Carolina
174.5,475.7,Lackawanna County, Pennsylvania
174.4,453.3,Huntington County, Indiana
174.4,472,Dougherty County, Georgia
174.4,447.6,Yell County, Arkansas
174.4,490.4,Person County, North Carolina
174.3,478.2,Trigg County, Kentucky
174.3,505.3,Elmore County, Alabama
174.3,468.3,Grayson County, Texas
174.2,* ,Butler County, Kansas
174.2,505.2,Dearborn County, Indiana
174.2,509,Schuyler County, Illinois
174.1,458.8,Roane County, Tennessee
174.1,450.8,Wells County, North Dakota
174.1,512.3,Clark County, Arkansas
174.1,472.4,Christian County, Kentucky
174.1,507.1,Washington County, Pennsylvania
174.1,466.2,Delta County, Michigan
174.1,458.2,Shelby County, Tennessee
174,475.8,Knox County, Illinois
174,355.8,Gaines County, Texas
173.9,* ,Itasca County, Minnesota
173.9,518.4,Campbell County, Kentucky
173.9,491.8,Licking County, Ohio
173.9,384.6,Lee County, Alabama
173.9,434.6,Noble County, Oklahoma
173.9,478,Perry County, Pennsylvania
173.8,521.8,Minnehaha County, South Dakota
173.8,420.9,Franklin County, Alabama
173.7,441.7,Miller County, Georgia
173.7,421.7,Ector County, Texas
173.7,440.3,Stephens County, Texas
173.7,413,Bollinger County, Missouri
173.6,490.3,Shasta County, California
173.6,477.7,Wyoming County, Pennsylvania
173.5,458.2,Plaquemines Parish, Louisiana
173.5,433.4,Daviess County, Indiana
173.5,411.1,Eastland County, Texas
173.5,* ,Phillips County, Kansas
173.5,452.5,Wakulla County, Florida
173.5,488.1,Gaston County, North Carolina
173.4,501.8,McCracken County, Kentucky
173.4,471.5,Montgomery County, Ohio
173.4,423.9,Wyandot County, Ohio
173.4,520.6,Madison County, Georgia
173.4,460.1,Genesee County, Michigan
173.4,354.8,Putnam County, Missouri
173.4,494.5,Kanawha County, West Virginia
173.4,475,Troup County, Georgia
173.3,474.6,Crawford County, Illinois
173.3,478.1,Jackson County, West Virginia
173.2,480.4,Weakley County, Tennessee
173.2,487.8,White County, Indiana
173.2,487.9,Marion County, Iowa
173.2,491.8,Claiborne Parish, Louisiana
173.1,456.5,Winn Parish, Louisiana
173.1,454.9,Chesterfield County, South Carolina
173.1,466.3,Douglas County, Wisconsin
173.1,499.7,Lenoir County, North Carolina
173.1,517.6,Washington County, Ohio
173.1,467.8,Moultrie County, Illinois
173.1,448.2,Colquitt County, Georgia
173.1,423.8,Lincoln County, Oregon
173,467.9,Portage County, Ohio
173,447.1,Yadkin County, North Carolina
173,454.6,Cass County, Texas
173,426.6,Adams County, Indiana
173,470.1,Meriwether County, Georgia
173,500.7,Wetzel County, West Virginia
173,429.9,Cass County, Michigan
172.9,457.4,Caroline County, Virginia
172.9,396,Monroe County, Michigan
172.8,467.1,Upshur County, Texas
172.8,480,Cambria County, Pennsylvania
172.8,502,Rockingham County, North Carolina
172.8,480.5,Pontotoc County, Mississippi
172.8,526.8,Carroll County, Iowa
172.7,461.4,Waushara County, Wisconsin
172.7,485,Harnett County, North Carolina
172.7,481.1,St. Helena Parish, Louisiana
172.7,415.3,Evans County, Georgia
172.7,363,Campbell County, Wyoming
172.7,439.7,Mahaska County, Iowa
172.7,506.5,Saline County, Nebraska
172.6,511.7,Kent County, Delaware
172.6,511.2,Crook County, Oregon
172.6,472.2,Rusk County, Wisconsin
172.6,399.6,Ellis County, Oklahoma
172.6,387.3,Williams County, North Dakota
172.6,443.3,Gratiot County, Michigan
172.6,422.2,Garfield County, Oklahoma
172.6,444.4,Taylor County, Georgia
172.5,473.8,Burke County, North Carolina
172.5,456.7,Cumberland County, North Carolina
172.4,400.2,Lake County, Oregon
172.4,484.5,Sullivan County, New Hampshire
172.4,455,Grand Forks County, North Dakota
172.3,376.9,Lincoln County, Tennessee
172.3,473.4,St. Clair County, Illinois
172.3,507.4,Kent County, Rhode Island
172.3,328.1,Real County, Texas
172.3,317.9,Shannon County, Missouri
172.2,476.4,Randolph County, Illinois
172.2,416.6,Monroe County, Alabama
172.2,409.4,Chilton County, Alabama
172.2,478.9,Marion County, South Carolina
172.2,453.9,Van Buren County, Michigan
172.2,513.5,Elk County, Pennsylvania
172.2,407.2,Chippewa County, Michigan
172.1,467,Lapeer County, Michigan
172.1,365.1,Grayson County, Virginia
172.1,508.3,Washington County, New York
172.1,502.3,Mason County, Washington
172.1,436.8,St. Joseph County, Indiana
172.1,411.3,Haskell County, Texas
172,500.3,Washington County, Iowa
172,408.9,Grimes County, Texas
172,481.5,Wirt County, West Virginia
172,480,Massac County, Illinois
172,466.3,Arenac County, Michigan
172,499.7,Northumberland County, Pennsylvania
171.9,457.1,Chase County, Nebraska
171.9,470.8,Lake County, Indiana
171.9,465.3,LaPorte County, Indiana
171.9,514.8,Williamson County, Illinois
171.9,433.4,Linn County, Oregon
171.8,470.8,Huron County, Ohio
171.8,458.4,Madison County, Tennessee
171.8,437.5,Saline County, Missouri
171.8,318.2,Malheur County, Oregon
171.8,488.2,Pottawattamie County, Iowa
171.8,456.8,Preston County, West Virginia
171.8,460.9,Wayne County, Illinois
171.8,405,Barry County, Missouri
171.7,407.7,Sierra County, New Mexico
171.7,407.8,Oceana County, Michigan
171.7,465.5,Lafayette County, Missouri
171.7,533.8,Daviess County, Kentucky
171.7,477.5,Boone County, Arkansas
171.7,518.3,Wayne County, New York
171.6,451.4,Jefferson County, Alabama
171.6,439.1,Newaygo County, Michigan
171.6,415.1,Lenawee County, Michigan
171.6,446.2,Nez Perce County, Idaho
171.6,414.7,Jackson County, Tennessee
171.6,417.5,Refugio County, Texas
171.5,488.7,Cameron County, Pennsylvania
171.5,492,New Kent County, Virginia
171.5,520.3,Duval County, Florida
171.5,423.1,Van Wert County, Ohio
171.4,499.4,Wexford County, Michigan
171.4,540.6,Warren County, New York
171.4,461.7,Dale County, Alabama
171.4,549.6,Hernando County, Florida
171.4,472.8,Upshur County, West Virginia
171.4,* ,Comanche County, Kansas
171.4,446.3,Harrison County, Indiana
171.4,542.9,Greene County, Iowa
171.3,403.2,Cass County, Indiana
171.3,* ,Lincoln County, Minnesota
171.3,481.4,Champaign County, Ohio
171.3,500.2,Jessamine County, Kentucky
171.3,507.6,Oscoda County, Michigan
171.3,419,Knox County, Missouri
171.2,* ,Kiowa County, Kansas
171.2,482.3,Lee County, North Carolina
171.2,438.3,Franklin County, Indiana
171.1,496.1,Milwaukee County, Wisconsin
171.1,410.8,Dade County, Missouri
171.1,494.7,Alamance County, North Carolina
171.1,457.9,Okanogan County, Washington
171.1,465.5,Sawyer County, Wisconsin
171.1,411.2,Hansford County, Texas
171,* ,Martin County, Minnesota
171,454.6,Sauk County, Wisconsin
171,* ,Smith County, Kansas
171,* ,Faribault County, Minnesota
171,499.1,Davie County, North Carolina
171,444.7,Carroll County, Ohio
171,479.7,Cuyahoga County, Ohio
171,477.7,Morgan County, Alabama
171,454.5,Taylor County, Texas
171,455.8,Rogers County, Oklahoma
171,466.6,Tuscola County, Michigan
170.9,517.7,Jefferson County, Kentucky
170.9,393.7,Texas County, Missouri
170.9,438.3,Ionia County, Michigan
170.9,446.1,Bonner County, Idaho
170.9,474.2,Conway County, Arkansas
170.9,* ,Shawnee County, Kansas
170.9,479.9,Crawford County, Pennsylvania
170.9,* ,Nemaha County, Kansas
170.8,459,Sabine Parish, Louisiana
170.8,417.9,Franklin County, Texas
170.8,444.9,Wasco County, Oregon
170.8,421.5,Shenandoah County, Virginia
170.7,467.6,Franklin County, Tennessee
170.7,498.1,Edmonson County, Kentucky
170.7,421.5,Kane County, Utah
170.7,413.6,Mineral County, Nevada
170.7,512.7,Shelby County, Kentucky
170.7,479.9,Warren County, Kentucky
170.7,416,Delaware County, Oklahoma
170.6,465.9,St. John the Baptist Parish, Louisiana
170.6,468.7,St. Clair County, Michigan
170.6,500,Peoria County, Illinois
170.5,541.8,Oswego County, New York
170.5,410.2,Miami County, Indiana
170.5,* ,Marshall County, Kansas
170.5,429.1,Wythe County, Virginia
170.5,510.4,Clay County, Florida
170.5,467,Clatsop County, Oregon
170.4,* ,Cloud County, Kansas
170.4,396.6,Howard County, Arkansas
170.4,280.7,Baker County, Oregon
170.4,409.4,Hardeman County, Texas
170.4,428.3,Taylor County, Florida
170.3,472.3,Spartanburg County, South Carolina
170.3,451.5,Tuscarawas County, Ohio
170.3,391,Uvalde County, Texas
170.3,511,Greene County, New York
170.2,439.9,Andrew County, Missouri
170.2,431.1,Iosco County, Michigan
170.2,464.3,Taylor County, West Virginia
170.2,514.7,Marion County, Mississippi
170.2,458.9,Hamlin County, South Dakota
170.1,* ,Montgomery County, Kansas
170.1,485.4,Franklin County, North Carolina
170.1,505.4,DeKalb County, Illinois
170.1,498.8,Lyon County, Iowa
170.1,431.4,Macon County, Georgia
170.1,477.7,Hamilton County, Ohio
170,477.9,Morgan County, Georgia
170,482.8,Clark County, Illinois
170,453,Stark County, Ohio
170,* ,Dickinson County, Kansas
170,498.5,Dixon County, Nebraska
170,467.6,Waupaca County, Wisconsin
170,486.4,Woodford County, Illinois
170,412.4,Randolph County, Alabama
170,486.4,Jefferson County, Tennessee
170,490.2,Lycoming County, Pennsylvania
169.9,496.5,Muscatine County, Iowa
169.9,447.4,Marshall County, Alabama
169.8,368.6,Upton County, Texas
169.8,481.9,Newton County, Mississippi
169.8,517.6,Clarke County, Iowa
169.8,447.1,Pondera County, Montana
169.8,395,Baca County, Colorado
169.8,531.2,Granville County, North Carolina
169.8,428.9,Marshall County, West Virginia
169.8,431.3,Cullman County, Alabama
169.8,442.5,Whitley County, Indiana
169.7,494.1,Langlade County, Wisconsin
169.7,480.2,Union County, Iowa
169.7,516.9,Des Moines County, Iowa
169.6,* ,Osage County, Kansas
169.6,502.4,Gregg County, Texas
169.6,* ,Polk County, Minnesota
169.6,465.2,Lawrence County, Indiana
169.6,495,Macomb County, Michigan
169.6,* ,Saline County, Kansas
169.5,470.2,Erie County, Pennsylvania
169.5,482.7,Bennington County, Vermont
169.4,498.1,Mercer County, Pennsylvania
169.4,417.1,St. Francis County, Arkansas
169.4,365.9,Houghton County, Michigan
169.3,474.7,Ogle County, Illinois
169.3,487.9,Bell County, Texas
169.2,390.4,St. Clair County, Missouri
169.2,433,Brown County, Texas
169.1,* ,Leavenworth County, Kansas
169.1,453.5,Pocahontas County, West Virginia
169.1,400.9,Hockley County, Texas
169.1,430.4,Walsh County, North Dakota
169.1,490.8,Walton County, Georgia
169,471.1,Butte County, California
169,420.8,Lincoln Parish, Louisiana
168.9,410.5,Dent County, Missouri
168.9,322.8,Oregon County, Missouri
168.9,548.7,Sangamon County, Illinois
168.9,452,Miami County, Ohio
168.8,482.8,Kootenai County, Idaho
168.8,387.9,Lynn County, Texas
168.8,484.5,Steuben County, New York
168.8,526.9,Seneca County, New York
168.8,483.2,Caldwell County, North Carolina
168.7,472.6,Webster County, Mississippi
168.7,340.4,Brooks County, Texas
168.7,462.8,Randolph County, West Virginia
168.7,475,Itawamba County, Mississippi
168.7,482.5,Clark County, Wisconsin
168.7,471,Bleckley County, Georgia
168.6,458,Sac County, Iowa
168.6,435.9,Calhoun County, South Carolina
168.6,428.3,Clay County, Georgia
168.6,448.4,Bradley County, Tennessee
168.6,401.7,Harrison County, Ohio
168.6,* ,Chautauqua County, Kansas
168.6,451.4,Montgomery County, Alabama
168.6,475.8,Rapides Parish, Louisiana
168.6,469,Nuckolls County, Nebraska
168.5,354.5,Siskiyou County, California
168.5,405.3,Pacific County, Washington
168.4,459.2,Ashland County, Ohio
168.4,449.6,Lyon County, Nevada
168.4,550.5,Niagara County, New York
168.4,423.9,Louisa County, Iowa
168.4,484.4,Stark County, Illinois
168.3,407,Gentry County, Missouri
168.3,508.4,Tazewell County, Illinois
168.3,484,Hinds County, Mississippi
168.3,407,Quay County, New Mexico
168.3,472.9,Clermont County, Ohio
168.2,472.7,Tulsa County, Oklahoma
168.1,497.1,Livingston County, New York
168.1,496.9,Bond County, Illinois
168.1,553.5,Musselshell County, Montana
168.1,495.2,Clinton County, Iowa
168.1,471.8,Lyon County, Kentucky
168,506.5,Bureau County, Illinois
168,488.1,Big Horn County, Montana
168,393.8,Callahan County, Texas
168,466,Hamblen County, Tennessee
168,496.5,Bibb County, Georgia
167.9,492.2,Caldwell County, Kentucky
167.9,522.9,Richardson County, Nebraska
167.9,488,Windham County, Connecticut
167.9,521.7,Haralson County, Georgia
167.8,475.8,Lorain County, Ohio
167.8,435.4,Palo Pinto County, Texas
167.8,488.4,Craighead County, Arkansas
167.8,408.3,Blanco County, Texas
167.8,506.2,Allegany County, New York
167.8,487.5,Kearney County, Nebraska
167.7,506.3,Chattahoochee County, Georgia
167.7,384.4,Cherokee County, Alabama
167.7,* ,Pawnee County, Kansas
167.7,479.7,Johnson County, Indiana
167.7,456.8,St. Marys County, Maryland
167.7,541.7,Gloucester County, New Jersey
167.6,410.9,Polk County, Wisconsin
167.6,449.5,Gadsden County, Florida
167.6,388.6,Delta County, Colorado
167.6,464.2,Monroe County, Ohio
167.6,460.6,Shiawassee County, Michigan
167.5,463.2,Orange County, Virginia
167.5,419.5,Shelby County, Ohio
167.5,395.4,Custer County, Idaho
167.5,458.7,Lincoln County, Wisconsin
167.5,463.6,Athens County, Ohio
167.5,487.8,York County, Maine
167.5,518.4,Mills County, Iowa
167.4,475.9,Carteret County, North Carolina
167.3,516.1,Lee County, Iowa
167.3,443.4,Alcorn County, Mississippi
167.3,438.7,Culpeper County, Virginia
167.3,438.3,Richland County, South Carolina
167.3,466.2,Worth County, Iowa
167.3,418.7,Posey County, Indiana
167.2,468.8,Pope County, Arkansas
167.2,449.1,Ralls County, Missouri
167.2,451.7,Seneca County, Ohio
167.2,466.2,Rutherford County, North Carolina
167.2,498.7,Worth County, Georgia
167.1,472.9,Lafayette County, Wisconsin
167.1,479.4,Fannin County, Georgia
167.1,423.7,Montcalm County, Michigan
167,450.9,Phelps County, Missouri
167,524.4,Calhoun County, Iowa
167,398.6,LaGrange County, Indiana
167,409.5,Appomattox County, Virginia
167,424,Runnels County, Texas
167,* ,Scott County, Kansas
166.9,502.1,Kenosha County, Wisconsin
166.9,497.8,Putnam County, West Virginia
166.9,515.4,Fremont County, Iowa
166.9,470.5,St. Charles Parish, Louisiana
166.9,420.2,Bryan County, Oklahoma
166.9,519.3,Belknap County, New Hampshire
166.8,436.2,Clay County, Texas
166.8,369.7,Swisher County, Texas
166.8,477.3,Baldwin County, Georgia
166.8,344.6,Patrick County, Virginia
166.8,461.9,Louisa County, Virginia
166.8,* ,Clearwater County, Minnesota
166.7,458.6,Butte County, Idaho
166.7,433,Horry County, South Carolina
166.6,434.1,Freestone County, Texas
166.6,462.5,Susquehanna County, Pennsylvania
166.6,456.7,Grant Parish, Louisiana
166.5,481.8,Venango County, Pennsylvania
166.5,486.8,Manitowoc County, Wisconsin
166.5,481.3,Floyd County, Indiana
166.4,476.2,Caroline County, Maryland
