Age-Adjusted Death Rate,Age-Adjusted Incidence Rate,County,Primary_State_Name
151,455.5,Cumberland County, Maine
151,467.4,Macon County, North Carolina
151,491.5,Flagler County, Florida
150.8,* ,Barton County, Kansas
150.8,386.3,Parke County, Indiana
150.8,407.8,Yavapai County, Arizona
150.8,413.5,Bingham County, Idaho
150.8,376.5,Atchison County, Missouri
150.8,435.3,Pitt County, North Carolina
150.7,435.7,Tarrant County, Texas
150.7,423.3,Park County, Montana
150.6,467.3,Prairie County, Arkansas
150.6,492.4,Polk County, Florida
150.6,421.3,Kalamazoo County, Michigan
150.6,396,Harlan County, Nebraska
150.4,491,Cass County, Nebraska
150.3,320.6,Telfair County, Georgia
150.3,406.7,Kern County, California
150.3,408.9,Dunn County, Wisconsin
150.2,417.6,Weston County, Wyoming
150.2,495.8,Columbia County, New York
150.1,467.3,Guthrie County, Iowa
150.1,393.3,Sheridan County, Wyoming
150.1,466.3,Brown County, Wisconsin
150.1,526.2,Richmond County, New York
150,427.8,Lauderdale County, Mississippi
150,480.9,Cabarrus County, North Carolina
150,553.8,Aurora County, South Dakota
149.9,532.7,Oldham County, Kentucky
149.9,281.5,Crockett County, Texas
149.9,406.4,Prince Georges County, Maryland
149.9,* ,Benton County, Minnesota
149.8,425.1,Tippecanoe County, Indiana
149.8,408,Tuolumne County, California
149.8,369.4,Washington County, Colorado
149.8,473,Brunswick County, North Carolina
149.8,431.8,Greene County, Ohio
149.8,485,Paulding County, Georgia
149.7,419,Guadalupe County, Texas
149.7,521,Monroe County, Georgia
149.7,349.6,Jack County, Texas
149.7,406.9,Carbon County, Utah
149.7,471.2,Cheshire County, New Hampshire
149.6,459.8,Carroll County, Mississippi
149.6,461.1,New London County, Connecticut
149.6,457.2,Osceola County, Florida
149.6,408.4,Mills County, Texas
149.6,471,Buncombe County, North Carolina
149.6,491.4,Madison County, New York
149.6,479.7,Thurston County, Washington
149.6,482.6,Queen Annes County, Maryland
149.5,528.8,Garden County, Nebraska
149.5,477.2,Whatcom County, Washington
149.5,* ,Yellow Medicine County, Minnesota
149.5,601.2,Sherman County, Nebraska
149.5,* ,Wright County, Minnesota
149.4,515.5,Shelby County, Missouri
149.4,321.6,Kinney County, Texas
149.4,462.5,Winnebago County, Wisconsin
149.4,402.3,Jackson County, North Carolina
149.3,399.1,Fauquier County, Virginia
149.3,* ,Beltrami County, Minnesota
149.3,398.5,Big Horn County, Wyoming
149.2,377.8,Bannock County, Idaho
149.2,448.3,Jackson County, Illinois
149.2,413.4,Pueblo County, Colorado
149.2,410.2,Taney County, Missouri
149.1,445.2,Tom Green County, Texas
149.1,478.9,Adams County, Pennsylvania
149.1,461.9,Sheboygan County, Wisconsin
149.1,381.6,Crook County, Wyoming
149,480.9,Stillwater County, Montana
149,443.3,Madison County, North Carolina
149,401.5,Franklin County, Massachusetts
149,442.6,St. Lucie County, Florida
149,446,Chatham County, Georgia
149,468.1,Carroll County, Indiana
149,474.1,Bedford County, Pennsylvania
149,389.4,Midland County, Texas
149,486.3,Medina County, Ohio
148.9,461.5,Union County, North Carolina
148.9,342.5,Daniels County, Montana
148.9,432.7,Lucas County, Iowa
148.9,507.9,Shelby County, Illinois
148.8,465,Carroll County, New Hampshire
148.8,311.1,La Salle County, Texas
148.8,458.2,Lake County, Illinois
148.8,510.7,Delaware County, Iowa
148.7,433.3,Inyo County, California
148.7,353.7,Tyler County, Texas
148.7,455.3,Seminole County, Florida
148.7,* ,Ramsey County, Minnesota
148.6,457,Boone County, Illinois
148.6,440.6,Lewis County, Missouri
148.6,* ,Wabasha County, Minnesota
148.5,460,Newport County, Rhode Island
148.5,493.5,Dubuque County, Iowa
148.5,406.3,Allamakee County, Iowa
148.5,381.1,Hardy County, West Virginia
148.5,310,McKinley County, New Mexico
148.5,495.3,Rockingham County, New Hampshire
148.5,380.2,Lafayette County, Arkansas
148.4,444.2,Boundary County, Idaho
148.4,348.2,Chaves County, New Mexico
148.4,489.3,Bucks County, Pennsylvania
148.4,556.1,Fallon County, Montana
148.4,456,Southampton County, Virginia
148.4,357.8,Stevens County, Washington
148.3,456.6,Vernon County, Wisconsin
148.3,467.4,Jo Daviess County, Illinois
148.3,* ,Cottonwood County, Minnesota
148.3,485.1,Davison County, South Dakota
148.3,449.9,Warren County, Ohio
148.3,404.4,Franklin County, Virginia
148.2,467.6,Buffalo County, Nebraska
148.2,479.6,Pinellas County, Florida
148.1,423,Pierce County, Nebraska
148.1,478.1,Fayette County, Tennessee
148.1,454.9,Durham County, North Carolina
148.1,448.6,Chittenden County, Vermont
148,424.2,Dallas County, Texas
148,470.6,Windsor County, Vermont
148,415,Kent County, Michigan
148,400.6,Klickitat County, Washington
148,323.2,Cochran County, Texas
147.8,397.4,Minidoka County, Idaho
147.8,384.9,Lassen County, California
147.8,447.9,Choctaw County, Alabama
147.8,425.3,Buena Vista County, Iowa
147.7,* ,Finney County, Kansas
147.7,528.4,Floyd County, Iowa
147.7,453.8,Lancaster County, South Carolina
147.7,470.6,Island County, Washington
147.7,487.6,Otsego County, New York
147.6,466.5,Greenville County, South Carolina
147.6,511.8,Cherokee County, Georgia
147.6,401.7,Austin County, Texas
147.5,317.7,Hidalgo County, New Mexico
147.5,457.1,Clackamas County, Oregon
147.5,464.2,New Hanover County, North Carolina
147.5,* ,Seward County, Kansas
147.4,347.1,Pierce County, Wisconsin
147.4,* ,Rooks County, Kansas
147.4,402,Hertford County, North Carolina
147.4,447.5,Smith County, Mississippi
147.4,444.6,Jefferson County, Wisconsin
147.4,387.1,Howard County, Texas
147.4,392.1,Madera County, California
147.3,332.9,Throckmorton County, Texas
147.3,* ,Becker County, Minnesota
147.3,389.3,Johnson County, Wyoming
147.3,345.4,Marion County, Georgia
147.2,396.6,Alleghany County and Clifton Forge City, Virginia
147.2,414.2,Camden County, Missouri
147.1,504.4,Kitsap County, Washington
147.1,461.2,Hillsborough County, New Hampshire
147.1,350.8,Otero County, Colorado
147.1,407.6,Benton County, Mississippi
147.1,443.2,Gooding County, Idaho
147.1,* ,Kearny County, Kansas
147,* ,Harvey County, Kansas
147,480.7,Sarpy County, Nebraska
147,429.8,Washoe County, Nevada
147,432.5,Cheyenne County, Nebraska
147,460.4,Limestone County, Alabama
147,383.1,Richland County, Wisconsin
146.9,* ,Waseca County, Minnesota
146.9,454.8,Pike County, Pennsylvania
146.9,417.9,Pulaski County, Virginia
146.9,314.4,Grant County, New Mexico
146.9,293.7,Crowley County, Colorado
146.8,457.9,Harris County, Georgia
146.8,408.9,Walla Walla County, Washington
146.7,464.7,Platte County, Nebraska
146.7,460.1,Highlands County, Florida
146.7,429.2,Bayfield County, Wisconsin
146.7,386.9,Wilson County, Texas
146.7,400.9,Valencia County, New Mexico
146.7,501,Bay County, Florida
146.6,404.3,Waller County, Texas
146.6,517.6,Union County, Georgia
146.6,459,St. Charles County, Missouri
146.5,400,Sevier County, Utah
146.5,434.7,Cumberland County, Pennsylvania
146.5,413.8,Buffalo County, Wisconsin
146.5,352.4,Divide County, North Dakota
146.4,* ,Watonwan County, Minnesota
146.4,406.8,Duplin County, North Carolina
146.4,* ,Barber County, Kansas
146.4,413.6,Cedar County, Nebraska
146.3,464,Monongalia County, West Virginia
146.3,431,Livingston County, Michigan
146.3,* ,Stearns County, Minnesota
146.2,479.3,Burt County, Nebraska
146.2,400.7,Dallam County, Texas
146.2,440.2,Cleburne County, Alabama
146.2,471.9,Lake County, Montana
146.2,407.6,Fremont County, Colorado
146.2,423.7,Orange County, Florida
146.1,474.7,Avery County, North Carolina
146,433.5,Carroll County, Missouri
146,378.3,Bandera County, Texas
146,422.2,Morrow County, Oregon
146,469,Chelan County, Washington
145.9,* ,Kandiyohi County, Minnesota
145.8,463.2,Rabun County, Georgia
145.7,* ,Pennington County, Minnesota
145.7,403.7,Cavalier County, North Dakota
145.6,477.7,Moore County, North Carolina
145.6,343.4,Carroll County, Virginia
145.6,459.6,Howard County, Nebraska
145.5,459.3,Lancaster County, Pennsylvania
145.4,* ,Gove County, Kansas
145.3,388.3,Moore County, Texas
145.3,501.4,Mercer County, New Jersey
145.3,444.1,Amador County, California
145.3,403.6,Colorado County, Texas
145.2,447.3,Putnam County, Ohio
145.2,420.8,Benton County, Washington
145.2,530.5,Spink County, South Dakota
145.2,396.6,Montgomery County, Texas
145.2,489.3,Greene County, Georgia
145.2,430.7,Taylor County, Wisconsin
145.2,465.1,Fulton County, Georgia
145.1,347,Rio Blanco County, Colorado
145.1,451.8,Cole County, Missouri
145.1,448.5,Ransom County, North Dakota
145,421.9,Monroe County, Indiana
145,498.9,Hall County, Georgia
145,393.1,Floyd County, Virginia
144.9,328,Gila County, Arizona
144.9,402,Lincoln County, Colorado
144.9,330.5,Asotin County, Washington
144.9,379.3,Calhoun County, West Virginia
144.9,460.3,Clay County, North Carolina
144.8,500.7,Putnam County, New York
144.8,446.9,Grafton County, New Hampshire
144.8,446.8,Eau Claire County, Wisconsin
144.8,441.8,James City County, Virginia
144.8,342.8,Lincoln County, Washington
144.8,448.3,Laramie County, Wyoming
144.8,447,Hart County, Georgia
144.7,483.8,Pickens County, Alabama
144.7,393.4,Bexar County, Texas
144.7,* ,Rice County, Kansas
144.7,461.4,Grundy County, Missouri
144.7,365.4,Las Animas County, Colorado
144.6,465.3,Jones County, Iowa
144.6,424.8,Midland County, Michigan
144.5,340.4,Andrews County, Texas
144.5,387.3,Hendry County, Florida
144.4,367.9,Washakie County, Wyoming
144.4,* ,Lake County, Minnesota
144.3,477.6,Montgomery County, Pennsylvania
144.3,428.6,Dubois County, Indiana
144.3,505.1,Jones County, Georgia
144.3,421.6,Napa County, California
144.3,430.7,Boone County, Missouri
144.2,404.1,Erath County, Texas
144.2,466.4,New Haven County, Connecticut
144.1,455.4,Henderson County, North Carolina
143.9,366.2,Sullivan County, Missouri
143.9,381.3,Clarke County, Virginia
143.8,* ,Stafford County, Kansas
143.8,459.4,Alfalfa County, Oklahoma
143.7,* ,Grant County, Minnesota
143.7,453.5,Bremer County, Iowa
143.7,444.5,La Crosse County, Wisconsin
143.6,453,York County, Nebraska
143.6,464.6,O'Brien County, Iowa
143.6,* ,Rice County, Minnesota
143.6,448.2,Lancaster County, Nebraska
143.6,* ,Washington County, Minnesota
143.5,443.6,Outagamie County, Wisconsin
143.4,474.5,Jefferson County, Washington
143.4,482.7,Harper County, Oklahoma
143.4,429.2,Tompkins County, New York
143.4,329.8,Huerfano County, Colorado
143.4,399.3,Washington County, Texas
143.4,370.2,Tulare County, California
143.3,474.6,Norfolk County, Massachusetts
143.2,409.9,Hampshire County, Massachusetts
143.2,506.2,Flathead County, Montana
143.2,* ,Clay County, Kansas
143.1,462.1,Ada County, Idaho
143.1,398.6,Maverick County, Texas
143.1,497.2,Effingham County, Illinois
143.1,479.4,Oakland County, Michigan
143.1,431.5,Missoula County, Montana
143.1,436.3,Moore County, Tennessee
143,337.7,Dickens County, Texas
143,418.8,Wagoner County, Oklahoma
143,407.7,Alleghany County, North Carolina
143,296.3,Mason County, Texas
142.9,479.9,Missaukee County, Michigan
142.9,376.3,Currituck County, North Carolina
142.8,411.9,Val Verde County, Texas
142.7,308.7,Garfield County, Washington
142.7,466.3,Walker County, Texas
142.6,391.6,Rockbridge County, Virginia
142.6,429.4,Stafford County, Virginia
142.6,495.5,McLean County, North Dakota
142.6,423,Suffolk County, Massachusetts
142.6,493.1,Humboldt County, Iowa
142.6,533.8,Page County, Iowa
142.5,* ,Ellis County, Kansas
142.5,500.7,Kidder County, North Dakota
142.5,364.7,Doddridge County, West Virginia
142.5,462.5,Essex County, New Jersey
142.4,406.1,Calaveras County, California
142.4,382.2,Nueces County, Texas
142.3,411.6,Monroe County, Florida
142.3,408.8,Rockwall County, Texas
142.3,504.1,Tioga County, New York
142.3,361.5,Uinta County, Wyoming
142.2,421.8,Deuel County, Nebraska
142.2,387.3,Jackson County, Colorado
142.1,505.2,Franklin County, Nebraska
142.1,491.6,Clinton County, Illinois
142.1,348.6,Hartley County, Texas
142,448.5,Frederick County, Maryland
142,530.5,Suffolk County, New York
142,401.9,Leon County, Florida
141.9,490.4,Hancock County, Illinois
141.9,436.2,Pembina County, North Dakota
141.9,453.3,Hamilton County, Nebraska
141.9,392,Comal County, Texas
141.8,479,Madison County, Nebraska
141.8,* ,Blue Earth County, Minnesota
141.8,* ,Miami County, Kansas
141.7,415.5,El Paso County, Colorado
141.7,423.1,Hood River County, Oregon
141.6,* ,Nicollet County, Minnesota
141.6,* ,Pottawatomie County, Kansas
141.6,430.4,Teton County, Montana
141.6,393.5,Harris County, Texas
141.5,411.2,Fremont County, Idaho
141.5,490.2,Osceola County, Iowa
141.5,* ,Meade County, Kansas
141.4,408.2,Denver County, Colorado
141.4,* ,Stevens County, Kansas
141.4,433.6,Holt County, Nebraska
141.4,* ,Hennepin County, Minnesota
141.3,403.2,Riverside County, California
141.3,468.9,Cobb County, Georgia
141.2,* ,Otter Tail County, Minnesota
141.2,537.2,Brule County, South Dakota
141.2,421.1,Iowa County, Wisconsin
141.2,422.3,Mesa County, Colorado
141.1,399.1,Powhatan County, Virginia
141.1,420.8,Clinton County, Michigan
141,468.5,Dutchess County, New York
141,372.1,Mariposa County, California
141,458.6,Marathon County, Wisconsin
141,392.9,Fresno County, California
141,444.7,Tooele County, Utah
140.9,491.2,St. Johns County, Florida
140.9,355.8,Harney County, Oregon
140.7,477.1,Kossuth County, Iowa
140.7,* ,Scott County, Minnesota
140.7,441.2,Bronx County, New York
140.7,464.2,Essex County, Massachusetts
140.6,459,Smith County, Texas
140.5,471.6,Jones County, North Carolina
140.5,* ,Gray County, Kansas
140.5,394.9,Beaverhead County, Montana
140.5,* ,Kittson County, Minnesota
140.5,418.6,San Diego County, California
140.5,342.3,Garza County, Texas
140.4,467.3,Door County, Wisconsin
140.4,363.2,Platte County, Wyoming
140.4,463.1,Hall County, Texas
140.4,415.7,Addison County, Vermont
140.3,410.6,Natrona County, Wyoming
140.3,413.8,Moniteau County, Missouri
140.3,524.4,Monmouth County, New Jersey
140.2,433.7,Kewaunee County, Wisconsin
140.2,516.2,Clark County, South Dakota
140.1,471,Charlotte County, Florida
140.1,410.4,McIntosh County, Georgia
140.1,430.7,Rockingham County, Virginia
140,* ,Riley County, Kansas
140,358.7,Logan County, Colorado
140,452.4,Geauga County, Ohio
140,428.4,Dawson County, Nebraska
139.9,462,Hartford County, Connecticut
139.9,379.8,Cassia County, Idaho
139.9,435.4,Custer County, Nebraska
139.8,* ,Mitchell County, Kansas
139.8,440.7,Washtenaw County, Michigan
139.8,399.7,Grant County, West Virginia
139.8,405.3,Jasper County, South Carolina
139.7,351.4,Dimmit County, Texas
139.7,471.8,Hutchinson County, South Dakota
139.6,566.1,Highland County, Virginia
139.6,448.8,Clarke County, Georgia
139.6,424.8,Snyder County, Pennsylvania
139.5,* ,Lac qui Parle County, Minnesota
139.5,413.8,Hays County, Texas
139.5,461.2,Story County, Iowa
139.5,400.1,Yolo County, California
139.5,422.3,Benson County, North Dakota
139.3,* ,Dakota County, Minnesota
139.3,357.7,Kittitas County, Washington
139.3,333.1,Grant County, Oregon
139.2,* ,Redwood County, Minnesota
139.2,436.5,Roanoke County, Virginia
139.1,463.4,McHenry County, North Dakota
139.1,447.8,Lewis County, Idaho
139.1,447,Tripp County, South Dakota
139.1,436,Platte County, Missouri
139.1,356.6,Adams County, Idaho
139,450,Bonneville County, Idaho
139,306.5,Montezuma County, Colorado
138.9,448.2,Lowndes County, Georgia
138.9,487.3,Ascension Parish, Louisiana
138.8,433.9,Garrett County, Maryland
138.8,480.1,Benzie County, Michigan
138.7,430,Randall County, Texas
138.7,468.9,Chester County, Pennsylvania
138.7,435.1,Indiana County, Pennsylvania
138.7,442.3,Broward County, Florida
138.6,360.1,Atascosa County, Texas
138.6,473.4,Brown County, South Dakota
138.6,475.1,Litchfield County, Connecticut
138.6,354.3,Roosevelt County, New Mexico
138.5,479.6,Ozaukee County, Wisconsin
138.5,387.9,Bernalillo County, New Mexico
138.4,* ,Jackson County, Kansas
138.4,429.7,Sonoma County, California
138.4,* ,Wabaunsee County, Kansas
138.4,462.5,Hardee County, Florida
138.4,452.8,Gwinnett County, Georgia
138.4,471.6,Cass County, North Dakota
138.3,439.3,Prince George County, Virginia
138.3,476.1,Warren County, Indiana
138.2,* ,McLeod County, Minnesota
138.1,482,Waukesha County, Wisconsin
138.1,* ,Stanton County, Kansas
138.1,412,Columbia County, Georgia
138.1,441.2,Middlesex County, Massachusetts
138,377.2,Colusa County, California
137.9,392.1,Woodward County, Oklahoma
137.9,486,Clay County, Iowa
137.7,412.5,Reagan County, Texas
137.6,468.7,Middlesex County, Connecticut
137.6,405.8,Greene County, Virginia
137.6,387.7,Humboldt County, Nevada
137.5,386,Walworth County, South Dakota
137.5,385.7,Montrose County, Colorado
137.5,* ,Douglas County, Kansas
137.5,401.7,Edwards County, Illinois
137.5,454.8,Passaic County, New Jersey
137.5,483.2,Grand Traverse County, Michigan
137.5,481.1,Audubon County, Iowa
137.4,* ,Kanabec County, Minnesota
137.4,448,Mecklenburg County, North Carolina
137.4,453,Rankin County, Mississippi
137.3,436.1,Ramsey County, North Dakota
137.2,492.2,Washington County, Illinois
137.2,371.1,Montgomery County, Virginia
137.2,490.1,Plymouth County, Iowa
137.1,507.9,Phillips County, Montana
137.1,451.1,Dawson County, Montana
137.1,377.8,Edgefield County, South Carolina
137.1,439.2,Converse County, Wyoming
137,333,San Juan County, New Mexico
137,* ,Sheridan County, Kansas
136.8,381.4,Yuma County, Colorado
136.8,386.7,Medina County, Texas
136.8,407.6,Bear Lake County, Idaho
136.7,471.9,Jasper County, Illinois
136.7,357.8,Modoc County, California
136.7,438.6,Iron County, Utah
136.6,392.6,Pima County, Arizona
136.6,391.1,Putnam County, Illinois
136.6,435.5,Kane County, Illinois
136.6,418.2,Jefferson County, Idaho
136.5,447.5,Douglas County, Washington
136.5,429.3,Phillips County, Colorado
136.5,412.9,Idaho County, Idaho
136.3,363.3,Adams County, Washington
136.2,401.2,Botetourt County, Virginia
136.2,535.2,Sargent County, North Dakota
136.2,488.1,Faulk County, South Dakota
136.1,326.5,Rio Grande County, Colorado
136.1,436.3,Lamar County, Mississippi
136,423.5,Clark County, Missouri
136,452.7,Placer County, California
136,429.7,Irion County, Texas
135.9,349.5,Rappahannock County, Virginia
135.9,461.7,Starr County, Texas
135.9,346,San Miguel County, New Mexico
135.8,471.6,Sutton County, Texas
135.8,411.9,Nevada County, California
135.8,453.4,Dane County, Wisconsin
135.8,450.7,DeKalb County, Georgia
135.6,367.3,Alamosa County, Colorado
135.5,424.2,King George County, Virginia
135.5,370.2,Franklin County, Washington
135.5,390.8,Baker County, Georgia
135.4,377.3,Los Angeles County, California
135.4,389.6,Ottawa County, Michigan
135.3,464.3,Wake County, North Carolina
135.3,394.1,Comanche County, Texas
135.2,372.1,Johnson County, Georgia
135,413.1,Northumberland County, Virginia
135,* ,Marshall County, Minnesota
134.8,445.7,Calhoun County, Illinois
134.8,434.6,Crawford County, Iowa
134.7,391.2,Socorro County, New Mexico
134.7,382.4,Moffat County, Colorado
134.7,393.1,Calhoun County, Georgia
134.6,467.4,Kent County, Maryland
134.5,* ,Murray County, Minnesota
134.5,481.4,Sarasota County, Florida
134.4,442.7,San Luis Obispo County, California
134.4,324.5,San Saba County, Texas
134.4,395.3,Uintah County, Utah
134.3,496.6,Dukes County, Massachusetts
134.3,418.6,Craig County, Virginia
134.3,421.6,Ventura County, California
134.2,456.4,Middlesex County, New Jersey
134.1,325.8,Glades County, Florida
134.1,362.9,Parmer County, Texas
134,388.7,Carbon County, Wyoming
134,450.8,Dallas County, Iowa
133.9,337.8,Noble County, Ohio
133.9,419.7,Contra Costa County, California
133.8,430.7,Transylvania County, North Carolina
133.8,436.6,Augusta County, Virginia
133.8,446.6,Champaign County, Illinois
133.7,424.1,Stark County, North Dakota
133.7,394.4,El Paso County, Texas
133.7,434.5,El Dorado County, California
133.6,370.6,Custer County, South Dakota
133.6,459.9,DuPage County, Illinois
133.5,394.8,Jerome County, Idaho
133.5,452.5,Union County, New Jersey
133.5,391.3,Maricopa County, Arizona
133.4,429.6,Deschutes County, Oregon
133.2,403.6,Lawrence County, South Dakota
133.2,419.9,Latah County, Idaho
133.2,467.2,Burleigh County, North Dakota
133,470.1,Johnson County, Iowa
133,448.5,Winnebago County, Iowa
132.9,463,Cuming County, Nebraska
132.9,426.8,Trinity County, California
132.9,399.8,Camden County, North Carolina
132.8,457.7,Ward County, North Dakota
132.8,367.7,Graham County, Arizona
132.7,* ,Steele County, Minnesota
132.7,332.8,Navajo County, Arizona
132.7,280.5,Castro County, Texas
132.6,360.6,Cibola County, New Mexico
132.6,444.4,Williamson County, Texas
132.5,318.5,Colfax County, New Mexico
132.4,370.9,Bailey County, Texas
132.4,409.4,Sandoval County, New Mexico
132.3,428.5,Pawnee County, Nebraska
132.3,508.8,Mountrail County, North Dakota
132.3,472.3,Chatham County, North Carolina
132.1,345.8,Prince William County, Virginia
132.1,472.8,Bergen County, New Jersey
132.1,488.1,Washington County, Wisconsin
132.1,* ,Stevens County, Minnesota
132,486.5,Morris County, New Jersey
131.8,* ,Todd County, Minnesota
131.8,492.4,Forsyth County, Georgia
131.8,380.9,Elko County, Nevada
131.7,404.2,Jefferson County, Iowa
131.6,456.5,Tolland County, Connecticut
131.6,331.5,Brown County, Nebraska
131.6,* ,Pope County, Minnesota
131.5,399.1,Howard County, Missouri
131.3,421.5,Caribou County, Idaho
131.3,486.7,Foster County, North Dakota
131.2,403.9,Wright County, Iowa
131.2,289.1,Concho County, Texas
131.2,446.8,Orange County, North Carolina
131,446.8,King County, Washington
131,* ,Houston County, Minnesota
131,533.5,Franklin County, Iowa
130.9,409.5,Portage County, Wisconsin
130.9,387.2,Greenlee County, Arizona
130.8,465.8,Clay County, Nebraska
130.8,441.7,Kings County, New York
130.6,448,Box Butte County, Nebraska
130.6,474,Fayette County, Georgia
130.6,555,Douglas County, South Dakota
130.5,445,Sumter County, Florida
130.5,373.5,Terry County, Texas
130.4,381.8,Brazos County, Texas
130.4,437.2,Union County, Pennsylvania
130.3,339.4,Union County, New Mexico
130.2,438.4,Santa Barbara County, California
130.1,398.9,Granite County, Montana
130.1,349.5,Blaine County, Montana
130,416.1,Washington County, Oregon
130,393.4,Wahkiakum County, Washington
130,448.1,Bon Homme County, South Dakota
130,453.5,Martin County, Florida
129.9,* ,Norton County, Kansas
129.8,397.7,Gillespie County, Texas
129.7,470.4,Bristol County, Rhode Island
129.7,428.6,Santa Cruz County, California
129.7,401.7,Pulaski County, Georgia
129.6,491.5,Hunterdon County, New Jersey
129.5,414.1,Garfield County, Colorado
129.4,410.4,Orange County, California
129.3,429.2,Fergus County, Montana
129.2,438.6,Lake County, South Dakota
129.2,* ,Johnson County, Kansas
129.2,361.1,Coconino County, Arizona
129.1,482.8,Brookings County, South Dakota
129,377.9,Pendleton County, West Virginia
128.9,268.5,Conejos County, Colorado
128.8,339.8,Judith Basin County, Montana
128.7,328.3,Webb County, Texas
128.6,403.9,Dona Ana County, New Mexico
128.3,416.5,Shelby County, Alabama
128.3,435.8,Monroe County, Illinois
128.2,427,Miami-Dade County, Florida
128.2,396,Arapahoe County, Colorado
128.2,* ,Haskell County, Kansas
128,385.9,Alameda County, California
127.7,409.6,Salt Lake County, Utah
127.5,505.8,Nassau County, New York
127.5,425.3,Polk County, North Carolina
127.5,385.3,Benton County, Oregon
127.3,370.5,Fisher County, Texas
127.2,* ,Carver County, Minnesota
127.2,395.7,Colfax County, Nebraska
127.1,380.7,Madison County, Montana
127.1,426.6,Lee County, Florida
127,416.2,Douglas County, Nevada
126.9,411.6,Valley County, Idaho
126.7,* ,Cheyenne County, Kansas
126.7,524.8,McPherson County, South Dakota
126.7,394.5,San Francisco County, California
126.6,440.7,Manatee County, Florida
126.6,405,Sherman County, Oregon
126.5,437,Palm Beach County, Florida
126.5,343.6,Dooly County, Georgia
126.4,303,Rio Arriba County, New Mexico
126.1,497.5,McCone County, Montana
125.9,464.5,Fairfield County, Connecticut
125.9,305.2,Shackelford County, Texas
125.9,441.6,Hamilton County, Indiana
125.7,431.2,Watauga County, North Carolina
125.7,* ,Lake of the Woods County, Minnesota
125.6,411.4,Denton County, Texas
125.5,393.6,Yankton County, South Dakota
125.5,354.2,Willacy County, Texas
125.4,405.9,Hudson County, New Jersey
125.4,402.2,Weber County, Utah
125.3,503.9,McIntosh County, North Dakota
125.3,394.1,Kendall County, Texas
125.1,459.6,Somerset County, New Jersey
125,283.1,Gilpin County, Colorado
125,403.8,Griggs County, North Dakota
124.8,475.6,Westchester County, New York
124.7,* ,Olmsted County, Minnesota
124.7,409.3,Wayne County, Nebraska
124.6,544.1,Nantucket County, Massachusetts
124.6,452.8,Emmons County, North Dakota
124.6,414.6,Larimer County, Colorado
124.5,329.8,Lipscomb County, Texas
124.4,423.4,Calumet County, Wisconsin
124.1,390.8,Monterey County, California
124,405.3,Travis County, Texas
123.9,384.2,Gosper County, Nebraska
123.8,457.3,Leelanau County, Michigan
123.8,449.1,Delaware County, Ohio
123.8,398.1,Beaufort County, South Carolina
123.6,487.6,Hancock County, Iowa
123.6,404.9,Albemarle County, Virginia
123.6,455.8,Park County, Wyoming
123.4,478.7,Rockland County, New York
123.4,383.2,Moody County, South Dakota
123.3,387.1,Fayette County, Texas
123.2,389.5,Chaffee County, Colorado
123.1,463.1,Potter County, South Dakota
122.9,328.2,Reeves County, Texas
122.7,395.4,San Benito County, California
122.6,457.5,Talbot County, Maryland
122.4,381.2,Chouteau County, Montana
122.3,450.4,Antelope County, Nebraska
122.1,413.9,Wasatch County, Utah
122.1,361.9,Live Oak County, Texas
122,* ,Roseau County, Minnesota
121.9,376.9,York County, Virginia
121.7,424.7,Centre County, Pennsylvania
121.6,340.8,Dunn County, North Dakota
121.6,368.9,Elbert County, Colorado
121.5,406.5,San Juan County, Washington
121.5,446.4,Polk County, Nebraska
121.4,489.6,Valley County, Montana
121.4,441.9,Williamson County, Tennessee
121.4,336.4,Wallowa County, Oregon
121.3,449,Valley County, Nebraska
121.2,261.6,Whitman County, Washington
121.2,402.2,Collin County, Texas
121.1,421.3,Queens County, New York
120.9,366.2,Cameron County, Texas
120.8,346.7,Marshall County, South Dakota
120.8,325.6,Lincoln County, New Mexico
120.6,373.1,Logan County, North Dakota
120.5,449.2,New York County, New York
120.3,329.1,Taos County, New Mexico
120.1,402.9,Howard County, Maryland
119.9,351.9,Pinal County, Arizona
119.8,337.1,Sedgwick County, Colorado
119.8,320.2,Pepin County, Wisconsin
119.6,396.5,Teller County, Colorado
119.3,270.7,Apache County, Arizona
119.2,495,Sanborn County, South Dakota
119,473.9,Dundy County, Nebraska
118.8,364.5,Ochiltree County, Texas
118.7,386.5,Skamania County, Washington
118.7,359.5,Loudoun County, Virginia
118.6,345.9,Power County, Idaho
118.6,391.3,Imperial County, California
118.6,424.3,Carbon County, Montana
118.5,330.7,Keweenaw County, Michigan
118.4,376.3,Teton County, Idaho
118.2,465.8,Pierce County, North Dakota
118.2,310.4,Saguache County, Colorado
117.8,387.8,Utah County, Utah
117.6,345.4,Pecos County, Texas
117.4,358.5,Webster County, Georgia
117.4,312.7,Mora County, New Mexico
117.3,412.3,San Mateo County, California
117.2,329.5,Santa Fe County, New Mexico
117,417.1,Winneshiek County, Iowa
116.7,414.6,Morgan County, Utah
116.6,432.1,Gallatin County, Montana
116.5,260.3,San Juan County, Utah
116.4,307.6,Brewster County, Texas
116.4,357.7,Collingsworth County, Texas
116.4,334.7,Menard County, Texas
116.4,334.7,La Plata County, Colorado
116.4,368.9,Garfield County, Utah
116.4,327.2,Long County, Georgia
116.3,414.9,Emery County, Utah
116.2,368.3,Beaver County, Oklahoma
