average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
48,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,833.2 ,"Effingham County, IL",60.0,34202,34170,34123,34181,34008,IL,53077,51809,60061,60773,58943
29,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,471.6 ,"Washington County, IL",0.0,14262,14179,13963,13999,13887,IL,57019,58587,56118,66937,64297
7,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.2 ,"Washington County, IL",0.0,14262,14179,13963,13999,13887,IL,57019,58587,56118,66937,64297
22,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,794.1 ,"Washington County, IL",0.0,14262,14179,13963,13999,13887,IL,57019,58587,56118,66937,64297
12,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,471.1 ,"Calhoun County, IL",57.0,4860,4869,4851,4829,4739,IL,51109,50952,55138,56099,63373
10,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,871.5 ,"Calhoun County, IL",57.0,4860,4869,4851,4829,4739,IL,51109,50952,55138,56099,63373
14,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,469.3 ,"Edwards County, IL",61.0,6511,6536,6448,6387,6395,IL,48329,48884,48649,51280,54930
4,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.9 ,"Edwards County, IL",61.0,6511,6536,6448,6387,6395,IL,48329,48884,48649,51280,54930
10,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,742.8 ,"Edwards County, IL",61.0,6511,6536,6448,6387,6395,IL,48329,48884,48649,51280,54930
20,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,466.7 ,"Jasper County, IL",58.0,9630,9583,9523,9624,9610,IL,52608,51120,55240,54552,59980
6,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.0 ,"Jasper County, IL",58.0,9630,9583,9523,9624,9610,IL,52608,51120,55240,54552,59980
14,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,764.0 ,"Jasper County, IL",58.0,9630,9583,9523,9624,9610,IL,52608,51120,55240,54552,59980
58,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,432.6 ,"Monroe County, IL",55.0,33739,33913,34179,34373,34637,IL,79686,83139,83767,88481,90904
14,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,34.1 ,"Monroe County, IL",55.0,33739,33913,34179,34373,34637,IL,79686,83139,83767,88481,90904
46,Illinois,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,779.0 ,"Monroe County, IL",55.0,33739,33913,34179,34373,34637,IL,79686,83139,83767,88481,90904
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.4 ,"Wabash County, IN",57.0,31860,31513,31380,31198,30996,IN,48223,51561,50177,51487,59874
81,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.8 ,"Wabash County, IN",57.0,31860,31513,31380,31198,30996,IN,48223,51561,50177,51487,59874
24,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.7 ,"Wabash County, IN",57.0,31860,31513,31380,31198,30996,IN,48223,51561,50177,51487,59874
62,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,939.6 ,"Wabash County, IN",57.0,31860,31513,31380,31198,30996,IN,48223,51561,50177,51487,59874
14,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.9 ,"Howard County, IN",61.0,82338,82304,82210,82257,82544,IN,47390,49204,51035,55365,54048
202,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.4 ,"Howard County, IN",61.0,82338,82304,82210,82257,82544,IN,47390,49204,51035,55365,54048
67,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.4 ,"Howard County, IN",61.0,82338,82304,82210,82257,82544,IN,47390,49204,51035,55365,54048
149,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,969.3 ,"Howard County, IN",61.0,82338,82304,82210,82257,82544,IN,47390,49204,51035,55365,54048
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.8 ,"Washington County, IN",,27774,27728,27771,27932,28036,IN,43498,48939,47686,44534,51948
63,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,631.8 ,"Washington County, IN",,27774,27728,27771,27932,28036,IN,43498,48939,47686,44534,51948
22,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.3 ,"Washington County, IN",,27774,27728,27771,27932,28036,IN,43498,48939,47686,44534,51948
46,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,067.6 ","Washington County, IN",,27774,27728,27771,27932,28036,IN,43498,48939,47686,44534,51948
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.1 ,"Jennings County, IN",,27834,27648,27652,27679,27735,IN,46047,50425,48961,51560,55022
65,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,674.3 ,"Jennings County, IN",,27834,27648,27652,27679,27735,IN,46047,50425,48961,51560,55022
24,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.8 ,"Jennings County, IN",,27834,27648,27652,27679,27735,IN,46047,50425,48961,51560,55022
46,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,111.1 ","Jennings County, IN",,27834,27648,27652,27679,27735,IN,46047,50425,48961,51560,55022
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.7 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
82,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.4 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
26,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.9 ,"Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
61,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,031.0 ","Greene County, IN",61.0,32416,32228,32172,32059,31922,IN,47952,46019,59347,46835,51918
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.0 ,"Posey County, IN",57.5,25613,25639,25569,25554,25427,IN,58298,61619,65617,68162,68435
54,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,537.3 ,"Posey County, IN",57.5,25613,25639,25569,25554,25427,IN,58298,61619,65617,68162,68435
16,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.8 ,"Posey County, IN",57.5,25613,25639,25569,25554,25427,IN,58298,61619,65617,68162,68435
42,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.7 ,"Posey County, IN",57.5,25613,25639,25569,25554,25427,IN,58298,61619,65617,68162,68435
9,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.4 ,"Grant County, IN",59.0,67479,66669,66305,66039,65769,IN,39984,40177,44790,45138,47509
172,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,636.2 ,"Grant County, IN",59.0,67479,66669,66305,66039,65769,IN,39984,40177,44790,45138,47509
54,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.2 ,"Grant County, IN",59.0,67479,66669,66305,66039,65769,IN,39984,40177,44790,45138,47509
127,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,030.7 ","Grant County, IN",59.0,67479,66669,66305,66039,65769,IN,39984,40177,44790,45138,47509
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.1 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
50,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,650.4 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
17,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.0 ,"Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
37,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,068.2 ","Sullivan County, IN",,20874,20710,20700,20696,20669,IN,44939,46706,46810,47554,53375
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.3 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
64,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,753.8 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
24,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,83.6 ,"Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
44,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,204.0 ","Scott County, IN",61.0,23660,23687,23793,23784,23873,IN,43104,47738,48615,44913,50571
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.8 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
66,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,566.4 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.2 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
50,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,952.6 ,"Adams County, IN",61.0,34945,35178,35385,35595,35777,IN,49251,51517,51488,56693,53532
7,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.6 ,"Henry County, IN",56.0,48655,48345,48170,48131,47972,IN,47954,45356,48915,50183,49293
123,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,639.9 ,"Henry County, IN",56.0,48655,48345,48170,48131,47972,IN,47954,45356,48915,50183,49293
34,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.1 ,"Henry County, IN",56.0,48655,48345,48170,48131,47972,IN,47954,45356,48915,50183,49293
96,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,099.2 ","Henry County, IN",56.0,48655,48345,48170,48131,47972,IN,47954,45356,48915,50183,49293
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.6 ,"Knox County, IN",56.0,37760,37333,37044,36596,36594,IN,42818,43897,44044,48606,48760
87,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,613.0 ,"Knox County, IN",56.0,37760,37333,37044,36596,36594,IN,42818,43897,44044,48606,48760
27,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.6 ,"Knox County, IN",56.0,37760,37333,37044,36596,36594,IN,42818,43897,44044,48606,48760
64,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,002.6 ","Knox County, IN",56.0,37760,37333,37044,36596,36594,IN,42818,43897,44044,48606,48760
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.2 ,"Jasper County, IN",,33478,33405,33424,33365,33562,IN,60195,56034,58891,66720,65352
66,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.6 ,"Jasper County, IN",,33478,33405,33424,33365,33562,IN,60195,56034,58891,66720,65352
21,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.5 ,"Jasper County, IN",,33478,33405,33424,33365,33562,IN,60195,56034,58891,66720,65352
49,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,903.2 ,"Jasper County, IN",,33478,33405,33424,33365,33562,IN,60195,56034,58891,66720,65352
17,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.2 ,"Madison County, IN",,129388,129329,129418,129573,129569,IN,45065,45853,44987,49522,54145
286,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.0 ,"Madison County, IN",,129388,129329,129418,129573,129569,IN,45065,45853,44987,49522,54145
94,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.4 ,"Madison County, IN",,129388,129329,129418,129573,129569,IN,45065,45853,44987,49522,54145
209,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,936.6 ,"Madison County, IN",,129388,129329,129418,129573,129569,IN,45065,45853,44987,49522,54145
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.9 ,"Jefferson County, IN",55.5,32297,32230,32013,32157,32308,IN,47841,51534,51163,51031,53378
79,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,659.0 ,"Jefferson County, IN",55.5,32297,32230,32013,32157,32308,IN,47841,51534,51163,51031,53378
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.5 ,"Jefferson County, IN",55.5,32297,32230,32013,32157,32308,IN,47841,51534,51163,51031,53378
58,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,113.5 ","Jefferson County, IN",55.5,32297,32230,32013,32157,32308,IN,47841,51534,51163,51031,53378
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.9 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
82,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,562.7 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
27,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.7 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
60,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.2 ,"Cass County, IN",57.0,38081,37905,37828,37895,37689,IN,45575,46287,47727,48598,51777
6,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.5 ,"Noble County, IN",,47515,47398,47329,47543,47744,IN,51876,52318,52764,61341,60980
96,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.6 ,"Noble County, IN",,47515,47398,47329,47543,47744,IN,51876,52318,52764,61341,60980
33,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.4 ,"Noble County, IN",,47515,47398,47329,47543,47744,IN,51876,52318,52764,61341,60980
69,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,009.5 ","Noble County, IN",,47515,47398,47329,47543,47744,IN,51876,52318,52764,61341,60980
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.4 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
391,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.8 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
121,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.7 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
291,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,990.7 ,"Vanderburgh County, IN",61.0,181504,181427,180954,181120,181451,IN,43823,46750,47456,50500,51603
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 ,"Daviess County, IN",54.0,32823,33010,33136,33278,33351,IN,47019,49237,46292,55434,56611
64,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.6 ,"Daviess County, IN",54.0,32823,33010,33136,33278,33351,IN,47019,49237,46292,55434,56611
21,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 ,"Daviess County, IN",54.0,32823,33010,33136,33278,33351,IN,47019,49237,46292,55434,56611
47,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,945.4 ,"Daviess County, IN",54.0,32823,33010,33136,33278,33351,IN,47019,49237,46292,55434,56611
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
65,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,518.2 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
18,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.4 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
51,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,915.6 ,"Gibson County, IN",55.5,33644,33644,33721,33610,33659,IN,53483,54690,53714,56960,61872
7,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.1 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
158,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.3 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
51,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.5 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
114,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.1 ,"Wayne County, IN",58.0,66972,66630,66179,66046,65884,IN,41849,42983,44179,45130,47885
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.8 ,"Harrison County, IN",,39532,39661,39777,40214,40515,IN,53719,57573,57136,60379,64270
85,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.9 ,"Harrison County, IN",,39532,39661,39777,40214,40515,IN,53719,57573,57136,60379,64270
30,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.0 ,"Harrison County, IN",,39532,39661,39777,40214,40515,IN,53719,57573,57136,60379,64270
60,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,927.6 ,"Harrison County, IN",,39532,39661,39777,40214,40515,IN,53719,57573,57136,60379,64270
11,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 ,"Delaware County, IN",57.0,115767,115657,115246,114297,114135,IN,40633,41404,41874,43096,45912
243,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,590.3 ,"Delaware County, IN",57.0,115767,115657,115246,114297,114135,IN,40633,41404,41874,43096,45912
69,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.7 ,"Delaware County, IN",57.0,115767,115657,115246,114297,114135,IN,40633,41404,41874,43096,45912
185,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,978.3 ,"Delaware County, IN",57.0,115767,115657,115246,114297,114135,IN,40633,41404,41874,43096,45912
11,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 ,"Vigo County, IN",60.0,107533,107790,107569,107367,107038,IN,39635,43560,42497,48335,48082
235,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,633.9 ,"Vigo County, IN",60.0,107533,107790,107569,107367,107038,IN,39635,43560,42497,48335,48082
73,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.4 ,"Vigo County, IN",60.0,107533,107790,107569,107367,107038,IN,39635,43560,42497,48335,48082
173,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,034.6 ","Vigo County, IN",60.0,107533,107790,107569,107367,107038,IN,39635,43560,42497,48335,48082
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
73,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,618.5 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
23,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.9 ,"Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
53,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,018.0 ","Clinton County, IN",,32373,32207,32195,32192,32399,IN,50342,53862,51540,51730,55336
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
84,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.4 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.1 ,"Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
62,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,054.7 ","Putnam County, IN",,37382,37113,37363,37486,37576,IN,53910,50896,57402,54718,64098
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370,IN,46890,47997,49112,53187,56261
108,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.9 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370,IN,46890,47997,49112,53187,56261
32,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370,IN,46890,47997,49112,53187,56261
81,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,934.6 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370,IN,46890,47997,49112,53187,56261
12,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.2 ,"LaPorte County, IN",,110835,110222,109842,109981,109888,,,,,,
238,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,574.3 ,"LaPorte County, IN",,110835,110222,109842,109981,109888,,,,,,
75,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 ,"LaPorte County, IN",,110835,110222,109842,109981,109888,,,,,,
175,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,958.5 ,"LaPorte County, IN",,110835,110222,109842,109981,109888,,,,,,
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.1 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
63,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
47,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,941.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614,,,,,,
102,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.4 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582,IN,41407,45300,47642,48409,50707
1568,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,586.8 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582,IN,41407,45300,47642,48409,50707
570,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582,IN,41407,45300,47642,48409,50707
1100,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,979.3 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582,IN,41407,45300,47642,48409,50707
18,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389,IN,66070,67302,67525,69298,74064
322,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,551.4 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389,IN,66070,67302,67525,69298,74064
100,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.4 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389,IN,66070,67302,67525,69298,74064
240,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,956.3 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389,IN,66070,67302,67525,69298,74064
26,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
530,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.8 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
161,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.0 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
396,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.4 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826,IN,46881,48960,52188,54674,53881
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
81,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.6 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.1 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
59,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,992.2 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520,IN,49103,50138,53635,53809,54565
48,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493,IN,50613,53600,54929,55280,57280
1000,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.6 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493,IN,50613,53600,54929,55280,57280
306,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493,IN,50613,53600,54929,55280,57280
742,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,980.6 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493,IN,50613,53600,54929,55280,57280
36,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.0 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
658,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.1 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
214,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.1 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
480,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,942.7 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299,IN,50017,51329,52661,54473,56838
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,"Jackson County, IN",0.0,43875,43997,43955,44068,44231,IN,45504,51871,48789,55518,59472
