average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
135,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.2 ,"Montcalm County, MI",0.0,62763,62953,63527,63936,63888,MI,41728,46877,46664,50396,52089
41,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.7 ,"Montcalm County, MI",0.0,62763,62953,63527,63936,63888,MI,41728,46877,46664,50396,52089
100,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,944.2 ,"Montcalm County, MI",0.0,62763,62953,63527,63936,63888,MI,41728,46877,46664,50396,52089
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Shiawassee County, MI",74.0,68505,68542,68400,68133,68122,MI,50807,52716,53055,54149,55633
151,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 ,"Shiawassee County, MI",74.0,68505,68542,68400,68133,68122,MI,50807,52716,53055,54149,55633
46,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Shiawassee County, MI",74.0,68505,68542,68400,68133,68122,MI,50807,52716,53055,54149,55633
111,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,953.2 ,"Shiawassee County, MI",74.0,68505,68542,68400,68133,68122,MI,50807,52716,53055,54149,55633
3,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.6 ,"Chippewa County, MI",55.0,37973,37683,37679,37461,37349,MI,42473,43683,44586,47380,49610
83,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.9 ,"Chippewa County, MI",55.0,37973,37683,37679,37461,37349,MI,42473,43683,44586,47380,49610
23,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Chippewa County, MI",55.0,37973,37683,37679,37461,37349,MI,42473,43683,44586,47380,49610
64,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,998.5 ,"Chippewa County, MI",55.0,37973,37683,37679,37461,37349,MI,42473,43683,44586,47380,49610
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Isabella County, MI",56.0,70767,71263,71077,70463,69872,MI,41957,42924,45683,47056,46677
99,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.2 ,"Isabella County, MI",56.0,70767,71263,71077,70463,69872,MI,41957,42924,45683,47056,46677
31,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.8 ,"Isabella County, MI",56.0,70767,71263,71077,70463,69872,MI,41957,42924,45683,47056,46677
73,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,907.8 ,"Isabella County, MI",56.0,70767,71263,71077,70463,69872,MI,41957,42924,45683,47056,46677
13,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.2 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
366,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.1 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
111,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.7 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
268,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,978.8 ,"St. Clair County, MI",64.0,159700,159369,159005,159031,159128,MI,51183,52178,56671,56557,60208
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.0 ,"Berrien County, MI",64.0,155022,154325,154128,153790,153401,MI,46588,47237,48924,51509,50659
364,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.3 ,"Berrien County, MI",64.0,155022,154325,154128,153790,153401,MI,46588,47237,48924,51509,50659
102,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.4 ,"Berrien County, MI",64.0,155022,154325,154128,153790,153401,MI,46588,47237,48924,51509,50659
274,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,933.5 ,"Berrien County, MI",64.0,155022,154325,154128,153790,153401,MI,46588,47237,48924,51509,50659
107,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.5 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
2180,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,482.5 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
613,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.0 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
1674,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,848.8 ,"Oakland County, MI",55.0,1244602,1251027,1256016,1256694,1257584,MI,70150,72078,77558,80319,81257
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Ottawa County, MI",59.0,280859,283712,286581,289808,291830,MI,61429,65004,68816,70420,69827
414,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,454.9 ,"Ottawa County, MI",59.0,280859,283712,286581,289808,291830,MI,61429,65004,68816,70420,69827
113,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.2 ,"Ottawa County, MI",59.0,280859,283712,286581,289808,291830,MI,61429,65004,68816,70420,69827
323,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,800.6 ,"Ottawa County, MI",59.0,280859,283712,286581,289808,291830,MI,61429,65004,68816,70420,69827
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Livingston County, MI",61.0,187171,188547,189869,191190,191995,MI,76934,79388,82076,84048,87827
336,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,494.7 ,"Livingston County, MI",61.0,187171,188547,189869,191190,191995,MI,76934,79388,82076,84048,87827
101,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.2 ,"Livingston County, MI",61.0,187171,188547,189869,191190,191995,MI,76934,79388,82076,84048,87827
251,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,873.3 ,"Livingston County, MI",61.0,187171,188547,189869,191190,191995,MI,76934,79388,82076,84048,87827
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Kent County, MI",70.0,637164,643858,649278,653350,656955,MI,54550,59649,61146,61675,66560
968,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.7 ,"Kent County, MI",70.0,637164,643858,649278,653350,656955,MI,54550,59649,61146,61675,66560
292,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.8 ,"Kent County, MI",70.0,637164,643858,649278,653350,656955,MI,54550,59649,61146,61675,66560
728,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,875.3 ,"Kent County, MI",70.0,637164,643858,649278,653350,656955,MI,54550,59649,61146,61675,66560
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Lapeer County, MI",,88368,88171,88122,87921,87607,MI,57774,56079,57621,65209,66415
195,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.2 ,"Lapeer County, MI",,88368,88171,88122,87921,87607,MI,57774,56079,57621,65209,66415
60,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.8 ,"Lapeer County, MI",,88368,88171,88122,87921,87607,MI,57774,56079,57621,65209,66415
143,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,011.2 ","Lapeer County, MI",,88368,88171,88122,87921,87607,MI,57774,56079,57621,65209,66415
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.4 ,"Clinton County, MI",,77009,77617,78506,79219,79595,MI,65051,66396,66003,70967,72666
132,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,478.1 ,"Clinton County, MI",,77009,77617,78506,79219,79595,MI,65051,66396,66003,70967,72666
37,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.6 ,"Clinton County, MI",,77009,77617,78506,79219,79595,MI,65051,66396,66003,70967,72666
101,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,843.0 ,"Clinton County, MI",,77009,77617,78506,79219,79595,MI,65051,66396,66003,70967,72666
25,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.8 ,"Washtenaw County, MI",68.33333333,362975,366135,368807,369483,367601,MI,62401,66040,70509,72267,76728
502,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,475.1 ,"Washtenaw County, MI",68.33333333,362975,366135,368807,369483,367601,MI,62401,66040,70509,72267,76728
146,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.2 ,"Washtenaw County, MI",68.33333333,362975,366135,368807,369483,367601,MI,62401,66040,70509,72267,76728
381,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.2 ,"Washtenaw County, MI",68.33333333,362975,366135,368807,369483,367601,MI,62401,66040,70509,72267,76728
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
177,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,467.0 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
48,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.9 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
136,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,804.9 ,"Grand Traverse County, MI",50.0,91541,91957,91791,92530,93088,MI,54874,57367,59674,64591,65041
4,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.5 ,"Marquette County, MI",75.0,67326,66532,66493,66381,66699,MI,48108,50681,49472,54093,54913
138,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,527.8 ,"Marquette County, MI",75.0,67326,66532,66493,66381,66699,MI,48108,50681,49472,54093,54913
39,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.6 ,"Marquette County, MI",75.0,67326,66532,66493,66381,66699,MI,48108,50681,49472,54093,54913
103,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,877.1 ,"Marquette County, MI",75.0,67326,66532,66493,66381,66699,MI,48108,50681,49472,54093,54913
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 ,"Ionia County, MI",,64056,64187,64284,64276,64697,MI,51013,50383,57318,61667,59582
119,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.7 ,"Ionia County, MI",,64056,64187,64284,64276,64697,MI,51013,50383,57318,61667,59582
39,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.1 ,"Ionia County, MI",,64056,64187,64284,64276,64697,MI,51013,50383,57318,61667,59582
85,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,991.9 ,"Ionia County, MI",,64056,64187,64284,64276,64697,MI,51013,50383,57318,61667,59582
37,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.1 ,"Montmorency County, MI",55.0,9287,9203,9233,9275,9328,MI,37153,37021,40170,40650,40126
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.4 ,"Montmorency County, MI",55.0,9287,9203,9233,9275,9328,MI,37153,37021,40170,40650,40126
29,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,051.6 ","Montmorency County, MI",55.0,9287,9203,9233,9275,9328,MI,37153,37021,40170,40650,40126
46,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,649.9 ,"Kalkaska County, MI",60.0,17248,17263,17571,17806,18038,MI,42829,48426,43357,46068,47620
14,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.8 ,"Kalkaska County, MI",60.0,17248,17263,17571,17806,18038,MI,42829,48426,43357,46068,47620
34,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,094.9 ","Kalkaska County, MI",60.0,17248,17263,17571,17806,18038,MI,42829,48426,43357,46068,47620
81,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,647.4 ,"Manistee County, MI",58.5,24457,24424,24393,24455,24558,MI,41811,46851,45504,47401,50047
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 ,"Manistee County, MI",58.5,24457,24424,24393,24455,24558,MI,41811,46851,45504,47401,50047
64,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,099.8 ","Manistee County, MI",58.5,24457,24424,24393,24455,24558,MI,41811,46851,45504,47401,50047
72,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,644.7 ,"Ogemaw County, MI",61.0,20877,20850,20882,20882,20997,MI,37057,37842,38220,41201,41347
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.4 ,"Ogemaw County, MI",61.0,20877,20850,20882,20882,20997,MI,37057,37842,38220,41201,41347
56,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,098.1 ","Ogemaw County, MI",61.0,20877,20850,20882,20882,20997,MI,37057,37842,38220,41201,41347
28,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,633.3 ,"Schoolcraft County, MI",,8121,7967,8013,8044,8094,MI,36741,42883,41973,44887,50256
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.3 ,"Schoolcraft County, MI",,8121,7967,8013,8044,8094,MI,36741,42883,41973,44887,50256
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,115.2 ","Schoolcraft County, MI",,8121,7967,8013,8044,8094,MI,36741,42883,41973,44887,50256
37,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,619.8 ,"Mackinac County, MI",54.0,10821,10724,10768,10781,10799,MI,40091,42887,43427,46645,44986
9,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.2 ,"Mackinac County, MI",54.0,10821,10724,10768,10781,10799,MI,40091,42887,43427,46645,44986
28,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.2 ","Mackinac County, MI",54.0,10821,10724,10768,10781,10799,MI,40091,42887,43427,46645,44986
86,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,617.0 ,"Alpena County, MI",57.0,28722,28663,28428,28384,28405,MI,40665,42332,40603,42792,43676
23,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.6 ,"Alpena County, MI",57.0,28722,28663,28428,28384,28405,MI,40665,42332,40603,42792,43676
65,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.4 ","Alpena County, MI",57.0,28722,28663,28428,28384,28405,MI,40665,42332,40603,42792,43676
44,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,611.5 ,"Alcona County, MI",52.0,10330,10360,10309,10360,10405,MI,37618,37900,41615,39862,41491
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.5 ,"Alcona County, MI",52.0,10330,10360,10309,10360,10405,MI,37618,37900,41615,39862,41491
35,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.6 ,"Alcona County, MI",52.0,10330,10360,10309,10360,10405,MI,37618,37900,41615,39862,41491
23,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,607.8 ,"Baraga County, MI",59.0,8585,8546,8441,8324,8209,MI,42389,44187,42180,43435,48371
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.6 ,"Baraga County, MI",59.0,8585,8546,8441,8324,8209,MI,42389,44187,42180,43435,48371
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.0 ","Baraga County, MI",59.0,8585,8546,8441,8324,8209,MI,42389,44187,42180,43435,48371
41,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.1 ,"Lake County, MI",21.0,11697,11853,11981,11876,11853,MI,32971,33708,35005,36044,38044
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.6 ,"Lake County, MI",21.0,11697,11853,11981,11876,11853,MI,32971,33708,35005,36044,38044
31,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,992.5 ,"Lake County, MI",21.0,11697,11853,11981,11876,11853,MI,32971,33708,35005,36044,38044
61,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.5 ,"Osceola County, MI",53.0,23177,23170,23267,23377,23460,MI,41782,41018,41268,45607,47343
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.9 ,"Osceola County, MI",53.0,23177,23170,23267,23377,23460,MI,41782,41018,41268,45607,47343
46,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,007.9 ","Osceola County, MI",53.0,23177,23170,23267,23377,23460,MI,41782,41018,41268,45607,47343
106,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.8 ,"Delta County, MI",50.0,36415,36196,35890,35843,35784,MI,43020,43835,50802,49292,48880
19,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.6 ,"Delta County, MI",50.0,36415,36196,35890,35843,35784,MI,43020,43835,50802,49292,48880
90,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,090.0 ","Delta County, MI",50.0,36415,36196,35890,35843,35784,MI,43020,43835,50802,49292,48880
28,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,592.7 ,"Alger County, MI",53.0,9255,9129,9144,9118,9108,MI,43341,43693,46991,47441,52285
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.3 ,"Alger County, MI",53.0,9255,9129,9144,9118,9108,MI,43341,43693,46991,47441,52285
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,034.6 ","Alger County, MI",53.0,9255,9129,9144,9118,9108,MI,43341,43693,46991,47441,52285
17,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.8 ,"Luce County, MI",,6430,6335,6370,6327,6229,MI,41870,41881,44479,43196,45464
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.8 ,"Luce County, MI",,6430,6335,6370,6327,6229,MI,41870,41881,44479,43196,45464
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.8 ,"Luce County, MI",,6430,6335,6370,6327,6229,MI,41870,41881,44479,43196,45464
76,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.1 ,"Houghton County, MI",56.0,36228,36299,36198,35943,35684,MI,41775,38603,45127,42282,45006
19,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.7 ,"Houghton County, MI",56.0,36228,36299,36198,35943,35684,MI,41775,38603,45127,42282,45006
59,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.8 ,"Houghton County, MI",56.0,36228,36299,36198,35943,35684,MI,41775,38603,45127,42282,45006
66,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.9 ,"Oceana County, MI",46.0,26323,26311,26422,26555,26467,MI,43211,42446,46423,50374,52319
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.5 ,"Oceana County, MI",46.0,26323,26311,26422,26555,26467,MI,43211,42446,46423,50374,52319
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,009.5 ","Oceana County, MI",46.0,26323,26311,26422,26555,26467,MI,43211,42446,46423,50374,52319
78,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.0 ,"Wexford County, MI",0.0,32889,33081,33234,33446,33631,MI,42922,40485,46072,46396,53146
21,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Wexford County, MI",0.0,32889,33081,33234,33446,33631,MI,42922,40485,46072,46396,53146
59,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.2 ,"Wexford County, MI",0.0,32889,33081,33234,33446,33631,MI,42922,40485,46072,46396,53146
85,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.5 ,"Iosco County, MI",58.5,25343,25284,25128,25103,25127,MI,39874,39721,41755,41256,43605
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Iosco County, MI",58.5,25343,25284,25128,25103,25127,MI,39874,39721,41755,41256,43605
69,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.5 ,"Iosco County, MI",58.5,25343,25284,25128,25103,25127,MI,39874,39721,41755,41256,43605
43,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.1 ,"Crawford County, MI",61.0,13853,13768,13906,13905,14029,MI,40907,39208,47068,46930,49114
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Crawford County, MI",61.0,13853,13768,13906,13905,14029,MI,40907,39208,47068,46930,49114
34,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,015.9 ","Crawford County, MI",61.0,13853,13768,13906,13905,14029,MI,40907,39208,47068,46930,49114
24,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.2 ,"Ontonagon County, MI",61.0,6037,5939,5889,5801,5720,MI,37508,35894,37208,40798,45531
3,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,36.3 ,"Ontonagon County, MI",61.0,6037,5939,5889,5801,5720,MI,37508,35894,37208,40798,45531
20,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.6 ","Ontonagon County, MI",61.0,6037,5939,5889,5801,5720,MI,37508,35894,37208,40798,45531
44,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,568.9 ,"Arenac County, MI",56.0,15307,15138,15014,15008,14883,MI,37120,43339,41275,42540,44017
14,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.8 ,"Arenac County, MI",56.0,15307,15138,15014,15008,14883,MI,37120,43339,41275,42540,44017
32,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,920.0 ,"Arenac County, MI",56.0,15307,15138,15014,15008,14883,MI,37120,43339,41275,42540,44017
86,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,564.4 ,"Emmet County, MI",73.0,32924,32875,33081,33225,33415,MI,49774,51122,52796,58891,59456
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.1 ,"Emmet County, MI",73.0,32924,32875,33081,33225,33415,MI,49774,51122,52796,58891,59456
66,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.4 ,"Emmet County, MI",73.0,32924,32875,33081,33225,33415,MI,49774,51122,52796,58891,59456
92,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.0 ,"Huron County, MI",58.0,31763,31486,31306,31211,30981,MI,45917,44845,46627,45817,49126
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.9 ,"Huron County, MI",58.0,31763,31486,31306,31211,30981,MI,45917,44845,46627,45817,49126
72,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.4 ,"Huron County, MI",58.0,31763,31486,31306,31211,30981,MI,45917,44845,46627,45817,49126
25,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.1 ,"Oscoda County, MI",50.0,8277,8259,8238,8224,8241,MI,36724,36181,39253,38927,44594
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.5 ,"Oscoda County, MI",50.0,8277,8259,8238,8224,8241,MI,36724,36181,39253,38927,44594
20,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,944.2 ,"Oscoda County, MI",50.0,8277,8259,8238,8224,8241,MI,36724,36181,39253,38927,44594
66,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.0 ,"Menominee County, MI",59.0,23476,23208,22981,22927,22780,MI,42591,42306,48627,46486,49189
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.0 ,"Menominee County, MI",59.0,23476,23208,22981,22927,22780,MI,42591,42306,48627,46486,49189
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,954.1 ,"Menominee County, MI",59.0,23476,23208,22981,22927,22780,MI,42591,42306,48627,46486,49189
76,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.6 ,"Cheboygan County, MI",60.0,25399,25455,25454,25504,25276,MI,41036,41667,43724,48589,47876
17,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.4 ,"Cheboygan County, MI",60.0,25399,25455,25454,25504,25276,MI,41036,41667,43724,48589,47876
62,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,976.6 ,"Cheboygan County, MI",60.0,25399,25455,25454,25504,25276,MI,41036,41667,43724,48589,47876
43,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,547.5 ,"Gogebic County, MI",56.0,15536,15340,15340,15116,13975,MI,38416,36429,38343,39934,39030
9,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.0 ,"Gogebic County, MI",56.0,15536,15340,15340,15116,13975,MI,38416,36429,38343,39934,39030
34,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,926.1 ,"Gogebic County, MI",56.0,15536,15340,15340,15116,13975,MI,38416,36429,38343,39934,39030
56,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.4 ,"Otsego County, MI",,24203,24408,24528,24641,24668,MI,50420,50061,51814,51292,52392
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.7 ,"Otsego County, MI",,24203,24408,24528,24641,24668,MI,50420,50061,51814,51292,52392
42,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.6 ,"Otsego County, MI",,24203,24408,24528,24641,24668,MI,50420,50061,51814,51292,52392
74,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.7 ,"Mason County, MI",,28738,28810,28996,29084,29144,MI,43620,46624,46579,51083,49869
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.4 ,"Mason County, MI",,28738,28810,28996,29084,29144,MI,43620,46624,46579,51083,49869
60,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,953.7 ,"Mason County, MI",,28738,28810,28996,29084,29144,MI,43620,46624,46579,51083,49869
38,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.2 ,"Iron County, MI",45.0,11320,11167,11105,11104,11066,MI,36570,38913,42082,40959,46814
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.1 ,"Iron County, MI",45.0,11320,11167,11105,11104,11066,MI,36570,38913,42082,40959,46814
32,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.6 ,"Iron County, MI",45.0,11320,11167,11105,11104,11066,MI,36570,38913,42082,40959,46814
