,STNAME,CTYNAME,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
2078,Ohio,Ohio,11617527,11634370,11659650,11676341,11689100
2079,Ohio,Adams County,27926,27807,27753,27694,27698
2080,Ohio,Allen County,104095,103613,103093,102725,102351
2081,Ohio,Ashland County,53310,53520,53662,53706,53484
2082,Ohio,Ashtabula County,98404,98171,97748,97587,97241
2083,Ohio,Athens County,65886,66352,66503,65519,65327
2084,Ohio,Auglaize County,45734,45766,45753,45736,45656
2085,Ohio,Belmont County,68973,68606,68002,67533,67006
2086,Ohio,Brown County,43697,43638,43523,43570,43432
2087,Ohio,Butler County,375998,378354,380607,382000,383134
2088,Ohio,Carroll County,27718,27621,27324,27082,26914
2089,Ohio,Champaign County,38963,38741,38851,38785,38885
2090,Ohio,Clark County,135746,134723,134549,134528,134083
2091,Ohio,Clermont County,201995,203165,204260,205526,206428
2092,Ohio,Clinton County,41839,41887,42004,42085,41968
2093,Ohio,Columbiana County,104714,103817,103062,102473,101883
2094,Ohio,Coshocton County,36577,36617,36536,36596,36600
2095,Ohio,Crawford County,42324,42095,41710,41484,41494
2096,Ohio,Cuyahoga County,1258739,1254144,1247581,1241718,1235072
2097,Ohio,Darke County,51981,51624,51549,51299,51113
2098,Ohio,Defiance County,38326,38140,38156,38089,38087
2099,Ohio,Delaware County,193391,197144,200870,205091,209177
2100,Ohio,Erie County,75360,74999,74760,74513,74266
2101,Ohio,Fairfield County,151254,152789,154686,155982,157574
2102,Ohio,Fayette County,28611,28670,28639,28653,28525
2103,Ohio,Franklin County,1257386,1274450,1295510,1307698,1316756
2104,Ohio,Fulton County,42301,42306,42265,42267,42126
2105,Ohio,Gallia County,30249,30186,30162,29945,29898
2106,Ohio,Geauga County,93894,93845,93881,93945,93649
2107,Ohio,Greene County,164272,165290,166566,167446,168937
2108,Ohio,Guernsey County,39392,39211,39066,39011,38875
2109,Ohio,Hamilton County,809527,811332,814170,815445,817473
2110,Ohio,Hancock County,75678,75831,75973,75920,75783
2111,Ohio,Hardin County,31616,31398,31329,31418,31365
2112,Ohio,Harrison County,15395,15252,15202,15167,15040
2113,Ohio,Henry County,27481,27282,27179,27091,27006
2114,Ohio,Highland County,42960,43006,42903,43052,43161
2115,Ohio,Hocking County,28500,28393,28436,28357,28264
2116,Ohio,Holmes County,43882,43847,43895,43919,43960
2117,Ohio,Huron County,58307,58367,58393,58364,58266
2118,Ohio,Jackson County,32559,32528,32386,32366,32413
2119,Ohio,Jefferson County,67495,66944,66318,65774,65325
2120,Ohio,Knox County,61001,60909,61271,61900,62322
2121,Ohio,Lake County,229836,229525,230159,230102,230149
2122,Ohio,Lawrence County,60923,60691,60075,59767,59463
2123,Ohio,Licking County,170611,171993,173617,175666,176862
2124,Ohio,Logan County,45250,45128,45198,45332,45672
2125,Ohio,Lorain County,305417,306607,307441,309052,309833
2126,Ohio,Lucas County,433633,432879,431039,429612,428348
2127,Ohio,Madison County,44139,43377,44041,44389,44731
2128,Ohio,Mahoning County,231846,230269,229791,229216,228683
2129,Ohio,Marion County,65431,65467,65076,65427,65093
2130,Ohio,Medina County,176126,176876,178176,178978,179746
2131,Ohio,Meigs County,23180,23166,23071,23064,22907
2132,Ohio,Mercer County,40723,40715,40858,40952,41172
2133,Ohio,Miami County,104075,104553,105200,106042,106987
2134,Ohio,Monroe County,14253,14083,13931,13787,13654
2135,Ohio,Montgomery County,531777,531818,531467,531600,531687
2136,Ohio,Morgan County,14735,14733,14644,14581,14508
2137,Ohio,Morrow County,34943,34922,34911,35113,35328
2138,Ohio,Muskingum County,86194,85993,86123,86131,86215
2139,Ohio,Noble County,14467,14441,14400,14347,14424
2140,Ohio,Ottawa County,40754,40488,40623,40769,40525
2141,Ohio,Paulding County,18959,18839,18831,18742,18672
2142,Ohio,Perry County,35967,35998,35972,36039,36134
2143,Ohio,Pickaway County,56989,57545,57740,58077,58457
2144,Ohio,Pike County,28117,28093,28088,27932,27772
2145,Ohio,Portage County,162594,162521,162473,162502,162466
2146,Ohio,Preble County,41297,41157,41116,41011,40882
2147,Ohio,Putnam County,34026,34007,33860,33802,33861
2148,Ohio,Richland County,121688,121242,120430,120987,121154
2149,Ohio,Ross County,77049,76848,77295,76884,76666
2150,Ohio,Sandusky County,59475,59317,59093,58740,58518
2151,Ohio,Scioto County,76992,76436,75976,75480,75314
2152,Ohio,Seneca County,55650,55467,55267,55194,55178
2153,Ohio,Shelby County,49030,48765,48738,48622,48590
2154,Ohio,Stark County,374715,373447,372003,371248,370606
2155,Ohio,Summit County,541788,541003,541514,541353,541013
2156,Ohio,Trumbull County,203328,201715,200281,198539,197974
2157,Ohio,Tuscarawas County,92739,92560,92308,92079,91987
2158,Ohio,Union County,54388,55581,56798,57782,58988
2159,Ohio,Van Wert County,28319,28177,28283,28253,28275
2160,Ohio,Vinton County,13082,13022,13082,13145,13085
2161,Ohio,Warren County,223864,226539,228709,231945,234602
2162,Ohio,Washington County,61020,60598,60491,60111,59911
2163,Ohio,Wayne County,116214,116613,116168,115790,115710
2164,Ohio,Williams County,37007,36937,36707,36739,36692
2165,Ohio,Wood County,129285,129768,130437,130441,130817
2166,Ohio,Wyandot County,22176,22071,22063,21918,21772
2167,Oklahoma,Oklahoma,3909500,3926331,3931316,3940235,3956971
2168,Oklahoma,Adair County,22259,22305,22119,22224,22194
2169,Oklahoma,Alfalfa County,5917,5936,5913,5765,5702
2170,Oklahoma,Atoka County,13889,13894,13779,13795,13758
2171,Oklahoma,Beaver County,5455,5435,5364,5318,5311
2172,Oklahoma,Beckham County,23554,22427,21779,21720,21859
2173,Oklahoma,Blaine County,9762,9625,9512,9454,9429
2174,Oklahoma,Bryan County,45021,45599,46481,47191,47995
2175,Oklahoma,Caddo County,29433,29630,29356,29028,28762
2176,Oklahoma,Canadian County,133158,136386,140001,144426,148306
2177,Oklahoma,Carter County,48568,48431,48273,48213,48111
2178,Oklahoma,Cherokee County,48376,48791,48891,48607,48657
2179,Oklahoma,Choctaw County,14984,14877,14804,14698,14672
2180,Oklahoma,Cimarron County,2225,2189,2152,2165,2137
2181,Oklahoma,Cleveland County,273841,277809,279542,281166,284014
2182,Oklahoma,Coal County,5608,5652,5630,5520,5495
2183,Oklahoma,Comanche County,124005,121743,121786,120528,120749
2184,Oklahoma,Cotton County,6006,5933,5863,5820,5666
2185,Oklahoma,Craig County,14709,14465,14332,14300,14142
2186,Oklahoma,Creek County,70801,71191,71890,71730,71522
2187,Oklahoma,Custer County,29565,29222,28974,28995,29003
2188,Oklahoma,Delaware County,41704,41965,42672,42814,43009
2189,Oklahoma,Dewey County,4984,4905,4899,4931,4891
2190,Oklahoma,Ellis County,4223,4085,3970,3939,3859
2191,Oklahoma,Garfield County,63248,62493,61600,61095,61056
2192,Oklahoma,Garvin County,27920,27940,27857,27746,27711
2193,Oklahoma,Grady County,54559,54683,54829,55448,55834
2194,Oklahoma,Grant County,4500,4454,4379,4321,4333
2195,Oklahoma,Greer County,6031,5954,5793,5814,5712
2196,Oklahoma,Harmon County,2782,2712,2710,2691,2653
2197,Oklahoma,Harper County,3826,3776,3784,3727,3688
2198,Oklahoma,Haskell County,12750,12695,12726,12636,12627
2199,Oklahoma,Hughes County,13592,13417,13265,13305,13279
2200,Oklahoma,Jackson County,25459,25440,25112,24775,24530
2201,Oklahoma,Jefferson County,6266,6250,6164,6106,6002
2202,Oklahoma,Johnston County,10967,11126,11121,11020,11085
2203,Oklahoma,Kay County,45226,44901,44403,43944,43538
2204,Oklahoma,Kingfisher County,15588,15613,15688,15814,15765
2205,Oklahoma,Kiowa County,9116,9025,8849,8732,8708
2206,Oklahoma,Latimer County,10624,10550,10318,10175,10073
2207,Oklahoma,Le Flore County,50018,50144,50020,50093,49853
2208,Oklahoma,Lincoln County,34928,34872,34961,34837,34877
2209,Oklahoma,Logan County,45346,46027,46785,47248,48011
2210,Oklahoma,Love County,9815,10016,10076,10156,10253
2211,Oklahoma,McClain County,37973,38597,39306,39887,40474
2212,Oklahoma,McCurtain County,33173,33078,33031,32967,32832
2213,Oklahoma,McIntosh County,19817,19766,19701,19745,19596
2214,Oklahoma,Major County,7771,7751,7684,7627,7629
2215,Oklahoma,Marshall County,16266,16237,16364,16727,16931
2216,Oklahoma,Mayes County,40889,41035,40988,41210,41100
2217,Oklahoma,Murray County,13860,13909,13918,13968,14073
2218,Oklahoma,Muskogee County,69319,69012,69027,68324,67997
2219,Oklahoma,Noble County,11550,11410,11303,11279,11131
2220,Oklahoma,Nowata County,10519,10415,10322,10278,10076
2221,Oklahoma,Okfuskee County,12107,12079,12076,12081,11993
2222,Oklahoma,Oklahoma County,777373,784611,786068,790593,797434
2223,Oklahoma,Okmulgee County,39065,39075,38819,38321,38465
2224,Oklahoma,Osage County,47338,47364,47346,47121,46963
2225,Oklahoma,Ottawa County,31862,31592,31368,31319,31127
2226,Oklahoma,Pawnee County,16439,16471,16419,16356,16376
2227,Oklahoma,Payne County,81363,81850,81908,82172,81784
2228,Oklahoma,Pittsburg County,44716,44335,44154,43870,43654
2229,Oklahoma,Pontotoc County,38336,38512,38371,38272,38284
2230,Oklahoma,Pottawatomie County,71479,72001,72185,72513,72592
2231,Oklahoma,Pushmataha County,11162,11070,11118,11192,11096
2232,Oklahoma,Roger Mills County,3773,3671,3661,3646,3583
2233,Oklahoma,Rogers County,90080,90992,91435,91801,92459
2234,Oklahoma,Seminole County,25399,25137,24845,24520,24258
2235,Oklahoma,Sequoyah County,41782,41867,41742,41585,41569
2236,Oklahoma,Stephens County,44576,43998,43340,43179,43143
2237,Oklahoma,Texas County,21446,21183,20924,20491,19983
2238,Oklahoma,Tillman County,7567,7525,7399,7323,7250
2239,Oklahoma,Tulsa County,640470,645951,646437,647683,651552
2240,Oklahoma,Wagoner County,76733,77662,78984,80123,81289
2241,Oklahoma,Washington County,52091,52027,51996,51791,51527
2242,Oklahoma,Washita County,11687,11433,11055,11036,10916
2243,Oklahoma,Woods County,9303,9157,9069,8893,8793
2244,Oklahoma,Woodward County,21608,20975,20531,20312,20211
2245,Oregon,Oregon,4015792,4089976,4143625,4181886,4217737
2246,Oregon,Baker County,15882,15971,16083,16034,16124
2247,Oregon,Benton County,88333,89918,91790,92442,93053
2248,Oregon,Clackamas County,399647,406625,412442,415416,418187
2249,Oregon,Clatsop County,37797,38678,39101,39711,40224
2250,Oregon,Columbia County,49646,50905,51724,52245,52354
2251,Oregon,Coos County,62643,63319,63708,64272,64487
2252,Oregon,Crook County,21455,22306,23065,23825,24404
2253,Oregon,Curry County,22293,22607,22630,22795,22925
2254,Oregon,Deschutes County,174246,180666,186744,191905,197692
2255,Oregon,Douglas County,107164,108116,109197,110114,110980
2256,Oregon,Gilliam County,1868,1857,1862,1893,1912
2257,Oregon,Grant County,7207,7166,7188,7185,7199
2258,Oregon,Harney County,7150,7243,7258,7292,7393
2259,Oregon,Hood River County,22927,23070,23398,23267,23382
2260,Oregon,Jackson County,211403,214366,216746,219411,220944
2261,Oregon,Jefferson County,22541,23036,23652,24150,24658
2262,Oregon,Josephine County,84528,85504,86584,87150,87487
2263,Oregon,Klamath County,65670,66198,66810,67687,68238
2264,Oregon,Lake County,7779,7830,7874,7835,7869
2265,Oregon,Lane County,361946,368874,375264,378549,382067
2266,Oregon,Lincoln County,46999,47793,48757,49224,49962
2267,Oregon,Linn County,120236,122769,125035,127451,129749
2268,Oregon,Malheur County,30211,30340,30385,30553,30571
2269,Oregon,Marion County,329060,335382,340531,345412,347818
2270,Oregon,Morrow County,11130,11222,11198,11360,11603
2271,Oregon,Multnomah County,790008,803212,807885,809072,812855
2272,Oregon,Polk County,78962,81436,83711,84992,86085
2273,Oregon,Sherman County,1689,1708,1735,1700,1780
2274,Oregon,Tillamook County,25561,26116,26522,26710,27036
2275,Oregon,Umatilla County,76467,76686,77120,77421,77950
2276,Oregon,Union County,25703,26061,26383,26701,26835
2277,Oregon,Wallowa County,6813,6915,7025,7058,7208
2278,Oregon,Wasco County,25457,25782,26296,26432,26682
2279,Oregon,Washington County,572664,584910,591336,596904,601592
2280,Oregon,Wheeler County,1326,1319,1348,1351,1332
2281,Oregon,Yamhill County,101381,104070,105238,106367,107100
2282,Pennsylvania,Pennsylvania,12784826,12782275,12787641,12800922,12801989
2283,Pennsylvania,Adams County,101808,101911,102562,103062,103009
2284,Pennsylvania,Allegheny County,1228827,1226426,1220141,1217281,1216045
2285,Pennsylvania,Armstrong County,66860,66397,65991,65352,64735
2286,Pennsylvania,Beaver County,168241,166758,165654,164582,163929
2287,Pennsylvania,Bedford County,48748,48601,48356,48094,47888
2288,Pennsylvania,Berks County,415138,415784,417511,420529,421164
2289,Pennsylvania,Blair County,124596,123708,123147,122503,121829
2290,Pennsylvania,Bradford County,61644,61092,60963,60794,60323
2291,Pennsylvania,Bucks County,625276,625861,626811,627812,628270
2292,Pennsylvania,Butler County,185936,186240,186828,187638,187853
2293,Pennsylvania,Cambria County,136028,134414,132960,131449,130192
2294,Pennsylvania,Cameron County,4776,4710,4619,4501,4447
2295,Pennsylvania,Carbon County,63753,63499,63828,64175,64182
2296,Pennsylvania,Centre County,160466,162034,162316,162601,162385
2297,Pennsylvania,Chester County,515055,516767,518901,522086,524989
2298,Pennsylvania,Clarion County,38876,38590,38998,38672,38438
2299,Pennsylvania,Clearfield County,80718,80196,79799,79572,79255
2300,Pennsylvania,Clinton County,39400,39017,38830,38696,38632
2301,Pennsylvania,Columbia County,66681,66133,65581,65215,64964
2302,Pennsylvania,Crawford County,86510,86306,85772,85110,84629
2303,Pennsylvania,Cumberland County,245744,247369,249024,251131,253370
2304,Pennsylvania,Dauphin County,273085,274196,275714,276864,278299
2305,Pennsylvania,Delaware County,563225,563708,563858,565231,566747
2306,Pennsylvania,Elk County,30897,30512,30271,30110,29910
2307,Pennsylvania,Erie County,278174,276170,273558,271544,269728
2308,Pennsylvania,Fayette County,133252,132350,131309,130323,129274
2309,Pennsylvania,Forest County,7381,7334,7317,7284,7247
2310,Pennsylvania,Franklin County,153048,153705,154376,154579,155027
2311,Pennsylvania,Fulton County,14509,14497,14469,14525,14530
2312,Pennsylvania,Greene County,37402,37209,36846,36661,36233
2313,Pennsylvania,Huntingdon County,45499,45380,45429,45395,45144
2314,Pennsylvania,Indiana County,86747,85155,84743,84441,84073
2315,Pennsylvania,Jefferson County,44344,44031,43818,43614,43425
2316,Pennsylvania,Juniata County,24445,24559,24635,24718,24763
2317,Pennsylvania,Lackawanna County,211863,211004,210451,210269,209674
2318,Pennsylvania,Lancaster County,535811,538160,541332,543969,545724
2319,Pennsylvania,Lawrence County,88122,87325,86546,86128,85512
2320,Pennsylvania,Lebanon County,137479,138480,139553,141339,141793
2321,Pennsylvania,Lehigh County,359710,362298,365577,368359,369318
2322,Pennsylvania,Luzerne County,318059,317172,317808,317859,317417
2323,Pennsylvania,Lycoming County,115598,114876,114012,113866,113299
2324,Pennsylvania,McKean County,42400,41670,41362,40950,40625
2325,Pennsylvania,Mercer County,113624,112598,111473,110471,109424
2326,Pennsylvania,Mifflin County,46427,46316,46290,46211,46138
2327,Pennsylvania,Monroe County,166481,166220,167895,169294,170271
2328,Pennsylvania,Montgomery County,817180,819791,824303,826924,830915
2329,Pennsylvania,Montour County,18299,18257,18270,18240,18230
2330,Pennsylvania,Northampton County,300090,301307,302801,304564,305285
2331,Pennsylvania,Northumberland County,92878,92283,91721,91080,90843
2332,Pennsylvania,Perry County,45849,45945,46046,46154,46272
2333,Pennsylvania,Philadelphia County,1571065,1576051,1580601,1583592,1584064
2334,Pennsylvania,Pike County,55322,54955,55397,55780,55809
2335,Pennsylvania,Potter County,17086,16954,16841,16623,16526
2336,Pennsylvania,Schuylkill County,144117,143497,142580,141815,141359
2337,Pennsylvania,Snyder County,40509,40423,40594,40518,40372
2338,Pennsylvania,Somerset County,75383,74860,74242,73872,73447
2339,Pennsylvania,Sullivan County,6267,6126,6142,6076,6066
2340,Pennsylvania,Susquehanna County,41775,41252,40934,40560,40328
2341,Pennsylvania,Tioga County,41519,41250,40671,40690,40591
2342,Pennsylvania,Union County,45519,45454,44642,45017,44923
2343,Pennsylvania,Venango County,52954,52477,51790,51201,50668
2344,Pennsylvania,Warren County,40334,40026,39679,39551,39191
2345,Pennsylvania,Washington County,207718,207386,207075,207018,206865
2346,Pennsylvania,Wayne County,51823,51339,51192,51395,51361
2347,Pennsylvania,Westmoreland County,356923,354665,352006,350459,348899
2348,Pennsylvania,Wyoming County,27812,27546,27396,27087,26794
2349,Pennsylvania,York County,441741,443693,445484,447847,449058
2350,Rhode Island,Rhode Island,1056065,1056770,1055673,1058287,1059361
2351,Rhode Island,Bristol County,49127,48844,48734,48637,48479
2352,Rhode Island,Kent County,163747,163711,163543,164053,164292
2353,Rhode Island,Newport County,83259,83164,82952,82547,82082
2354,Rhode Island,Providence County,633747,634922,634130,636953,638931
2355,Rhode Island,Washington County,126185,126129,126314,126097,125577
