County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Scott County  6,69,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.4 
Pontotoc County  6,77,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.5 
Simpson County  6,75,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.3 
Choctaw County  6,26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.6 
Jasper County  6,46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.1 
Tate County  6,72,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.9 
Stone County  6,43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.7 
Amite County  6,41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.3 
Sharkey County  6,13,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.4 
Warren County  6,121,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.7 
Jones County  6,177,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.5 
Tunica County  6,21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.7 
Neshoba County  6,71,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.1 
Noxubee County  6,27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.4 
Winston County  6,52,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.2 
Lamar County  6,132,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.1 
George County  6,52,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.1 
Clay County  6,51,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,372.2 
Lauderdale County  6,185,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.2 
Quitman County  6,18,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.0 
Wayne County  6,49,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.7 
Smith County  6,39,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,363.3 
Carroll County  6,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,362.6 
Clarke County  6,42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,358.7 
Oktibbeha County  6,79,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,356.4 
Benton County  6,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.6 
Lafayette County  6,92,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.1 
Kemper County  6,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,304.7 
Mississippi County  6,53,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,640.5 
Montgomery County  6,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,601.9 
Iron County  6,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,594.4 
Marion County  6,99,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.3 
Madison County  6,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,582.1 
Scott County  6,132,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,579.7 
Dunklin County  6,101,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.3 
Dallas County  6,66,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.2 
St. Francois County  6,220,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,563.7 
Monroe County  6,37,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,558.7 
Morgan County  6,87,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.9 
Harrison County  6,32,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.2 
Audrain County  6,76,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,545.7 
Stoddard County  6,104,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.9 
Jasper County  6,334,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.9 
Crawford County  6,84,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.1 
New Madrid County  6,59,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.7 
Pettis County  6,127,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.8 
Mercer County  6,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 
Henry County  6,82,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.0 
Pulaski County  6,93,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.7 
Shelby County  6,22,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.4 
Ray County  6,75,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 
Osage County  6,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.1 
Franklin County  6,322,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.8 
Benton County  6,97,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.2 
Jefferson County  6,634,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,514.1 
Perry County  6,61,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.6 
Laclede County  6,110,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.9 
Lincoln County  6,148,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.6 
Buchanan County  6,247,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.2 
St. Louis County  6,2909,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.6 
Cole County  6,217,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.8 
St. Louis City  6,775,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.3 
Macon County  6,53,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.7 
Clinton County  6,67,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.4 
Barton County  6,40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.7 
Andrew County  6,56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.1 
Butler County  6,132,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.3 
St. Charles County  6,1020,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.1 
Linn County  6,41,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.2 
Randolph County  6,71,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.6 
Webster County  6,104,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.2 
Callaway County  6,129,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.7 
Lafayette County  6,103,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.6 
Clay County  6,581,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.6 
Cape Girardeau County  6,207,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.1 
Ste. Genevieve County  6,60,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.7 
Dade County  6,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.6 
Miller County  6,77,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.9 
Holt County  6,16,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.5 
Wayne County  6,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 
Clark County  6,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.1 
Washington County  6,74,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.0 
Jackson County  6,1689,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.4 
Wright County  6,56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.1 
Pike County  6,56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.3 
Ralls County  6,36,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.5 
Livingston County  6,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.6 
Phelps County  6,116,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.7 
Chariton County  6,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.9 
Boone County  6,349,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.7 
St. Clair County  6,39,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.4 
Carroll County  6,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.9 
McDonald County  6,62,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.8 
Cooper County  6,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 
Carter County  6,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.1 
Howard County  6,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.3 
Johnson County  6,116,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.1 
Greene County  6,697,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.6 
Gasconade County  6,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.1 
Warren County  6,98,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.7 
Stone County  6,135,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.9 
Bollinger County  6,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.6 
Atchison County  6,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.2 
Lawrence County  6,109,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.9 
Christian County  6,205,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.9 
Barry County  6,113,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.8 
Pemiscot County  6,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.3 
Taney County  6,166,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,449.9 
Nodaway County  6,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.7 
Platte County  6,233,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.3 
Newton County  6,159,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.9 
Cass County  6,261,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.7 
Daviess County  6,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.6 
Vernon County  6,59,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.5 
DeKalb County  6,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.8 
Lewis County  6,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.3 
Saline County  6,63,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.6 
Camden County  6,185,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.7 
Worth County  6,7,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.7 
Grundy County  6,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.1 
Ripley County  6,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.4 
Knox County  6,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.0 
Reynolds County  6,22,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.7 
Moniteau County  6,40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.1 
Bates County  6,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,423.9 
Texas County  6,78,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,422.5 
Adair County  6,50,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,419.7 
Cedar County  6,45,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.9 
Howell County  6,105,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.6 
Dent County  6,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,411.9 
Polk County  6,78,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.9 
Maries County  6,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.1 
Caldwell County  6,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.7 
Sullivan County  6,17,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.2 
Ozark County  6,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,405.3 
Douglas County  6,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,391.4 
Schuyler County  6,12,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,382.1 
Scotland County  6,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,380.0 
Gentry County  6,16,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,374.4 
Putnam County  6,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,357.9 
Oregon County  6,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,343.8 
Hickory County  6,30,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.3 
Shannon County  6,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,301.0 
Marion County  6,100,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.0 
Worth County  6,7,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.2 
Shelby County  6,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,513.6 
Crawford County  6,84,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.9 
Montgomery County  6,43,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,504.3 
St. Francois County  6,202,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,499.7 
Grundy County  6,34,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.6 
Clinton County  6,65,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.0 
Cooper County  6,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,488.3 
Madison County  6,41,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.8 
Franklin County  6,321,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.3 
Ripley County  6,47,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.9 
Henry County  6,76,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.3 
Mississippi County  6,43,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.1 
Lincoln County  6,144,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.6 
Stoddard County  6,98,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.6 
Pike County  6,52,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.5 
Morgan County  6,70,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.4 
Lewis County  6,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.2 
Iron County  6,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.9 
Buchanan County  6,250,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.9 
Gasconade County  6,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.8 
Wright County  6,58,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.3 
Jefferson County  6,608,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.0 
Jasper County  6,324,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.7 
Clay County  6,629,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.6 
St. Louis County  6,3168,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.5 
Lafayette County  6,102,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.3 
Warren County  6,99,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.4 
Pulaski County  6,92,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.4 
Scott County  6,117,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.1 
Johnson County  6,116,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.7 
Audrain County  6,80,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.5 
Washington County  6,70,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.8 
Gentry County  6,21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.6 
Phelps County  6,118,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.6 
Adair County  6,59,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.8 
Macon County  6,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.8 
Osage County  6,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.0 
Chariton County  6,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.9 
Wayne County  6,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.4 
Saline County  6,68,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.3 
Cass County  6,292,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.9 
Jackson County  6,1862,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.5 
St. Charles County  6,1027,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.8 
Cape Girardeau County  6,215,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.5 
Miller County  6,73,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.2 
Pettis County  6,119,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.1 
Platte County  6,253,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.3 
Lawrence County  6,108,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.7 
Ralls County  6,31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.3 
New Madrid County  6,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.7 
Carter County  6,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.4 
Callaway County  6,115,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.2 
St. Louis City  6,776,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.7 
Butler County  6,128,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.3 
Benton County  6,75,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.9 
Harrison County  6,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.0 
Randolph County  6,66,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.3 
Daviess County  6,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.8 
Cole County  6,198,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.6 
Perry County  6,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.3 
Knox County  6,13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.1 
Dent County  6,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.0 
Carroll County  6,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.9 
Moniteau County  6,36,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.3 
DeKalb County  6,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.8 
Laclede County  6,97,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.5 
Boone County  6,358,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.1 
Linn County  6,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.7 
Ray County  6,63,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.4 
Dunklin County  6,85,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.9 
Ste. Genevieve County  6,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.6 
Cedar County  6,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.5 
Barton County  6,33,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.5 
Schuyler County  6,12,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.0 
Pemiscot County  6,45,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.0 
McDonald County  6,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.1 
Livingston County  6,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.9 
Dallas County  6,47,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.1 
Webster County  6,91,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.6 
Andrew County  6,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.8 
Christian County  6,202,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.8 
Bates County  6,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.8 
Mercer County  6,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.9 
Greene County  6,697,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.6 
Scotland County  6,13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.2 
Camden County  6,151,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.0 
Clark County  6,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,386.2 
Newton County  6,149,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.4 
Monroe County  6,25,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,383.2 
Vernon County  6,55,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.4 
Holt County  6,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.6 
Bollinger County  6,31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.0 
Taney County  6,150,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,378.9 
Hickory County  6,32,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.5 
Texas County  6,67,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.8 
Nodaway County  6,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.8 
Barry County  6,94,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.8 
Dade County  6,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,362.6 
Putnam County  6,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.4 
Reynolds County  6,17,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.2 
Sullivan County  6,15,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.9 
Stone County  6,100,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.8 
Howard County  6,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.2 
Caldwell County  6,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,339.5 
Shannon County  6,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,336.1 
Polk County  6,68,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,335.7 
Maries County  6,21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.7 
Howell County  6,94,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.1 
Ozark County  6,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,326.9 
St. Clair County  6,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,320.8 
Atchison County  6,12,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,319.3 
Oregon County  6,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,309.3 
Douglas County  6,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,246.7 
Custer County  6,48,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,620.1 
Sheridan County  6,17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,607.0 
Prairie County  6,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,603.3 
Broadwater County  6,29,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,600.6 
Rosebud County  6,32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.2 
Treasure County  6,4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.0 
Phillips County  6,19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,588.1 
Fallon County  6,11,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.7 
McCone County  6,8,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.4 
Wheatland County  6,10,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.6 
Yellowstone County  6,508,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.3 
Musselshell County  6,23,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.1 
Carter County  6,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.6 
Flathead County  6,359,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.2 
Powell County  6,30,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.9 
Lincoln County  6,100,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.4 
Big Horn County  6,33,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.3 
Lake County  6,114,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.2 
Lewis and Clark County  6,223,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.1 
Roosevelt County  6,25,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.3 
Glacier County  6,32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.3 
Stillwater County  6,38,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.4 
Dawson County  6,31,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.5 
Sanders County  6,57,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.1 
Jefferson County  6,48,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.0 
Silver Bow County  6,114,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.6 
