County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Pocahontas County  7,22,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.7 
Winneshiek County  7,55,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.6 
Wright County  7,38,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,383.2 
Louisa County  7,29,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,383.0 
Jefferson County  7,49,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.5 
Davis County  7,21,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.5 
Allamakee County  7,38,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.5 
Audubon County  7,18,Iowa,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,364.9 
Marion County  7,75,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,700.0 
Breathitt County  7,55,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,697.7 
Lawrence County  7,67,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,691.0 
Powell County  7,47,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,682.2 
Russell County  7,79,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,674.2 
Bath County  7,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,672.8 
Hart County  7,71,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,660.8 
Taylor County  7,96,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,657.6 
Bracken County  7,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,657.6 
Floyd County  7,142,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,650.0 
Mercer County  7,87,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,649.7 
Carter County  7,108,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,646.2 
Owsley County  7,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,643.9 
Monroe County  7,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,643.8 
Fulton County  7,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,642.8 
Knox County  7,116,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,640.5 
Butler County  7,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,635.0 
Barren County  7,158,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,634.6 
Montgomery County  7,94,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,632.4 
Crittenden County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,629.7 
Logan County  7,105,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,628.0 
Johnson County  7,88,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,626.5 
Lee County  7,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,626.5 
Nicholas County  7,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,621.4 
Grayson County  7,98,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,616.4 
Fleming County  7,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,615.6 
Perry County  7,100,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,615.2 
Grant County  7,74,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,614.4 
Garrard County  7,66,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,613.0 
Nelson County  7,149,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,611.4 
Trimble County  7,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,610.4 
Whitley County  7,121,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,610.3 
Metcalfe County  7,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,607.3 
Marshall County  7,131,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,603.5 
Spencer County  7,63,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,603.2 
Lincoln County  7,91,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,602.0 
Washington County  7,44,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,601.8 
Harlan County  7,98,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,601.1 
Magoffin County  7,47,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,598.7 
Daviess County  7,339,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,598.3 
Gallatin County  7,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,598.1 
Henry County  7,58,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.7 
Lewis County  7,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,596.4 
Pulaski County  7,239,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,595.6 
Boyd County  7,185,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,594.6 
Letcher County  7,86,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.0 
Estill County  7,51,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.8 
Clinton County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.4 
McCracken County  7,240,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,590.7 
Hardin County  7,314,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,588.1 
Oldham County  7,202,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,586.7 
Wolfe County  7,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,586.3 
McLean County  7,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,585.7 
Webster County  7,47,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,585.2 
Martin County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.9 
Pike County  7,216,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,582.9 
Harrison County  7,66,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,582.2 
Breckinridge County  7,79,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,579.6 
Laurel County  7,199,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,579.6 
Livingston County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.2 
Casey County  7,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,576.9 
Rockcastle County  7,59,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,576.6 
Leslie County  7,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,576.2 
Robertson County  7,8,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.6 
Anderson County  7,68,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,574.5 
Clay County  7,65,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,573.5 
Greenup County  7,134,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,571.8 
Muhlenberg County  7,112,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.3 
Jefferson County  7,2325,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.2 
Union County  7,46,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.1 
Shelby County  7,143,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.4 
Carroll County  7,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.6 
Pendleton County  7,49,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,563.2 
Simpson County  7,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,558.2 
Owen County  7,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,557.9 
Bourbon County  7,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.7 
Ohio County  7,82,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.8 
Campbell County  7,276,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.1 
Kenton County  7,465,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.0 
Bullitt County  7,246,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.9 
Franklin County  7,159,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.8 
Adair County  7,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.2 
Larue County  7,46,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.1 
Todd County  7,39,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.3 
Graves County  7,125,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.0 
Morgan County  7,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,543.9 
McCreary County  7,56,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,543.8 
Caldwell County  7,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.3 
Green County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.1 
Warren County  7,315,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.0 
Clark County  7,116,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.3 
Henderson County  7,144,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.8 
Ballard County  7,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.5 
Meade County  7,85,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.6 
Boyle County  7,94,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.2 
Hopkins County  7,149,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.8 
Mason County  7,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.4 
Madison County  7,229,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.3 
Rowan County  7,61,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.6 
Christian County  7,156,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.2 
Jackson County  7,43,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.3 
Carlisle County  7,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.8 
Calloway County  7,113,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.0 
Scott County  7,126,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.5 
Wayne County  7,74,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.2 
Fayette County  7,769,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.9 
Trigg County  7,56,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.0 
Jessamine County  7,145,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.6 
Woodford County  7,81,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,514.1 
Edmonson County  7,44,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.6 
Allen County  7,67,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.5 
Hancock County  7,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.2 
Boone County  7,321,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.6 
Hickman County  7,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.0 
Lyon County  7,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.3 
Knott County  7,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.2 
Cumberland County  7,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.9 
Bell County  7,84,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.9 
Menifee County  7,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.4 
Elliott County  7,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,387.6 
Robertson County  7,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,641.7 
Floyd County  7,153,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,616.8 
Powell County  7,44,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,600.2 
Taylor County  7,98,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,589.8 
Perry County  7,103,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,582.4 
Clay County  7,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,569.1 
Nicholas County  7,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,567.1 
Bracken County  7,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,560.5 
Monroe County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,554.3 
Lewis County  7,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,548.4 
Bullitt County  7,264,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,547.8 
Clark County  7,130,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,547.4 
Pike County  7,227,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,543.1 
McLean County  7,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,541.9 
Lawrence County  7,55,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,541.5 
Estill County  7,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,541.4 
Grant County  7,75,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,541.2 
Fleming County  7,51,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,534.6 
Letcher County  7,84,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,532.5 
Carter County  7,95,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,524.3 
Harlan County  7,99,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,524.1 
Knox County  7,109,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,523.8 
Lincoln County  7,87,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,522.2 
Johnson County  7,80,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,519.0 
Lee County  7,24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,518.3 
Harrison County  7,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.2 
Pendleton County  7,47,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.6 
Carlisle County  7,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.4 
Carroll County  7,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.6 
Knott County  7,53,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.1 
Anderson County  7,72,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.1 
Grayson County  7,86,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,511.7 
Boyle County  7,105,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,511.2 
Boyd County  7,165,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,510.5 
Trimble County  7,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,510.3 
Adair County  7,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,509.8 
Cumberland County  7,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,509.5 
Green County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,508.3 
Larue County  7,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.8 
Rockcastle County  7,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.9 
Butler County  7,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.2 
Martin County  7,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,505.5 
Greenup County  7,133,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,504.8 
Hart County  7,61,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,503.8 
Owen County  7,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,502.7 
Campbell County  7,289,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,499.2 
Menifee County  7,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,498.4 
Barren County  7,147,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.6 
Livingston County  7,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.0 
Owsley County  7,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.8 
Breathitt County  7,43,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.1 
Whitley County  7,113,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.4 
Oldham County  7,167,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.6 
Daviess County  7,324,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.7 
Kenton County  7,477,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.1 
McCreary County  7,51,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.1 
Laurel County  7,187,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.0 
Edmonson County  7,43,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,489.4 
Jessamine County  7,149,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,489.2 
Pulaski County  7,218,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,488.8 
Jackson County  7,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.3 
Bath County  7,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.8 
Jefferson County  7,2406,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.1 
Rowan County  7,63,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,485.7 
Hardin County  7,302,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.8 
Mercer County  7,75,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.3 
Meade County  7,78,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.7 
Russell County  7,58,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.0 
Logan County  7,87,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.5 
Bourbon County  7,69,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.6 
Scott County  7,136,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.8 
Mason County  7,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.7 
Franklin County  7,165,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.6 
Gallatin County  7,24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.5 
Woodford County  7,85,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.4 
Montgomery County  7,86,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.1 
Shelby County  7,137,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.4 
Madison County  7,232,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.5 
Leslie County  7,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.2 
Allen County  7,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.8 
Marshall County  7,110,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.8 
Morgan County  7,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,469.7 
Marion County  7,57,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.9 
Henry County  7,49,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.6 
Wolfe County  7,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.7 
Hopkins County  7,148,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.2 
Boone County  7,334,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.1 
Bell County  7,90,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.8 
Nelson County  7,128,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.9 
Fayette County  7,803,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.6 
Todd County  7,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.4 
Metcalfe County  7,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.9 
Garrard County  7,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.4 
Lyon County  7,30,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.6 
Ohio County  7,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.3 
Muhlenberg County  7,99,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.6 
Caldwell County  7,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.2 
Calloway County  7,103,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.1 
Trigg County  7,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.5 
Clinton County  7,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.9 
Henderson County  7,136,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.6 
Simpson County  7,53,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.2 
McCracken County  7,209,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.0 
Magoffin County  7,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.0 
Warren County  7,294,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.3 
Christian County  7,152,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.2 
Fulton County  7,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.9 
Graves County  7,110,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.6 
Union County  7,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.4 
Spencer County  7,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.7 
Breckinridge County  7,58,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.8 
Webster County  7,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.9 
Washington County  7,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.0 
Wayne County  7,60,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.4 
Crittenden County  7,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.3 
Hancock County  7,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.8 
Casey County  7,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.7 
Ballard County  7,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.2 
Elliott County  7,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.0 
Hickman County  7,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,360.8 
Hancock County  6,233,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,563.3 
Penobscot County  6,529,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,561.1 
Washington County  6,139,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.8 
Piscataquis County  6,78,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.7 
Waldo County  6,147,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.7 
York County  6,691,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.8 
Aroostook County  6,265,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.6 
Androscoggin County  6,323,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.0 
Oxford County  6,211,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.5 
Knox County  6,152,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.8 
Franklin County  6,107,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.5 
Somerset County  6,173,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,484.2 
Cumberland County  6,845,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.4 
Kennebec County  6,384,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.3 
Lincoln County  6,135,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.4 
Sagadahoc County  6,114,Maine,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,449.7 
Piscataquis County  6,73,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,517.6 
Penobscot County  6,510,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.5 
Knox County  6,159,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.6 
Somerset County  6,178,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.4 
York County  6,708,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.8 
Washington County  6,119,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,469.8 
Androscoggin County  6,328,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.6 
Hancock County  6,203,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.8 
Kennebec County  6,397,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.7 
Aroostook County  6,237,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.1 
Cumberland County  6,895,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.5 
Oxford County  6,195,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.8 
Franklin County  6,94,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.3 
Lincoln County  6,129,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.1 
Waldo County  6,130,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.1 
Sagadahoc County  6,113,Maine,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.9 
